symbol,valid_from,valid_to,source,source_url,notes,needs_manual_audit,referenced_document
MRPL,2014-01-01,,snapshot_floor,,,True,
MTNL,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
MUTHOOTFIN,2014-01-01,,snapshot_floor,,,True,
NATCOPHARM,2014-01-01,,snapshot_floor,,,True,
NATIONALUM,2014-01-01,,snapshot_floor,,,True,
NAUKRI,2014-01-01,,snapshot_floor,,,True,
NAVINFLUOR,2014-01-01,,snapshot_floor,,,True,
NAVKARCORP,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
NCC,2014-01-01,,snapshot_floor,,,True,
NETWORK18,2014-01-01,2020-06-26,snapshot_floor,,closed by ind_prs10062020.pdf,True,ind_prs10062020.pdf
NH,2014-01-01,,snapshot_floor,,,True,
NHPC,2014-01-01,,snapshot_floor,,,True,
NILKAMAL,2014-01-01,2022-03-31,snapshot_floor,,closed by ind_prs24022022_1.pdf,True,ind_prs24022022_1.pdf
NLCINDIA,2014-01-01,,snapshot_floor,,,True,
NMDC,2014-01-01,2022-08-08,snapshot_floor,,closed by ind_prs11072022.pdf,True,ind_prs11072022.pdf
NTPC,2014-01-01,,snapshot_floor,,,True,
OBEROIRLTY,2014-01-01,,snapshot_floor,,,True,
OCL,2014-01-01,2017-01-23,snapshot_floor,,closed by ind_prs16012017.pdf,True,ind_prs16012017.pdf
OFSS,2014-01-01,,snapshot_floor,,,True,
OIL,2014-01-01,,snapshot_floor,,,True,
OMAXE,2014-01-01,2021-03-31,snapshot_floor,,closed by ind_prs23022021.pdf,True,ind_prs23022021.pdf
ONGC,2014-01-01,,snapshot_floor,,,True,
ORCHIDCHEM,2014-01-01,2015-09-28,snapshot_floor,,closed by ind_prs12082015.pdf,True,ind_prs12082015.pdf
ORIENTBANK,2014-01-01,2019-12-27,snapshot_floor,,closed by ind_prs16122019.pdf,True,ind_prs16122019.pdf
ORISSAMINE,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
PAGEIND,2014-01-01,,snapshot_floor,,,True,
PCBL,2014-01-01,,snapshot_floor,,,True,
PCJEWELLER,2014-01-01,2020-06-26,snapshot_floor,,closed by ind_prs10062020.pdf,True,ind_prs10062020.pdf
PEL,2014-01-01,2022-08-08,snapshot_floor,,closed by ind_prs11072022.pdf,True,ind_prs11072022.pdf
PERSISTENT,2014-01-01,,snapshot_floor,,,True,
PETRONET,2014-01-01,,snapshot_floor,,,True,
PFC,2014-01-01,,snapshot_floor,,,True,
PFIZER,2014-01-01,2024-03-28,snapshot_floor,,closed by ind_prs28022024.pdf,True,ind_prs28022024.pdf
PGHH,2014-01-01,2025-03-28,snapshot_floor,,closed by ind_prs21022025.pdf,True,ind_prs21022025.pdf
PGHL,2014-01-01,2023-03-31,snapshot_floor,,closed by ind_prs17022023_1.pdf,True,ind_prs17022023_1.pdf
PHOENIXLTD,2014-01-01,,snapshot_floor,,,True,
PIDILITIND,2014-01-01,,snapshot_floor,,,True,
PNB,2014-01-01,,snapshot_floor,,,True,
POLARIS,2014-01-01,2018-02-05,snapshot_floor,,closed by ind_prs08012018.pdf,True,ind_prs08012018.pdf
POWERGRID,2014-01-01,,snapshot_floor,,,True,
PRAJIND,2014-01-01,2021-03-31,snapshot_floor,,closed by ind_prs23022021.pdf,True,ind_prs23022021.pdf
PRESTIGE,2014-01-01,,snapshot_floor,,,True,
PTC,2014-01-01,2021-03-31,snapshot_floor,,closed by ind_prs23022021.pdf,True,ind_prs23022021.pdf
PUNJLLOYD,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
RADICO,2014-01-01,,snapshot_floor,,,True,
RAIN,2014-01-01,2024-03-28,snapshot_floor,,closed by ind_prs28022024.pdf,True,ind_prs28022024.pdf
RAJESHEXPO,2014-01-01,2025-03-28,snapshot_floor,,closed by ind_prs21022025.pdf,True,ind_prs21022025.pdf
RALLIS,2014-01-01,2024-03-28,snapshot_floor,,closed by ind_prs28022024.pdf,True,ind_prs28022024.pdf
RAMCOCEM,2014-01-01,,snapshot_floor,,,True,
RAMCOIND,2014-01-01,2015-09-28,snapshot_floor,,closed by ind_prs12082015.pdf,True,ind_prs12082015.pdf
RAMCOSYS,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
RASOYPR,2014-01-01,2015-09-28,snapshot_floor,,closed by ind_prs12082015.pdf,True,ind_prs12082015.pdf
RAYMOND,2014-01-01,2021-09-30,snapshot_floor,,closed by ind_prs15092021.pdf,True,ind_prs15092021.pdf
RCF,2014-01-01,2026-03-30,snapshot_floor,,closed by ind_prs23022026.pdf,True,ind_prs23022026.pdf
RCOM,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
RECLTD,2014-01-01,,snapshot_floor,,,True,
REDINGTON,2014-01-01,,snapshot_floor,,,True,
RELAXO,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
RELIANCE,2014-01-01,,snapshot_floor,,,True,
RELIGARE,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
RELINFRA,2014-01-01,2020-06-26,snapshot_floor,,closed by ind_prs10062020.pdf,True,ind_prs10062020.pdf
RENUKA,2014-01-01,2020-09-25,snapshot_floor,,closed by ind_prs20082020.pdf,True,ind_prs20082020.pdf
RHIM,2014-01-01,,snapshot_floor,,,True,
RIIL,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
RKFORGE,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
RNAVAL,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
ROLTA,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
RPOWER,2014-01-01,2020-06-26,snapshot_floor,,closed by ind_prs10062020.pdf,True,ind_prs10062020.pdf
RTNPOWER,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
RUCHISOYA,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
SADBHAV,2014-01-01,2020-09-25,snapshot_floor,,closed by ind_prs20082020.pdf,True,ind_prs20082020.pdf
SAIL,2014-01-01,,snapshot_floor,,,True,
SANOFI,2014-01-01,2025-03-28,snapshot_floor,,closed by ind_prs21022025.pdf,True,ind_prs21022025.pdf
SBIN,2014-01-01,,snapshot_floor,,,True,
SCHAEFFLER,2014-01-01,,snapshot_floor,,,True,
SCI,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
SEQUENT,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SFCL,2014-01-01,2017-01-23,snapshot_floor,,closed by ind_prs16012017.pdf,True,ind_prs16012017.pdf
SGPC,2014-01-01,2021-09-30,snapshot_floor,,closed by ind_prs23082021.pdf,True,ind_prs23082021.pdf
SHARDACROP,2014-01-01,2018-04-02,snapshot_floor,,closed by ind_prs21022018.pdf,True,ind_prs21022018.pdf
SHILPAMED,2014-01-01,2018-04-02,snapshot_floor,,closed by ind_prs21022018.pdf,True,ind_prs21022018.pdf
SHOPERSTOP,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SHREECEM,2014-01-01,,snapshot_floor,,,True,
SHRIRAMCIT,2014-01-01,2022-08-08,snapshot_floor,,closed by ind_prs11072022.pdf,True,ind_prs11072022.pdf
SHRIRAMFIN,2014-01-01,,snapshot_floor,,,True,
SHTV,2014-01-01,2021-09-30,snapshot_floor,,closed by ind_prs23082021.pdf,True,ind_prs23082021.pdf
SIEMENS,2014-01-01,,snapshot_floor,,,True,
SIMPLEXINF,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SINTEX,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SITINET,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SJVN,2014-01-01,,snapshot_floor,,,True,
SKFINDIA,2014-01-01,2025-12-31,snapshot_floor,,closed by ind_prs11122025.pdf,True,ind_prs11122025.pdf
SMLISUZU,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
SNOWMAN,2014-01-01,2018-04-02,snapshot_floor,,closed by ind_prs21022018.pdf,True,ind_prs21022018.pdf
SOBHA,2014-01-01,,snapshot_floor,,,True,
SOLARINDS,2014-01-01,,snapshot_floor,,,True,
SOMANYCERA,2014-01-01,2018-04-02,snapshot_floor,,closed by ind_prs21022018.pdf,True,ind_prs21022018.pdf
SONATSOFTW,2014-01-01,,snapshot_floor,,,True,
SOUTHBANK,2014-01-01,2021-03-31,snapshot_floor,,closed by ind_prs23022021.pdf,True,ind_prs23022021.pdf
SREINFRA,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
SRF,2014-01-01,,snapshot_floor,,,True,
STAR,2014-01-01,2018-02-05,snapshot_floor,,closed by ind_prs08012018.pdf,True,ind_prs08012018.pdf
STCINDIA,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
STLTECH,2014-01-01,2024-09-30,snapshot_floor,,closed by ind_prs23082024.pdf,True,ind_prs23082024.pdf
STRTECH,2014-01-01,2016-01-18,snapshot_floor,,closed by ind_prs11012016.pdf,True,ind_prs11012016.pdf
SUNDARMFIN,2014-01-01,2017-11-13,snapshot_floor,,closed by ind_prs03112017.pdf,True,ind_prs03112017.pdf
SUNDRMFAST,2014-01-01,2025-03-28,snapshot_floor,,closed by ind_prs21022025.pdf,True,ind_prs21022025.pdf
SUNPHARMA,2014-01-01,,snapshot_floor,,,True,
SUNTECK,2014-01-01,2024-09-30,snapshot_floor,,closed by ind_prs23082024.pdf,True,ind_prs23082024.pdf
SUNTV,2014-01-01,,snapshot_floor,,,True,
SUPRAJIT,2014-01-01,2017-03-31,snapshot_floor,,closed by ind_prs16022017.pdf,True,ind_prs16022017.pdf
SUPREMEIND,2014-01-01,,snapshot_floor,,,True,
SUZLON,2014-01-01,,snapshot_floor,,,True,
SWANCORP,2014-01-01,,snapshot_floor,,,True,
SWANENERGY,2014-01-01,2021-09-30,snapshot_floor,,closed by ind_prs15092021.pdf,True,ind_prs15092021.pdf
SYNDIBANK,2014-01-01,2019-12-27,snapshot_floor,,closed by ind_prs16122019.pdf,True,ind_prs16122019.pdf
SYNGENE,2014-01-01,,snapshot_floor,,,True,
TAKE,2014-01-01,2020-09-25,snapshot_floor,,closed by ind_prs20082020.pdf,True,ind_prs20082020.pdf
TATACHEM,2014-01-01,2019-12-27,snapshot_floor,,closed by ind_prs16122019.pdf,True,ind_prs16122019.pdf
TATACOFFEE,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
TATACOMM,2014-01-01,2018-06-29,snapshot_floor,,closed by ind_prs24052018.pdf,True,ind_prs24052018.pdf
TATACONSUM,2014-01-01,,snapshot_floor,,,True,
TATAELXSI,2014-01-01,,snapshot_floor,,,True,
TATAPOWER,2014-01-01,,snapshot_floor,,,True,
TATASPONGE,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
TATASTEEL,2014-01-01,,snapshot_floor,,,True,
TCI,2014-01-01,2016-04-29,snapshot_floor,,closed by ind_prs22042016.pdf,True,ind_prs22042016.pdf
TCS,2014-01-01,,snapshot_floor,,,True,
TECHM,2014-01-01,,snapshot_floor,,,True,
TECHNO,2014-01-01,2018-08-08,snapshot_floor,,closed by ind_prs01082018.pdf,True,ind_prs01082018.pdf
TEXRAIL,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
THERMAX,2014-01-01,,snapshot_floor,,,True,
THOMASCOOK,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs17092019.pdf,True,ind_prs17092019.pdf
TIDEWATER,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
TIMKEN,2014-01-01,,snapshot_floor,,,True,
TITAN,2014-01-01,,snapshot_floor,,,True,
TMPV,2014-01-01,,snapshot_floor,,,True,
TNPL,2014-01-01,2019-09-27,snapshot_floor,,closed by ind_prs28082019.pdf,True,ind_prs28082019.pdf
TORNTPHARM,2014-01-01,,snapshot_floor,,,True,
TORNTPOWER,2014-01-01,,snapshot_floor,,,True,
TRENT,2014-01-01,,snapshot_floor,,,True,
TRITURBINE,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
TTKPRESTIG,2014-01-01,2024-03-28,snapshot_floor,,closed by ind_prs28022024.pdf,True,ind_prs28022024.pdf
TUBEINVEST,2014-01-01,2017-05-26,snapshot_floor,,closed by ind_prs27042017.pdf,True,ind_prs27042017.pdf
TV18BRDCST,2014-01-01,2024-10-16,snapshot_floor,,closed by ind_prs10102024.pdf,True,ind_prs10102024.pdf
TVSMOTOR,2014-01-01,,snapshot_floor,,,True,
TVSSRICHAK,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
UBL,2014-01-01,,snapshot_floor,,,True,
UCOBANK,2014-01-01,2022-09-30,snapshot_floor,,closed by ind_prs01092022.pdf,True,ind_prs01092022.pdf
UFLEX,2014-01-01,2023-09-29,snapshot_floor,,closed by ind_prs17082023.pdf,True,ind_prs17082023.pdf
ULTRACEMCO,2014-01-01,,snapshot_floor,,,True,
UNICHEMLAB,2014-01-01,2019-03-29,snapshot_floor,,closed by ind_prs25022019.pdf,True,ind_prs25022019.pdf
UNIONBANK,2014-01-01,,snapshot_floor,,,True,
UNITDSPR,2014-01-01,,snapshot_floor,,,True,
UNITECH,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
UPL,2014-01-01,,snapshot_floor,,,True,
VAKRANGEE,2014-01-01,2022-09-30,snapshot_floor,,closed by ind_prs01092022.pdf,True,ind_prs01092022.pdf
VEDL,2014-01-01,2020-07-31,snapshot_floor,,closed by ind_prs02072020_1.pdf,True,ind_prs02072020_1.pdf
VGUARD,2014-01-01,2026-03-30,snapshot_floor,,closed by ind_prs23022026.pdf,True,ind_prs23022026.pdf
VIJAYABANK,2014-01-01,2019-01-28,snapshot_floor,,closed by ind_prs21012019.pdf,True,ind_prs21012019.pdf
VIPIND,2014-01-01,2025-03-28,snapshot_floor,,closed by ind_prs21022025.pdf,True,ind_prs21022025.pdf
VOLTAS,2014-01-01,,snapshot_floor,,,True,
VSTIND,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
VTL,2014-01-01,,snapshot_floor,,,True,
WELSPUNLIV,2014-01-01,,snapshot_floor,,,True,
WHIRLPOOL,2014-01-01,,snapshot_floor,,,True,
WIPRO,2014-01-01,,snapshot_floor,,,True,
WOCKPHARMA,2014-01-01,2023-03-31,snapshot_floor,,closed by ind_prs17022023_1.pdf,True,ind_prs17022023_1.pdf
WONDERLA,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
YESBANK,2014-01-01,2020-03-19,snapshot_floor,,closed by ind_prs16032020.pdf,True,ind_prs16032020.pdf
ZEEL,2014-01-01,,snapshot_floor,,,True,
ZEELEARN,2014-01-01,2018-09-28,snapshot_floor,,closed by ind_prs28082018.pdf,True,ind_prs28082018.pdf
ZENSARTECH,2014-01-01,2018-04-02,snapshot_floor,,closed by ind_prs21022018.pdf,True,ind_prs21022018.pdf
ZFCVINDIA,2014-01-01,,snapshot_floor,,,True,
ZYDUSLIFE,2014-01-01,,snapshot_floor,,,True,
ZYDUSWELL,2014-01-01,2017-09-29,snapshot_floor,,closed by ind_prs28082017.pdf,True,ind_prs28082017.pdf
ADLABS,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs24082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
CAMLINFINE,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
IL&FSENGG,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
METALFORGE,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
RICOAUTO,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
SITICABLE,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
SRIPIPES,2015-09-28,2015-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
STRTECH,2017-03-31,2017-09-30,press_release,https://niftyindices.com/Press_Release/ind_prs16022017.pdf,"inferred-exclude: not in NSE current snapshot, no PR found (closed at next semi-annual review)",True,
