event_id,security_id,formation_date,symbol,event_ex_date,formation_timestamp,economic_legs_in_window,equity_ex_date_in_window,entitlement_legs_in_window,missing_required_legs,information_available_by_formation,formation_safe,unsafe_reason
CA_52dafdfb28d9f35d7326,NSE_444C594AB9B7,2019-09-30,BRITANNIA,2019-08-22,2019-10-01T00:00:00+05:30,1,True,BONUS_DEBENTURE=false,BONUS_DEBENTURE,False,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_52dafdfb28d9f35d7326,NSE_444C594AB9B7,2019-10-31,BRITANNIA,2019-08-22,2019-11-01T00:00:00+05:30,1,True,BONUS_DEBENTURE=false,BONUS_DEBENTURE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_52dafdfb28d9f35d7326,NSE_444C594AB9B7,2020-08-31,BRITANNIA,2019-08-22,2020-09-01T00:00:00+05:30,1,False,BONUS_DEBENTURE=true,EQUITY_EX_DATE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_52dafdfb28d9f35d7326,NSE_444C594AB9B7,2020-09-30,BRITANNIA,2019-08-22,2020-10-01T00:00:00+05:30,1,False,BONUS_DEBENTURE=true,EQUITY_EX_DATE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_9d29c825ee80b650567a,NSE_444C594AB9B7,2021-06-30,BRITANNIA,2021-05-25,2021-07-01T00:00:00+05:30,1,True,BONUS_DEBENTURE=false,BONUS_DEBENTURE,False,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_9d29c825ee80b650567a,NSE_444C594AB9B7,2021-07-30,BRITANNIA,2021-05-25,2021-07-31T00:00:00+05:30,1,True,BONUS_DEBENTURE=false,BONUS_DEBENTURE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_9d29c825ee80b650567a,NSE_444C594AB9B7,2022-05-31,BRITANNIA,2021-05-25,2022-06-01T00:00:00+05:30,1,False,BONUS_DEBENTURE=true,EQUITY_EX_DATE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
CA_9d29c825ee80b650567a,NSE_444C594AB9B7,2022-06-30,BRITANNIA,2021-05-25,2022-07-01T00:00:00+05:30,1,False,BONUS_DEBENTURE=true,EQUITY_EX_DATE,True,False,PARTIAL_ECONOMIC_EVENT_IN_WINDOW
