event_id,security_id,symbol,series,ex_date,primary_class,purpose_normalized,source_file,repair_status,parsed_amount_or_ratio,membership_status,identity_candidate_count,identity_mapping_method,treatment_reviewed_for_in_universe_event,accepted_status,accepted_evidence,previous_close,ex_date_close,calculated_price_return,application_status,application_reason,cash_effect,share_effect,entitlement_effect,calculated_total_return
CA_fb90fa9dfd5bf26feda9,NSE_D495CF61024C,SHARONBIO,EQ,2013-01-03,DIVIDEND,DIVIDEND OF RS 1.80/- PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,1.8,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_95931a276be9d2101202,NSE_E23C017F1051,VISESHINFO,EQ,2013-01-03,SPLIT,FACE VALUE SPLIT FROM RS 10 TO RE 1,corporate_actions_20130101_20130131.json,UNCHANGED,10.0:1.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_6abe1584a7d22d263f6d,NSE_40FBDF32DB5C,NELCO,EQ,2013-01-04,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RE 0.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,0.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_d4d74757b017afa68416,NSE_8212B1829EDC,TATASTLBSL,EQ,2013-01-15,RIGHTS,RIGHT ISSUE 1:15 @ PREMIUM OF RS 333 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,438.85,429.05,-0.02233109262846078,RETURN_UNAVAILABLE_EXPLICIT,TREATMENT_NOT_ACCEPTED,0.0,1.0,0.0,
CA_36d67287e688d008e144,NSE_6E385AB3FF62,SIEMENS,EQ,2013-01-16,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND RS. 6/- PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,661.15,655.2,-0.008999470619375227,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,7.562580352415971e-05
CA_e87f936181b83d4705c5,NSE_B290E9D77A5B,CHEMFALKAL,EQ,2013-01-17,DIVIDEND,INTERIM DIVIDEND RS.5.00 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,5.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_e3da126110c8c8bbd2c9,NSE_D3E18AD37B1B,MPHASIS,EQ,2013-01-17,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS.17 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,17.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,399.85,383.45,-0.04101538076778799,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,17.0,1.0,0.0,0.0015005627110165065
CA_169a18fbdb1c29fec692,NSE_512CE7D98A26,RSSOFTWARE,EQ,2013-01-17,DIVIDEND,INTERIM DIVIDEND RS.1.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,1.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_6dab62d1e6f40d8645eb,NSE_E50226C18398,HCLTECH,EQ,2013-01-21,DIVIDEND,INTERIM DIVIDEND OF RS 2/- PER EQUITY SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,2.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,705.65,715.2,0.01353362148373849,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.016367887763055533
CA_156592eab824e87f5d94,NSE_9A148867D142,VARUNSHIP,EQ,2013-01-22,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RE 0.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,0.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_fe781f1f133dbafff7b7,NSE_5E4BFA7651A2,AJRINFRA,EQ,2013-01-23,BONUS,BONUS 1:34,corporate_actions_20130101_20130131.json,UNCHANGED,1.0:34.0,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,14.1,13.9,-0.014184397163120477,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.0,1.0294117647058822,0.0,0.014810179390905232
CA_35a75905293ed2db2f88,NSE_F495F6B08158,BAJAJCON,EQ,2013-01-23,DIVIDEND,INTERIM DIVIDEND RS 6.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,6.5,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,249.75,243.3,-0.02582582582582582,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.5,1.0,0.0,0.00020020020020017348
CA_556d087774c4d45e1d2b,NSE_509E811DE5D8,BAJFINANCE,EQ,2013-01-23,RIGHTS,RIGHTS 3:19 @ PREMIUM RS 1090 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,1389.55,1320.1,-0.049980209420316,RETURN_UNAVAILABLE_EXPLICIT,TREATMENT_NOT_ACCEPTED,0.0,1.0,0.0,
CA_c551b010ee7c1e9c4335,NSE_EA1AF0D86D36,OIL,EQ,2013-01-23,DIVIDEND,INTERIM DIVIDEND RS 11 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,11.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,560.45,534.85,-0.04567758051565707,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,11.0,1.0,0.0,-0.02605049513783575
CA_5aefa53b9f8637711f1f,NSE_DBD0EB2724E0,TCS,EQ,2013-01-23,DIVIDEND,INTERIM DIVIDEND 3 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,3.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,1317.5,1311.95,-0.004212523719165029,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,-0.001935483870967758
CA_7217aea1922720247e28,NSE_DE589954B694,WALCHANNAG,EQ,2013-01-23,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND RE 1 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,1.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_64a501839d18daa25079,NSE_060294DF8B9D,WIPRO,EQ,2013-01-23,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,2.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,398.75,401.75,0.007523510971786829,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.012539184952978122
CA_4d9ff6dab744e991e5ed,NSE_23626880CE03,20MICRONS,EQ,2013-01-28,SPLIT,FACE VALUE SPLIT RS 10 TO RS 5,corporate_actions_20130101_20130131.json,UNCHANGED,,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_8e3e1385a2b517142ae1,NSE_C018B89345AE,SUNTV,EQ,2013-01-28,DIVIDEND,INTERIM DIVIDEND RS 2.50 PER SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,2.5,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,444.9,455.95,0.024837042031917278,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.5,1.0,0.0,0.030456282310631577
CA_40f22d17baf1cacdbe3a,NSE_ED3DAAB833BE,SUPREMEIND,EQ,2013-01-28,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,2.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,304.15,307.05,0.009534769028439971,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.016110471806674465
CA_7177d3e3c42bdcf8a813,NSE_64F9D3F9FC06,BEL,EQ,2013-01-30,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,1283.3,1273.1,-0.007948258396322072,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,-0.003272812280838533
CA_1c48089ce6ead58a39ad,NSE_0624EEB65D30,CHOLAFIN,EQ,2013-01-30,DIVIDEND,INTERIM DIVIDEND RS 2.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,2.5,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,277.85,282.7,0.017455461579989118,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.5,1.0,0.0,0.026453122188230926
CA_563a0e274bbdbb5c1dfa,NSE_2562C82A6AA3,DBCORP,EQ,2013-01-30,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,2.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,244.9,247.2,0.009391588403429907,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.01755818701510803
CA_480b41e872be535644e4,NSE_52D80E55D653,MRF,EQ,2013-01-30,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 19 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,19.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,13060.5,13098.75,0.002928678075111879,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,19.0,1.0,0.0,0.004383446269285329
CA_8987082f7d4d1ac6a8c1,NSE_B1E9367C5B99,APTECHT,EQ,2013-01-31,DIVIDEND,INTERIM DIVIDEND RS 1.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,1.5,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,58.8,58.3,-0.008503401360544172,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.5,1.0,0.0,0.017006802721088343
CA_76e8cdf205816a1b391e,NSE_B46CD836B94A,AUTOAXLES,EQ,2013-01-31,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,10.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,370.8,358.0,-0.034519956850053934,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,10.0,1.0,0.0,-0.007551240560949357
CA_52c734124bdf664b7aac,NSE_5C9D4FE8FB14,BAJAJHIND,EQ,2013-01-31,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RE 0.10 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,0.1,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,22.95,23.4,0.019607843137254832,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.1,1.0,0.0,0.023965141612200425
CA_e5df0251ef77c469ff7b,NSE_B0F020774F39,DHANI,EQ,2013-01-31,DIVIDEND,2ND INTERIM DIVIDEND RE 1 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,1.0,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,12.45,11.3,-0.09236947791164651,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.0,1.0,0.0,-0.012048192771084265
CA_e0b7b4f0e649c4c72265,NSE_4B14EC12037B,PERSISTENT,EQ,2013-01-31,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130101_20130131.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,559.4,553.65,-0.010278870218090819,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,0.00044690740078645597
CA_d317309f25adfb792c71,NSE_85CF7E9A67D8,RBL,EQ,2013-01-31,DIVIDEND,INTERIM DIVIDEND 2 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,2.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_c2a5c129197690a7962f,NSE_6FF1F0C4227D,RML,EQ,2013-01-31,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,2.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_1f778ba0e4b4282a1bb0,NSE_BE55CCA75701,SANDESH,EQ,2013-01-31,BUYBACK,BUYBACK- TENDER OFFER,corporate_actions_20130101_20130131.json,UNCHANGED,,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_d639b8ef64a61d265025,NSE_328A23F1543C,ZENSARTECH,EQ,2013-01-31,DIVIDEND,INTERIM DIVIDEND RS 3.50 PER SHARE,corporate_actions_20130101_20130131.json,UNCHANGED,3.5,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,253.6,253.65,0.00019716088328070036,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.5,1.0,0.0,0.013998422712933722
CA_37d665395c0307077940,NSE_849F12483618,GANDHITUBE,EQ,2013-02-01,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,6.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_9e1a26a5ce537af2c3ca,NSE_45893CEBA99F,INDIABULLS,EQ,2013-02-01,DIVIDEND,INTERIM DIVIDEND RS 5.50 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,5.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_f461baf28f4ff0f7ae07,NSE_9A457ED100B6,KANANIIND,EQ,2013-02-01,BONUS,BONUS 1:10,corporate_actions_20130201_20130228.json,UNCHANGED,1.0:10.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_6109bd30ea057387b615,NSE_B7616A734F2C,TCI,EQ,2013-02-01,DIVIDEND,INTERIM DIVIDEND RE 0.40 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,0.4,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,71.85,70.65,-0.01670146137787043,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.4,1.0,0.0,-0.011134307585246805
CA_9601f793963a30e39e55,NSE_9B0B508C6670,TORNTPHARM,EQ,2013-02-01,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,700.15,694.6,-0.007926872812968555,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,0.0006427194172677897
CA_be5210fbe90be2566430,NSE_A0B24A4AF66C,BANARBEADS,EQ,2013-02-04,DIVIDEND,INTERIM DIVIDEND RS 2.50 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,2.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_b0010bb9c829183b85a8,NSE_F96D3907BEE7,IIFL,EQ,2013-02-04,DIVIDEND,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,3.0,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,84.15,82.0,-0.025549613784907943,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,0.010101010101009944
CA_1d29f84c65efdbe2888c,NSE_68382625CD29,PFC,EQ,2013-02-04,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,207.3,214.65,0.0354558610709117,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,0.06439942112879882
CA_266c769be12d81c13036,NSE_F24EF99FB1C3,BHEL,EQ,2013-02-05,DIVIDEND,INTERIM DIVIDEND RS 2.12 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,2.12,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,219.05,211.4,-0.03492353343985399,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.12,1.0,0.0,-0.025245377767632915
CA_ef45ca02981fdfc40fa7,,BIRLANU,EQ,2013-02-05,DIVIDEND,INTERIM DIVIDEND RS 7.50 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,7.5,NOT_SIGNAL_RELEVANT,0,UNRESOLVED,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_d908b547bc9d88bd53a7,NSE_F44F530FA95B,EIDPARRY,EQ,2013-02-05,DIVIDEND,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,6.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,179.75,171.25,-0.04728789986091797,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,-0.013908205841446475
CA_9939c5c249d325856e50,NSE_37C0ED065CD5,EDELWEISS,EQ,2013-02-06,DIVIDEND,INTERIM DIVIDEND RE 0.55 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,0.55,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,33.3,33.15,-0.0045045045045044585,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.55,1.0,0.0,0.012012012012011963
CA_3ab503d0c26cfb24b5c7,NSE_4309153DC71A,GRAVITA,EQ,2013-02-06,DIVIDEND,INTERIM DIVIDEND RE 0.30 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,0.3,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_c89cc62dfb9770594e53,NSE_204B9B7CCD56,SIGNETIND,EQ,2013-02-06,DIVIDEND,INTERIM DIVIDEND @ 12% ON EQUITY SHARES.,corporate_actions_20130201_20130228.json,UNCHANGED,12.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_43f348f09c150261b229,NSE_4FD30BCE01EE,TVSMOTOR,EQ,2013-02-06,DIVIDEND,INTERIM DIVIDEND RE 0.60 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,0.6,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,41.2,41.15,-0.0012135922330097637,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.6,1.0,0.0,0.013349514563106624
CA_de8f6c5161d13862dfc0,NSE_C43FB1E82A75,63MOONS,EQ,2013-02-07,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,2.0,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,1108.1,1075.0,-0.02987095027524589,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,-0.028066059019943967
CA_0af62c45e72b0d24a981,NSE_A70C90104344,GODREJCP,EQ,2013-02-07,DIVIDEND,INTERIM DIVIDEND RE 1 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,1.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,745.0,740.9,-0.005503355704698065,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.0,1.0,0.0,-0.0041610738255033475
CA_fb37236638e09436232c,NSE_50647847C4A3,LGBBROSLTD,EQ,2013-02-07,DIVIDEND,INTERIM DIVIDEND RS.5.50 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,5.5,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,245.65,242.15,-0.014247913698351322,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,5.5,1.0,0.0,0.008141664970486406
CA_9acbfb13c216b9e0e6de,NSE_59B32B5BA759,TIRUMALCHM,EQ,2013-02-07,DIVIDEND,INTERIM DIVIDEND RS 5 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,5.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_f1e9109c5229a408fd68,NSE_7F5FCD20BA56,AVTNPL,EQ,2013-02-08,DIVIDEND,INTERIM DIVIDEND RE 0.50 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,0.5,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_80900ba365ee7cec9be0,NSE_6835A4E7227D,GFLLIMITED,EQ,2013-02-08,DIVIDEND,INTERIM DIVIDEND RS 1.50 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,1.5,PRE_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,283.3,271.6,-0.04129897635015878,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.5,1.0,0.0,-0.03600423579244616
CA_5e0e246263a5c98cc193,NSE_F7F0978600C5,RECLTD,EQ,2013-02-08,DIVIDEND,INTERIM DIVIDEND RS 6.75 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,6.75,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,251.65,242.8,-0.035167891913371774,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.75,1.0,0.0,-0.008344923504867818
CA_1967ec78eda9992f9cd4,NSE_E3FDEBF01847,SURYAROSNI,EQ,2013-02-08,DIVIDEND,2ND INTERIM DIVIDEND RE 1 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,1.0,NOT_SIGNAL_RELEVANT,1,DATED_ALIAS,False,,,,,,NOT_SIGNAL_RELEVANT,NO_RELEVANT_DATED_SECURITY,0.0,1.0,0.0,
CA_bddd9a0463d98aae46a9,NSE_6B14B0471978,AARTIDRUGS,EQ,2013-02-11,DIVIDEND,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,3.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,218.75,223.0,0.01942857142857135,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,0.03314285714285714
CA_825c38cba1479be0479e,NSE_81E1BA306A07,AARTIIND,EQ,2013-02-11,DIVIDEND,INTERIM DIVIDEND RE 1.25 PER SHARE (PURPOSE REVISED),corporate_actions_20130201_20130228.json,UNCHANGED,1.25,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,91.0,89.85,-0.012637362637362703,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.25,1.0,0.0,0.001098901098901095
CA_9fa2869f33b5d1eda92f,NSE_7271BD099C26,ASHOKA,EQ,2013-02-11,DIVIDEND,INTERIM DIVIDEND RS 2 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,2.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,219.8,228.8,0.04094631483166511,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.05004549590536844
CA_3851efca9cd3980e609e,NSE_43B066CA6C77,CONCOR,EQ,2013-02-11,DIVIDEND,INTERIM DIVIDEND RS 8 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,8.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,962.75,970.0,0.007530511555440045,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,8.0,1.0,0.0,0.015840041547650063
CA_6af0a768bb2c7d62e28b,NSE_BAEF1893624D,CUMMINSIND,EQ,2013-02-11,DIVIDEND,INTERIM DIVIDEND RS 5 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,5.0,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,508.85,504.25,-0.00903999213913731,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,5.0,1.0,0.0,0.0007860862729685003
CA_438c7246a9ad9aa3092e,NSE_57BC5308EED3,GREAVESCOT,EQ,2013-02-11,DIVIDEND,3RD INTERIM DIVIDEND RE 0.40 PER SHARE,corporate_actions_20130201_20130228.json,UNCHANGED,0.4,PRE_MEMBERSHIP,1,DATED_ALIAS,False,,,78.6,76.45,-0.027353689567429895,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.4,1.0,0.0,-0.022264631043256822
