formation_date,security_id,published_symbol,signal_exclusion_reason,additional_exclusion_reasons,complete_lookback_months
2018-09-28,NSE_F96D3907BEE7,IIFL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_16BD845CA93B,RNAM,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_1EDC5AB6BDE5,GAYAPROJ,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2018-10-31,NSE_4495A778EB6C,GALAXYSURF,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-10-31,NSE_4885044E479D,NIACL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2018-10-31,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_7663F81C7334,HDFCLIFE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_989FE84D8C37,HAL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2018-10-31,NSE_9B0BB2C2D564,TIINDIA,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_AFFB9705212D,BANDHANBNK,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2018-10-31,NSE_CA1A054ED475,ASTERDM,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-10-31,NSE_D33E443DE34A,SUNDARMFIN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_E17095DD806F,MAHLOG,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-10-31,NSE_E8595461AB42,BDL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2018-10-31,NSE_E987DDA51421,FRETAIL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-11-30,NSE_1EDC5AB6BDE5,GAYAPROJ,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-11-30,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2018-11-30,NSE_4495A778EB6C,GALAXYSURF,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2018-11-30,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2018-11-30,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-11-30,NSE_989FE84D8C37,HAL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-11-30,NSE_AFFB9705212D,BANDHANBNK,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-11-30,NSE_CA1A054ED475,ASTERDM,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2018-11-30,NSE_D33E443DE34A,SUNDARMFIN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-11-30,NSE_E8595461AB42,BDL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-12-31,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2018-12-31,NSE_1EDC5AB6BDE5,GAYAPROJ,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-12-31,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-12-31,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2018-12-31,NSE_4495A778EB6C,GALAXYSURF,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2018-12-31,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2018-12-31,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-12-31,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2018-12-31,NSE_989FE84D8C37,HAL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2018-12-31,NSE_AFFB9705212D,BANDHANBNK,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2018-12-31,NSE_CA1A054ED475,ASTERDM,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2018-12-31,NSE_D33E443DE34A,SUNDARMFIN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2018-12-31,NSE_E8595461AB42,BDL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-01-31,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-01-31,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-01-31,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-01-31,NSE_4495A778EB6C,GALAXYSURF,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-01-31,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-01-31,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-01-31,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-01-31,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-01-31,NSE_989FE84D8C37,HAL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-01-31,NSE_AFFB9705212D,BANDHANBNK,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-01-31,NSE_CA1A054ED475,ASTERDM,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-01-31,NSE_D33E443DE34A,SUNDARMFIN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-01-31,NSE_E8595461AB42,BDL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-02-28,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-02-28,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-02-28,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-02-28,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-02-28,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-02-28,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-02-28,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-02-28,NSE_989FE84D8C37,HAL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-02-28,NSE_AFFB9705212D,BANDHANBNK,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-02-28,NSE_E8595461AB42,BDL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-03-29,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-03-29,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-03-29,NSE_1B43303A9FAD,INDOSTAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-03-29,NSE_2A0ECB1CAF9E,ORIENTELEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-03-29,NSE_38B591471B4F,ISEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-03-29,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-03-29,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-03-29,NSE_4AFBC5E81D2E,LEMONTREE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-03-29,NSE_72AFBEE07E5D,STAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-03-29,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-03-29,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-03-29,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-03-29,NSE_B1D2A8B04E95,FINEORG,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-03-29,NSE_B41F7AA07AC7,HDFCAMC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-03-29,NSE_F07C9B82EB42,TCNSBRANDS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-03-29,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-04-30,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-04-30,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-04-30,NSE_1B43303A9FAD,INDOSTAR,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-04-30,NSE_2A0ECB1CAF9E,ORIENTELEC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-04-30,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-04-30,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-04-30,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-04-30,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-04-30,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-04-30,NSE_B1D2A8B04E95,FINEORG,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-04-30,NSE_B41F7AA07AC7,HDFCAMC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-04-30,NSE_F07C9B82EB42,TCNSBRANDS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-04-30,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-05-31,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-05-31,NSE_14A636C8E6CC,ADANIGREEN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-05-31,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-05-31,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-05-31,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-05-31,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-05-31,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-05-31,NSE_B1D2A8B04E95,FINEORG,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-05-31,NSE_B41F7AA07AC7,HDFCAMC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-05-31,NSE_F07C9B82EB42,TCNSBRANDS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-05-31,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-06-28,NSE_38CADF4DAE15,VARROC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-06-28,NSE_88F316E09646,RITES,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-06-28,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_B1D2A8B04E95,FINEORG,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_B41F7AA07AC7,HDFCAMC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-06-28,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,3.0
2019-06-28,NSE_CE1B55B0FE79,DALBHARAT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-06-28,NSE_F07C9B82EB42,TCNSBRANDS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-06-28,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-07-31,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-07-31,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-07-31,NSE_892691D726B4,CREDITACC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-07-31,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-07-31,NSE_B41F7AA07AC7,HDFCAMC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-07-31,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-07-31,NSE_CE1B55B0FE79,DALBHARAT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-07-31,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-08-30,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-08-30,NSE_3F905739D72F,IRCON,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-08-30,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-08-30,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-08-30,NSE_CE1B55B0FE79,DALBHARAT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-08-30,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-09-30,NSE_0F5D12813238,AAVAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-09-30,NSE_2E6044362252,POLYCAB,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-09-30,NSE_444C594AB9B7,BRITANNIA,BRITANNIA_BONUS_DEBENTURE_PARTIAL_WINDOW,MONTHLY_RETURN_HISTORY_INCOMPLETE;BRITANNIA_BONUS_DEBENTURE_PARTIAL_WINDOW,10.0
2019-09-30,NSE_64BF9F3DBA41,BSOFT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-09-30,NSE_6BCEC6E04CC0,KPITTECH,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-09-30,NSE_806A916D3197,ARVINDFASN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-09-30,NSE_969AA315029E,ADANIGAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-09-30,NSE_9FB7052822E7,CESC,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-09-30,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-09-30,NSE_C91869243FA4,TECHNOE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-09-30,NSE_CE1B55B0FE79,DALBHARAT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-09-30,NSE_D49044EAC01A,METROPOLIS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-09-30,NSE_E3E1AC8435EA,RVNL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,4.0
2019-09-30,NSE_F10717A1FD65,COX&KINGS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-09-30,NSE_F96D3907BEE7,IIFL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-10-31,NSE_2E6044362252,POLYCAB,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-10-31,NSE_444C594AB9B7,BRITANNIA,BRITANNIA_BONUS_DEBENTURE_PARTIAL_WINDOW,MONTHLY_RETURN_HISTORY_INCOMPLETE;BRITANNIA_BONUS_DEBENTURE_PARTIAL_WINDOW,10.0
2019-10-31,NSE_64BF9F3DBA41,BSOFT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-10-31,NSE_6BCEC6E04CC0,KPITTECH,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-10-31,NSE_806A916D3197,ARVINDFASN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-10-31,NSE_969AA315029E,ADANIGAS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-10-31,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-10-31,NSE_C91869243FA4,TECHNOE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,9.0
2019-10-31,NSE_CE1B55B0FE79,DALBHARAT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-10-31,NSE_D49044EAC01A,METROPOLIS,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-10-31,NSE_E3E1AC8435EA,RVNL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,5.0
2019-10-31,NSE_F96D3907BEE7,IIFL,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-11-29,NSE_2E6044362252,POLYCAB,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-11-29,NSE_444C594AB9B7,BRITANNIA,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-11-29,NSE_64BF9F3DBA41,BSOFT,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
2019-11-29,NSE_6BCEC6E04CC0,KPITTECH,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,6.0
2019-11-29,NSE_806A916D3197,ARVINDFASN,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,7.0
2019-11-29,NSE_C617F8AD6C46,CHALET,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,8.0
2019-11-29,NSE_C91869243FA4,TECHNOE,MONTHLY_RETURN_HISTORY_INCOMPLETE,MONTHLY_RETURN_HISTORY_INCOMPLETE,10.0
