event_id,security_id,event_date,affected_monthly_feature,formation_date,membership_at_formation,final_signal_availability_changed,otherwise_eligible_except_event,would_otherwise_be_winner,required_event_month_return_to_win,event_reason
CA_d4d74757b017afa68416,NSE_8212B1829EDC,2013-01-15,2013-01,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_556d087774c4d45e1d2b,NSE_509E811DE5D8,2013-01-23,2013-01,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_2aeea12f45950f5d73f2,NSE_F9F670EF6794,2013-02-15,2013-02,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_f4fc609caff6cf3e9608,NSE_57BCD151AF77,2013-02-15,2013-02,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_bf7b5803b168dc67168d,NSE_7110B3E95EA1,2013-03-21,2013-03,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_58f43283502dc6785fef,NSE_060294DF8B9D,2013-04-09,2013-04,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_edc08b450e023942bc68,NSE_EF0E9934D1DE,2013-04-17,2013-04,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_4a5f83169b2846a3e4b6,NSE_4723627B4BA6,2013-05-15,2013-05,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_ea39612437ecb463784b,NSE_EF0E9934D1DE,2013-06-21,2013-06,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_5056c436816c80ce2704,NSE_AF3172BFD228,2013-06-26,2013-06,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_88133d36dbe6dc8d9404,NSE_7271BD099C26,2013-07-03,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_06497a156b3a612c46f4,NSE_66EF9E74F5E3,2013-07-16,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_a459dbd932929024acda,NSE_3E5680388E4E,2013-07-17,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_62527c5d757a946b5cd4,NSE_0C54BB903E03,2013-07-18,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_4fcd56556358610beca6,NSE_502982CDBAAD,2013-07-26,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_92f7e3db048f0f14e3b4,NSE_18632E719904,2013-07-30,2013-07,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_71d41301316dc5419d84,NSE_4CD9919938EF,2013-08-19,2013-08,,False,False,False,NO_APPLICABLE_FORMATION,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_b0f04524e8253a77dc4d,NSE_E5CCB4E0101D,2013-08-19,2013-08,,False,False,False,NO_APPLICABLE_FORMATION,,TREATMENT_NOT_ACCEPTED
CA_861a50d01604fad49369,NSE_1846247E74B4,2013-08-29,2013-08,,False,False,False,NO_APPLICABLE_FORMATION,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_5618f440ea0037b0bd5a,NSE_8407496D15F8,2013-09-05,2013-09,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_8eb472a330ec170f7b1d,NSE_E7891F352261,2013-09-19,2013-09,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_e5598f8d745f586b4573,NSE_9B4AC7DEFB0B,2013-09-19,2013-09,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_c0367514c7cc21c72f42,NSE_3FA872F937F6,2013-11-01,2013-11,2014-08-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.5727736001409522,TREATMENT_NOT_ACCEPTED
CA_c0367514c7cc21c72f42,NSE_3FA872F937F6,2013-11-01,2013-11,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.5269191591915647,TREATMENT_NOT_ACCEPTED
CA_c0367514c7cc21c72f42,NSE_3FA872F937F6,2013-11-01,2013-11,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.9109695624289484,TREATMENT_NOT_ACCEPTED
CA_da358b5ba768a8db9eb1,NSE_8EE3E878FAE5,2013-11-15,2013-11,2014-08-28,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_da358b5ba768a8db9eb1,NSE_8EE3E878FAE5,2013-11-15,2013-11,2014-09-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_da358b5ba768a8db9eb1,NSE_8EE3E878FAE5,2013-11-15,2013-11,2014-10-31,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,MARKET_OR_PREVIOUS_SESSION_UNAVAILABLE
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6244256671519894,TREATMENT_NOT_ACCEPTED
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.4757463338504202,TREATMENT_NOT_ACCEPTED
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5242799180578204,TREATMENT_NOT_ACCEPTED
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5195279904532153,TREATMENT_NOT_ACCEPTED
CA_943bf15d9518ab3239fe,NSE_AE2862139B09,2014-02-13,2014-02,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6908371130484281,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.49504028694921387,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6730152761131427,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5055445013216429,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.5330099586719967,TREATMENT_NOT_ACCEPTED
CA_f8990b3551e9950dca04,NSE_DD6A0E2BA440,2014-02-18,2014-02,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.5774358727963262,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2014-08-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.45629446276872,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.6033563658990015,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.3593721518983553,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.0556196079916633,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.9731399131761314,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.962714990290338,TREATMENT_NOT_ACCEPTED
CA_2a13e69ce26f43736219,NSE_0144F0CB1BA0,2014-03-03,2014-03,2015-02-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.0359059446343841,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2014-08-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6283768623792856,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6406955699145189,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.7812475899445459,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.8530745793588732,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.1691205511141303,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.838268000057645,TREATMENT_NOT_ACCEPTED
CA_8274f48d00b93a70bd00,NSE_938AB0376CFC,2014-03-13,2014-03,2015-02-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5210388414606357,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2014-08-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.5480237432886685,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,2.1108783791037378,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.933785560488034,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.4620946303696556,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.849233285963606,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.6878326386398883,TREATMENT_NOT_ACCEPTED
CA_58169035bd7640bbf863,NSE_53A37C11E6D9,2014-03-19,2014-03,2015-02-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.646129711576633,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2014-09-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2014-10-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2014-11-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_87b9ca6e3249d808b38e,NSE_D701BCB8CF79,2014-04-22,2014-04,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2014-08-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2014-09-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2014-10-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2014-11-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2015-04-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_eb37ff29113a8ee38776,NSE_8A358CA8F00D,2014-06-20,2014-06,2015-05-29,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2014-08-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.6836418787469747,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2014-09-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.7480156159807467,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2014-10-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,1.0495787182941596,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2014-11-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.9113538562731196,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2014-12-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.7130917710569498,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-01-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5542512261071209,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-02-28,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.4972288786179566,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-03-31,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.44203259639466363,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-04-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.5545058167075401,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-05-29,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.3967969333073713,TREATMENT_NOT_ACCEPTED
CA_019fd8c24a498ee04449,NSE_0E88CB8DDD57,2014-07-25,2014-07,2015-06-30,True,True,True,UNKNOWN_MISSING_ECONOMIC_RETURN,0.4756481770578982,TREATMENT_NOT_ACCEPTED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2014-10-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2014-11-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-04-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-05-29,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-06-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-07-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_8d931be6e8294f897529,NSE_8407496D15F8,2014-09-30,2014-09,2015-08-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2014-11-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-04-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-05-29,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-06-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-07-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-08-31,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_3432097b522ad3df4a38,NSE_1846247E74B4,2014-10-08,2014-10,2015-09-30,False,False,False,NOT_OFFICIAL_MEMBER,,ORDINARY_ACTION_PARSE_UNVERIFIED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2014-11-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-04-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-05-29,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-06-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-07-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-08-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_86c24bc61ce401233144,NSE_A787B7252904,2014-10-09,2014-10,2015-09-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2014-12-31,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-01-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-02-28,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-03-31,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-04-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-05-29,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-06-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-07-31,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-08-31,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-09-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_faa277a19bfa2ac115cc,NSE_1789CF98709C,2014-11-17,2014-11,2015-10-30,True,False,False,NO_INDEPENDENT_ELIGIBILITY,,ACCEPTED_STRICT_RETURN_EXCEPTION
CA_498bf6927d49bd14c5e9,NSE_E33BF28052EC,2014-11-26,2014-11,2014-12-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_498bf6927d49bd14c5e9,NSE_E33BF28052EC,2014-11-26,2014-11,2015-01-30,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_498bf6927d49bd14c5e9,NSE_E33BF28052EC,2014-11-26,2014-11,2015-02-28,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
CA_498bf6927d49bd14c5e9,NSE_E33BF28052EC,2014-11-26,2014-11,2015-03-31,False,False,False,NOT_OFFICIAL_MEMBER,,TREATMENT_NOT_ACCEPTED
