security_id,month,observed_sessions,valid_returns,gross,expected_sessions,unavailable_reasons,unavailable_event_ids,method,delayed_event_id,recognition_date,information_available_timestamp,entitlement_value_per_pre_event_share,entitlement_evidence_source,complete,monthly_total_return,month_end
NSE_1789CF98709C,2014-11,18.0,17.0,1.116568330409823,18,,,DELAYED_RECOGNITION_MONTHLY_ENDPOINT,CA_faa277a19bfa2ac115cc,2014-11-28,2014-11-28 18:30:00+00:00,154.0,https://www.bseindia.com/download/BhavCopy/Equity/EQ281114_CSV.ZIP,True,0.11656833040982306,2014-11-28
NSE_4FB8019524D0,2015-03,21.0,20.0,1.0234765875561256,21,,,DELAYED_RECOGNITION_MONTHLY_ENDPOINT,CA_df82d8fc43ad7e21c2a8,2015-03-30,2015-03-30 18:30:00+00:00,12.71,https://nsearchives.nseindia.com/content/historical/EQUITIES/2015/MAR/cm30MAR2015bhav.csv.zip,True,0.023476587556125583,2015-03-31
