left_isin,right_isin,old_symbol,new_symbol,effective_date,evidence,joined
INE144J01019,INE144J01027,20MICRONS,20MICRONS,2013-01-29,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE466L01020,INE466L01038,360ONE,360ONE,2023-03-02,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE382T01022,INE382T01030,4THDIM,4THDIM,2023-01-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE650K01013,INE650K01021,8KMILES,8KMILES,2016-10-13,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE087Z01016,INE087Z01024,AAKASH,AAKASH,2022-02-04,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF209KB1O58,INF209KB17D5,ABSLBANETF,ABSLBANETF,2021-11-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF209KB1B87,INF209KB16D7,ABSLNN50ET,ABSLNN50ET,2021-11-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE648Z01015,INE648Z01023,ACCURACY,ACCURACY,2023-02-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE517H01010,INE517H01028,ADVANTA,ADVANTA,2013-07-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE837H01012,INE837H01020,ADVENZYMES,ADVENZYMES,2017-05-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE208C01017,INE208C01025,AEGISCHEM,AEGISCHEM,2015-09-18,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE00WC01019,INE00WC01027,AFFLE,AFFLE,2021-10-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE031B01031,INE031B01049,AJANTPHARM,AJANTPHARM,2015-03-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE820Y01013,INE820Y01021,AJOONI,AJOONI,2022-10-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE914E01024,INE914E01032,ALANKIT,ALANKIT,2015-09-24,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE914E01032,INE914E01040,ALANKIT,ALANKIT,2016-12-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE150B01013,INE150B01021,ALKYLAMINE,ALKYLAMINE,2014-09-09,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE150B01021,INE150B01039,ALKYLAMINE,ALKYLAMINE,2021-05-12,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE098F01023,INE098F01031,AMRUTANJAN,AMRUTANJAN,2018-04-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE715B01013,INE715B01021,ANDHRSUGAR,ANDHRSUGAR,2021-12-31,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE116A01016,INE116A01024,APCOTEXIND,APCOTEXIND,2013-08-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE116A01024,INE116A01032,APCOTEXIND,APCOTEXIND,2019-07-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE702C01019,INE702C01027,APLAPOLLO,APLAPOLLO,2020-12-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE451F01016,INE451F01024,APOLSINHOT,APOLSINHOT,2018-10-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE574I01027,INE574I01035,ARCOTECH,ARCOTECH,2017-06-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE420B01028,INE420B01036,ARIHANTCAP,ARIHANTCAP,2022-04-13,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE025R01013,INE025R01021,ARTEMISMED,ARTEMISMED,2021-09-24,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE365D01013,INE365D01021,ASHIANA,ASHIANA,2013-10-25,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE442H01011,INE442H01029,ASHOKA,ASHOKA,2013-07-04,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE021A01018,INE021A01026,ASIANPAINT,ASIANPAINT,2013-07-31,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE006I01020,INE006I01038,ASTRAL,ASTRAL,2013-09-06,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE006I01038,INE006I01046,ASTRAL,ASTRAL,2014-09-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE446A01017,INE446A01025,ATLASCYCLE,ATLASCYCLE,2017-10-31,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE951D01010,INE951D01028,ATULAUTO,ATULAUTO,2014-09-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE871C01012,INE871C01020,AVANTIFEED,AVANTIFEED,2015-11-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE871C01020,INE871C01038,AVANTIFEED,AVANTIFEED,2018-06-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE238A01026,INE238A01034,AXISBANK,AXISBANK,2014-07-30,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF846K01347,INF846K01W80,AXISGOLD,AXISGOLD,2020-07-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF846K01ZL0,INF846K01W98,AXISNIFTY,AXISNIFTY,2020-07-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE02EZ01014,INE02EZ01022,AXITA,AXITA,2022-10-21,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE918I01018,INE918I01026,BAJAJFINSV,BAJAJFINSV,2022-09-14,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE296A01016,INE296A01024,BAJFINANCE,BAJFINANCE,2016-09-09,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE028A01013,INE028A01039,BANKBARODA,BANKBARODA,2015-01-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF732E01078,INF204KB15I9,BANKBEES,BANKBEES,2019-12-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE629D01012,INE629D01020,BANSWRAS,BANSWRAS,2022-09-09,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE186H01014,INE186H01022,BASML,BASML,2021-02-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE176A01010,INE176A01028,BATAINDIA,BATAINDIA,2015-10-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE676A01019,INE676A01027,BBOX,BBOX,2022-05-17,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE520H01014,INE520H01022,BEARDSELL,BEARDSELL,2017-05-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE263A01016,INE263A01024,BEL,BEL,2017-03-17,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE463A01020,INE463A01038,BERGEPAINT,BERGEPAINT,2015-01-09,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE354C01019,INE354C01027,BHAGERIA,BHAGERIA,2016-10-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE412U01017,INE412U01025,BIGBLOC,BIGBLOC,2021-11-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE607L01011,INE607L01029,BILENERGY,BILENERGY,2013-03-28,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE153T01019,INE153T01027,BLS,BLS,2017-04-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE216A01022,INE216A01030,BRITANNIA,BRITANNIA,2018-11-30,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE032Z01012,INE032Z01020,BSHSL,BSHSL,2022-09-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF209K01HT2,INF209KB18D3,BSLGOLDETF,BSLGOLDETF,2021-11-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE043K01011,INE043K01029,BSLIMITED,BSLIMITED,2014-01-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF209K01IR4,INF209KB19D1,BSLNIFTY,BSLNIFTY,2021-11-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF209KB1119,INF209KB10E8,BSLSENETFG,BSLSENETFG,2021-11-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE010B01019,INE010B01027,CADILAHC,CADILAHC,2015-10-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE477A01012,INE477A01020,CANFINHOME,CANFINHOME,2017-10-13,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE475E01018,INE475E01026,CAPLIPOINT,CAPLIPOINT,2016-10-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE421D01014,INE421D01022,CCL,CCL,2013-08-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE486A01013,INE486A01021,CESC,CESC,2021-09-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE180C01018,INE180C01026,CGCL,CGCL,2016-11-24,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE121A01016,INE121A01024,CHOLAFIN,CHOLAFIN,2019-06-17,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE201M01011,INE201M01029,CLEDUCATE,CLEDUCATE,2021-10-01,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE070C01029,INE070C01037,COMPINFO,COMPINFO,2017-02-17,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE111A01017,INE111A01025,CONCOR,CONCOR,2018-06-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE558D01013,INE558D01021,CORALFINAC,CORALFINAC,2017-08-04,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE112A01015,INE112A01023,CORPBANK,CORPBANK,2015-01-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE818H01012,INE818H01020,DAAWAT,DAAWAT,2017-02-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE497D01014,INE497D01022,DAMODARIND,DAMODARIND,2018-10-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE688Y01014,INE688Y01022,DANGEE,DANGEE,2022-09-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE583C01013,INE583C01021,DECCANCE,DECCANCE,2017-09-12,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE288B01011,INE288B01029,DEEPAKNTR,DEEPAKNTR,2014-06-23,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE060X01018,INE060X01026,DEVIT,DEVIT,2022-11-25,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE456C01012,INE456C01020,DFMFOODS,DFMFOODS,2018-11-02,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE935N01012,INE935N01020,DIXON,DIXON,2021-03-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE325C01027,INE325C01035,DOLLAR,DOLLAR,2017-09-01,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE03RS01019,INE03RS01027,DRCSYSTEMS,DRCSYSTEMS,2022-03-21,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE366A01033,INE366A01041,DWARKESH,DWARKESH,2017-08-11,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE07O001018,INE07O001026,EASEMYTRIP,EASEMYTRIP,2022-11-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE066A01013,INE066A01021,EICHERMOT,EICHERMOT,2020-08-25,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE688J01015,INE688J01023,EXCEL,EXCEL,2022-09-28,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE045J01018,INE045J01026,FCL,FCL,2015-06-12,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE171A01011,INE171A01029,FEDERALBNK,FEDERALBNK,2013-10-18,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE816B01019,INE816B01027,FILATEX,FILATEX,2018-06-28,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE816B01027,INE816B01035,FILATEX,FILATEX,2022-12-28,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE183A01016,INE183A01024,FINPIPE,FINPIPE,2021-04-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE036B01022,INE036B01030,GAEL,GAEL,2020-10-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE482J01013,INE482J01021,GAL,GAL,2016-10-14,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE528K01011,INE528K01029,GALLISPAT,GALLISPAT,2018-08-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE691Z01015,INE691Z01023,GANGAFORGE,GANGAFORGE,2021-09-14,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE336H01015,INE336H01023,GAYAPROJ,GAYAPROJ,2017-02-13,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE291W01011,INE291W01029,GLOBAL,GLOBAL,2022-10-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE581X01013,INE581X01021,GLOBE,GLOBE,2021-08-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE260B01010,INE260B01028,GODFRYPHLP,GODFRYPHLP,2014-12-01,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE925Y01010,INE925Y01036,GODHA,GODHA,2022-03-25,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE484J01019,INE484J01027,GODREJPROP,GODREJPROP,2013-11-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF732E01102,INF204KB17I5,GOLDBEES,GOLDBEES,2019-12-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE025B01017,INE025B01025,GOLDIAM,GOLDIAM,2022-03-29,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF789F01059,INF789F1AUX7,GOLDSHARE,GOLDSHARE,2021-03-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE177H01013,INE177H01021,GPIL,GPIL,2021-10-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE101D01012,INE101D01020,GRANULES,GRANULES,2015-03-24,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE047A01013,INE047A01021,GRASIM,GRASIM,2016-10-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE544R01013,INE544R01021,GREENLAM,GREENLAM,2022-02-11,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE461C01020,INE461C01038,GREENPLY,GREENPLY,2016-01-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE844O01022,INE844O01030,GUJGASLTD,GUJGASLTD,2019-01-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE255D01016,INE255D01024,GULPOLY,GULPOLY,2016-12-28,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE982F01028,INE982F01036,HATHWAY,HATHWAY,2015-01-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE176B01026,INE176B01034,HAVELLS,HAVELLS,2014-08-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE040A01026,INE040A01034,HDFCBANK,HDFCBANK,2019-09-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF179K01CN1,INF179KC1981,HDFCMFGETF,HDFCMFGETF,2021-02-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF179KB1KP3,INF179KC1965,HDFCNIFETF,HDFCNIFETF,2021-02-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF179KB1KQ1,INF179KC1973,HDFCSENETF,HDFCSENETF,2021-02-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE978A01019,INE978A01027,HERITGFOOD,HERITGFOOD,2017-10-11,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE475B01014,INE475B01022,HIKAL,HIKAL,2015-03-02,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE310C01011,INE310C01029,HINDCOMPOS,HINDCOMPOS,2017-05-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE106T01017,INE106T01025,HITECH,HITECH,2023-03-17,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE461D01010,INE461D01028,HLEGLAS,HLEGLAS,2022-10-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE254N01018,INE254N01026,HNDFDS,HNDFDS,2022-07-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF732E01227,INF204KB19I1,HNGSNGBEES,HNGSNGBEES,2019-12-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109KC1CZ3,INF109KC1V59,ICICI500,ICICI500,2021-10-29,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE090A01013,INE090A01021,ICICIBANK,ICICIBANK,2014-12-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109KC1E27,INF109KC15I8,ICICIBANKN,ICICIBANKN,2022-09-02,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109KB1WF4,INF109KC1NT3,ICICIGOLD,ICICIGOLD,2018-11-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109KC1JI4,INF109KC1NS5,ICICINXT50,ICICINXT50,2018-11-16,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109KC1N67,INF109KC16I6,ICICITECH,ICICITECH,2022-09-02,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE483B01018,INE483B01026,ICIL,ICIL,2016-11-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE022Q01012,INE022Q01020,IEX,IEX,2018-10-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE203G01019,INE203G01027,IGL,IGL,2017-11-10,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INF109K01FV4,INF109KB1WF4,IGOLD,IGOLD,2016-06-10,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE092B01017,INE092B01025,INDNIPPON,INDNIPPON,2018-03-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE611L01013,INE611L01021,INDTERRAIN,INDTERRAIN,2015-12-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE483S01012,INE483S01020,INFIBEAM,INFIBEAM,2017-09-01,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE804D01011,INE804D01029,INFODRIVE,INFODRIVE,2014-12-26,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE418N01027,INE418N01035,INTEGRA,INTEGRA,2022-02-07,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE878H01016,INE878H01024,INVENTURE,INVENTURE,2021-06-25,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE571A01020,INE571A01038,IPCALAB,IPCALAB,2022-01-11,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE821I01014,INE821I01022,IRB,IRB,2023-02-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE962Y01013,INE962Y01021,IRCON,IRCON,2020-04-08,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE335Y01012,INE335Y01020,IRCTC,IRCTC,2021-10-29,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE686A01018,INE686A01026,ITDCEM,ITDCEM,2015-08-24,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE168A01017,INE168A01041,J&KBANK,J&KBANK,2014-09-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE039C01016,INE039C01024,JAMNAAUTO,JAMNAAUTO,2015-12-04,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE039C01024,INE039C01032,JAMNAAUTO,JAMNAAUTO,2017-10-06,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE927D01010,INE927D01028,JBMA,JBMA,2014-10-09,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE927D01028,INE927D01044,JBMA,JBMA,2022-02-22,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE982V01017,INE982V01025,JETFREIGHT,JETFREIGHT,2022-05-20,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE247D01013,INE247D01021,JINDWORLD,JINDWORLD,2017-12-27,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE247D01021,INE247D01039,JINDWORLD,JINDWORLD,2018-11-01,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE576I01014,INE576I01022,JKIL,JKIL,2015-12-11,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE573A01034,INE573A01042,JKTYRE,JKTYRE,2014-12-19,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE412C01015,INE412C01023,JMA,JMA,2019-05-15,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
INE890A01016,INE890A01024,JMCPROJECT,JMCPROJECT,2018-10-05,CONTIGUOUS_SAME_SYMBOL_ISIN_TRANSITION,True
