left_isin,right_isin,old_symbol,new_symbol,effective_date,evidence,joined
INE757A01017,INE757A01017,COSMOFILMS,COSMOFIRST,2022-07-25,OFFICIAL_SYMBOL_CHANGE,False
INE180C01018,INE180C01018,MMFSL,CGCL,2013-08-05,OFFICIAL_SYMBOL_CHANGE,False
INE068D01021,INE068D01021,AMTEKINDIA,CASTEXTECH,2015-06-11,OFFICIAL_SYMBOL_CHANGE,False
INE149A01033,INE149A01033,TIFIN,CHOLAHLDNG,2019-04-09,OFFICIAL_SYMBOL_CHANGE,False
INE704H01022,INE704H01022,CINEPRO,CINELINE,2013-08-23,OFFICIAL_SYMBOL_CHANGE,False
INE591G01017,INE591G01017,NIITTECH,COFORGE,2020-08-20,OFFICIAL_SYMBOL_CHANGE,False
INE559D01011,INE559D01011,SHARRESLTD,CREST,2014-10-16,OFFICIAL_SYMBOL_CHANGE,False
INE136B01020,INE136B01020,INFOTECENT,CYIENT,2014-05-22,OFFICIAL_SYMBOL_CHANGE,False
INE503A01015,INE503A01015,DCB,DCBBANK,2014-01-15,OFFICIAL_SYMBOL_CHANGE,False
INE499A01024,INE499A01024,DCMSRMCONS,DCMSHRIRAM,2014-03-13,OFFICIAL_SYMBOL_CHANGE,False
INE677H01012,INE677H01012,DEEPIND,DEEPENR,2020-09-30,OFFICIAL_SYMBOL_CHANGE,False
INE726L01019,INE726L01019,WEIZFOREX,EBIXFOREX,2020-03-20,OFFICIAL_SYMBOL_CHANGE,False
INE726L01019,INE726L01019,EBIXFOREX,DELPHIFX,2021-09-01,OFFICIAL_SYMBOL_CHANGE,False
INE505A01010,INE505A01010,DHARAMSI,DMCC,2022-11-02,OFFICIAL_SYMBOL_CHANGE,False
INE439L01019,INE439L01019,DALMIABEL,DALMIABHA,2013-01-09,OFFICIAL_SYMBOL_CHANGE,False
INE200F01017,INE200F01017,SHRINATRAJ,DALMIAREF,2014-05-22,OFFICIAL_SYMBOL_CHANGE,False
INE274G01010,INE274G01010,IBVENTURES,DHANI,2020-10-28,OFFICIAL_SYMBOL_CHANGE,False
INE274G01010,INE274G01010,IBSEC,IBVENTURES,2015-04-01,OFFICIAL_SYMBOL_CHANGE,False
INE477B01010,INE477B01010,DPTL,DPL,2014-11-12,OFFICIAL_SYMBOL_CHANGE,False
INE477B01010,INE477B01010,DPL,DVL,2019-01-02,OFFICIAL_SYMBOL_CHANGE,False
INE927C01020,INE927C01020,SPICEMOBI,DIGISPICE,2019-08-28,OFFICIAL_SYMBOL_CHANGE,False
INE927C01020,INE927C01020,SMOBILITY,SPICEMOBI,2014-08-19,OFFICIAL_SYMBOL_CHANGE,False
INE966A01022,INE966A01022,DOLAT,DOLATALGO,2021-12-20,OFFICIAL_SYMBOL_CHANGE,False
INE928K01013,INE928K01013,AANJANEYA,DRDATSONS,2013-09-02,OFFICIAL_SYMBOL_CHANGE,False
INE741L01018,INE741L01018,DYNATECH,DUCON,2016-05-11,OFFICIAL_SYMBOL_CHANGE,False
INE311H01018,INE311H01018,MUDRA,ELAND,2015-03-13,OFFICIAL_SYMBOL_CHANGE,False
INE255A01020,INE255A01020,ESSELPACK,EPL,2020-10-19,OFFICIAL_SYMBOL_CHANGE,False
INE778K01012,INE778K01012,EMAMIINFRA,EMAMIREAL,2018-11-15,OFFICIAL_SYMBOL_CHANGE,False
INE217G01035,INE217G01035,PROINDIA,EQUIPPP,2021-11-30,OFFICIAL_SYMBOL_CHANGE,False
INE688J01015,INE688J01015,EXCELINFO,EXCEL,2015-05-05,OFFICIAL_SYMBOL_CHANGE,False
INE201K01015,INE201K01015,THINKSOFT,SQSBFSI,2014-09-30,OFFICIAL_SYMBOL_CHANGE,False
INE201K01015,INE201K01015,SQSBFSI,EXPLEOSOL,2019-05-02,OFFICIAL_SYMBOL_CHANGE,False
INE249C01011,INE249C01011,FEDDERLOYD,FEDDERELEC,2017-06-13,OFFICIAL_SYMBOL_CHANGE,False
INE220J01025,INE220J01025,FCEL,FCONSUMER,2016-10-25,OFFICIAL_SYMBOL_CHANGE,False
INE220J01025,INE220J01025,FVIL,FCEL,2013-10-17,OFFICIAL_SYMBOL_CHANGE,False
INE623B01027,INE623B01027,FRL,FEL,2016-05-13,OFFICIAL_SYMBOL_CHANGE,False
IN9623B01058,IN9623B01058,FRLDVR,FELDVR,2016-05-13,OFFICIAL_SYMBOL_CHANGE,False
INE623B01027,INE623B01027,PANTALOONR,FRL,2013-04-11,OFFICIAL_SYMBOL_CHANGE,False
IN9623B01058,IN9623B01058,PRETAILDVR,FRLDVR,2013-04-11,OFFICIAL_SYMBOL_CHANGE,False
INE087J01028,INE087J01028,MIL,GBGLOBAL,2019-09-09,OFFICIAL_SYMBOL_CHANGE,False
INE878A01011,INE878A01011,AIL,GEPIL,2016-09-14,OFFICIAL_SYMBOL_CHANGE,False
INE200A01026,INE200A01026,ALSTOMT&D,GET&D,2016-09-14,OFFICIAL_SYMBOL_CHANGE,False
INE538A01037,INE538A01037,GUJFLUORO,GFLLIMITED,2019-07-25,OFFICIAL_SYMBOL_CHANGE,False
INE077F01035,INE077F01035,GULFCORP,GOCLCORP,2015-11-10,OFFICIAL_SYMBOL_CHANGE,False
INE586G01017,INE586G01017,SAHPETRO,GULFPETRO,2015-05-06,OFFICIAL_SYMBOL_CHANGE,False
INE276A01018,INE276A01018,GARWALLROP,GARFIBRES,2018-08-13,OFFICIAL_SYMBOL_CHANGE,False
INE007B01023,INE007B01023,GEOJITBNPP,GEOJITFSL,2017-03-02,OFFICIAL_SYMBOL_CHANGE,False
INE102A01024,INE102A01024,HOTELEELA,HLVLTD,2020-01-08,OFFICIAL_SYMBOL_CHANGE,False
INE415A01038,INE415A01038,HSIL,AGI,2022-05-11,OFFICIAL_SYMBOL_CHANGE,False
INE759V01019,INE759V01019,TMRVL,HEADSUP,2022-07-18,OFFICIAL_SYMBOL_CHANGE,False
INE019C01026,INE019C01026,HCIL,HSCL,2016-08-16,OFFICIAL_SYMBOL_CHANGE,False
INE05AN01011,INE05AN01011,SHIL,HINDWAREAP,2022-06-21,OFFICIAL_SYMBOL_CHANGE,False
INE120D01012,INE120D01012,HITECHPLAS,HITECHCORP,2017-05-23,OFFICIAL_SYMBOL_CHANGE,False
INE275B01026,INE275B01026,PAPERPROD,HUHTAMAKI,2020-11-26,OFFICIAL_SYMBOL_CHANGE,False
INF109KC1E27,INF109KC1E27,IPRU5008,ICICIBANKN,2019-07-19,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1WF4,INF109KB1WF4,IGOLD,GOLDIWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1WF4,INF109KB1WF4,GOLDIWIN,ICICIGOLD,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF109K01FV4,INF109K01FV4,IPGETF,IGOLD,2014-05-05,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1XT3,INF109KB1XT3,IMIDCAP,MIDCAPIWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1XT3,INF109KB1XT3,MIDCAPIWIN,ICICIMCAP,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF109KB15Y7,INF109KB15Y7,BHARATIWIN,ICICIB22,2018-04-19,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1WY5,INF109KB1WY5,INV20,NV20IWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF109KB1WY5,INF109KB1WY5,NV20IWIN,ICICINV20,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF109KA1962,INF109KA1962,ICNX100,NIF100IWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF109KA1962,INF109KA1962,NIF100IWIN,ICICINF100,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF109KA1962,INF109KA1962,ICCNX100,ICNX100,2014-05-05,OFFICIAL_SYMBOL_CHANGE,False
INF109K012R6,INF109K012R6,INIFTY,NIFTYIWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF109K012R6,INF109K012R6,NIFTYIWIN,ICICINIFTY,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF109K012R6,INF109K012R6,NIFETF,INIFTY,2014-05-05,OFFICIAL_SYMBOL_CHANGE,False
INF109KB10T8,INF109KB10T8,LOWVOLIWIN,ICICILOVOL,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INF346A01034,INF346A01034,ISENSEX,SENSEXIWIN,2016-07-25,OFFICIAL_SYMBOL_CHANGE,False
INF346A01034,INF346A01034,SPICE,ISENSEX,2014-08-18,OFFICIAL_SYMBOL_CHANGE,False
INF346A01034,INF346A01034,SENSEXIWIN,ICICISENSX,2018-04-10,OFFICIAL_SYMBOL_CHANGE,False
INE092T01019,INE092T01019,IDFCBANK,IDFCFIRSTB,2019-01-16,OFFICIAL_SYMBOL_CHANGE,False
INE530B01024,INE530B01024,INDIAINFO,IIFL,2014-03-13,OFFICIAL_SYMBOL_CHANGE,False
INE452L01012,INE452L01012,ADHUNIKIND,INCREDIBLE,2021-05-20,OFFICIAL_SYMBOL_CHANGE,False
INE189B01011,INE189B01011,STYABS,INEOSSTYRO,2016-04-04,OFFICIAL_SYMBOL_CHANGE,False
INE848A01014,INE848A01014,LOGIXMICRO,IZMO,2015-05-15,OFFICIAL_SYMBOL_CHANGE,False
INE172N01012,INE172N01012,ADLABS,IMAGICAA,2020-04-22,OFFICIAL_SYMBOL_CHANGE,False
INE121J01017,INE121J01017,INFRATEL,INDUSTOWER,2020-12-18,OFFICIAL_SYMBOL_CHANGE,False
INE020G01017,INE020G01017,AFL,INSPIRISYS,2018-10-12,OFFICIAL_SYMBOL_CHANGE,False
INF205K01361,INF205K01361,RELIGAREGO,IVZINGOLD,2016-06-23,OFFICIAL_SYMBOL_CHANGE,False
INF205K01DA9,INF205K01DA9,RELGRNIFTY,IVZINNIFTY,2016-06-23,OFFICIAL_SYMBOL_CHANGE,False
INE824G01012,INE824G01012,JINDALSWHL,JSWHL,2013-07-30,OFFICIAL_SYMBOL_CHANGE,False
INE743C01021,INE743C01021,AIONJSW,JSWISPL,2020-10-12,OFFICIAL_SYMBOL_CHANGE,False
INE391J01024,INE391J01024,JTLINFRA,JTLIND,2022-11-21,OFFICIAL_SYMBOL_CHANGE,False
INE782A01015,INE782A01015,HITACHIHOM,JCHAC,2016-09-12,OFFICIAL_SYMBOL_CHANGE,False
INE643A01035,INE643A01035,SONASTEER,JTEKTINDIA,2018-04-23,OFFICIAL_SYMBOL_CHANGE,False
INE700A01033,INE700A01033,JUBILANT,JUBLPHARMA,2021-02-12,OFFICIAL_SYMBOL_CHANGE,False
INE209L01016,INE209L01016,CEBBCO,JWL,2022-06-20,OFFICIAL_SYMBOL_CHANGE,False
INE278R01034,INE278R01034,KARDA,KBCGLOBAL,2021-12-16,OFFICIAL_SYMBOL_CHANGE,False
INE542W01017,INE542W01017,KPIGLOBAL,KPIGREEN,2022-04-27,OFFICIAL_SYMBOL_CHANGE,False
INE390H01012,INE390H01012,KIL,KAMDHENU,2016-03-18,OFFICIAL_SYMBOL_CHANGE,False
INE681C01015,INE681C01015,KEYCORPSER,KEYFINSERV,2019-05-03,OFFICIAL_SYMBOL_CHANGE,False
INF174K01Z71,INF174K01Z71,KTKNV20ETF,KOTAKNV20,2015-12-21,OFFICIAL_SYMBOL_CHANGE,False
INE999A01015,INE999A01015,KSBPUMPS,KSB,2018-10-23,OFFICIAL_SYMBOL_CHANGE,False
INE245C01019,INE245C01019,LLOYDELENG,LEEL,2017-06-19,OFFICIAL_SYMBOL_CHANGE,False
INF767K01OS7,INF767K01OS7,LICNFENGP,LICNETFN50,2015-12-30,OFFICIAL_SYMBOL_CHANGE,False
INF767K01MV5,INF767K01MV5,LICNMFET,LICNETFGSC,2015-12-30,OFFICIAL_SYMBOL_CHANGE,False
INE214T01019,INE214T01019,LTI,LTIM,2022-12-05,OFFICIAL_SYMBOL_CHANGE,False
INE802B01019,INE802B01019,LINCPEN,LINC,2021-12-20,OFFICIAL_SYMBOL_CHANGE,False
INE473A01011,INE473A01011,BOC,LINDEINDIA,2013-04-10,OFFICIAL_SYMBOL_CHANGE,False
INE737D01021,INE737D01021,MODISNME,MODISONLTD,2022-08-16,OFFICIAL_SYMBOL_CHANGE,False
INE536H01010,INE536H01010,MAHINDFORG,MAHINDCIE,2013-12-17,OFFICIAL_SYMBOL_CHANGE,False
INE180A01020,INE180A01020,MAX,MFSL,2016-02-26,OFFICIAL_SYMBOL_CHANGE,False
INE425A01011,INE425A01011,AHMEDFORGE,METALFORGE,2015-06-01,OFFICIAL_SYMBOL_CHANGE,False
INE313D01013,INE313D01013,MOHOTAMILL,MOHOTAIND,2017-12-26,OFFICIAL_SYMBOL_CHANGE,False
INE313D01013,INE313D01013,RAIREKMOH,MOHOTAMILL,2017-08-01,OFFICIAL_SYMBOL_CHANGE,False
INF247L01AK4,INF247L01AK4,G5,MOGSEC,2021-06-16,OFFICIAL_SYMBOL_CHANGE,False
INF247L01023,INF247L01023,M100,MOM100,2021-06-16,OFFICIAL_SYMBOL_CHANGE,False
INF247L01536,INF247L01536,M50,MOM50,2021-06-16,OFFICIAL_SYMBOL_CHANGE,False
INF247L01031,INF247L01031,N100,MON100,2021-06-16,OFFICIAL_SYMBOL_CHANGE,False
INE295D01020,INE295D01020,NAGAAGRI,NACLIND,2017-09-29,OFFICIAL_SYMBOL_CHANGE,False
INE725A01022,INE725A01022,NBVENTURES,NAVA,2022-07-29,OFFICIAL_SYMBOL_CHANGE,False
INF204KA1LD7,INF204KA1LD7,RELCONS,NETFCONSUM,2019-10-30,OFFICIAL_SYMBOL_CHANGE,False
INF204KA1LD7,INF204KA1LD7,NETFCONSUM,CONSUMBEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204K014N5,INF204K014N5,RELCNX100,NETFNIF100,2019-10-30,OFFICIAL_SYMBOL_CHANGE,False
INF204K014N5,INF204K014N5,NETFNIF100,NIF100BEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KB1V68,INF204KB1V68,RETFMID150,NETFMID150,2019-10-30,OFFICIAL_SYMBOL_CHANGE,False
INF204KB1V68,INF204KB1V68,NETFMID150,MID150BEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KB18I3,INF204KB18I3,NETFNV20,NV20BEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INE589A01014,INE589A01014,NEYVELILIG,NLCINDIA,2016-08-04,OFFICIAL_SYMBOL_CHANGE,False
INE353A01023,INE353A01023,HINDUJAVEN,NXTDIGITAL,2019-11-11,OFFICIAL_SYMBOL_CHANGE,False
INE875G01030,INE875G01030,NANDANEXIM,NDL,2013-11-21,OFFICIAL_SYMBOL_CHANGE,False
INE060A01024,INE060A01024,NAVNETPUBL,NAVNETEDUL,2013-09-19,OFFICIAL_SYMBOL_CHANGE,False
INE333I01036,INE333I01036,SUJANATWR,NTL,2017-02-17,OFFICIAL_SYMBOL_CHANGE,False
INF204KC1022,INF204KC1022,NETFSDL26,SDL26BEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KC1030,INF204KC1030,NETFGILT5Y,GILT5YBEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KC1337,INF204KC1337,NETFAUTO,AUTOBEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KC1089,INF204KC1089,NETFPHARMA,PHARMABEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KC1402,INF204KC1402,NETFSILVER,SILVERBEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INF204KB18W4,INF204KB18W4,NCPSESDL24,SDL24BEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INE298J01013,INE298J01013,RNAM,NAM-INDIA,2020-01-23,OFFICIAL_SYMBOL_CHANGE,False
INF204KB15V2,INF204KB15V2,NETFIT,ITBEES,2022-05-10,OFFICIAL_SYMBOL_CHANGE,False
INE141B01020,INE141B01020,MVLIND,NOESISIND,2014-06-04,OFFICIAL_SYMBOL_CHANGE,False
INE239D01028,INE239D01028,OMMETALS,OMINFRAL,2021-02-10,OFFICIAL_SYMBOL_CHANGE,False
INE260D01016,INE260D01016,GOLDINFRA,OLECTRA,2018-07-26,OFFICIAL_SYMBOL_CHANGE,False
INE191A01019,INE191A01019,ORCHIDCHEM,ORCHIDPHAR,2015-12-21,OFFICIAL_SYMBOL_CHANGE,False
INE600A01027,INE600A01027,PILIND,PILITA,2015-09-03,OFFICIAL_SYMBOL_CHANGE,False
INE420C01042,INE420C01042,SEINV,PAISALO,2018-01-24,OFFICIAL_SYMBOL_CHANGE,False
INE218G01017,INE218G01017,FOURSOFT,PALRED,2014-01-16,OFFICIAL_SYMBOL_CHANGE,False
INE455B01016,INE455B01016,HALONIX,PHOENIXLL,2013-10-30,OFFICIAL_SYMBOL_CHANGE,False
INE122J01015,INE122J01015,PIRLIFE,PIRPHYTO,2013-10-23,OFFICIAL_SYMBOL_CHANGE,False
INE450D01021,INE450D01021,PITTILAM,PITTIENG,2018-06-06,OFFICIAL_SYMBOL_CHANGE,False
INE511C01022,INE511C01022,MAGMA,POONAWALLA,2021-08-05,OFFICIAL_SYMBOL_CHANGE,False
INE980A01023,INE980A01023,NUCENT,PRESSMN,2013-09-11,OFFICIAL_SYMBOL_CHANGE,False
INE010A01011,INE010A01011,PRISMCEM,PRSMJOHNSN,2018-05-04,OFFICIAL_SYMBOL_CHANGE,False
INE959A01019,INE959A01019,ADI,FAIRCHEM,2017-01-19,OFFICIAL_SYMBOL_CHANGE,False
INE959A01019,INE959A01019,FAIRCHEM,PRIVISCL,2020-10-14,OFFICIAL_SYMBOL_CHANGE,False
INE199A01012,INE199A01012,MERCK,PGHL,2019-06-11,OFFICIAL_SYMBOL_CHANGE,False
INE217G01027,INE217G01027,GREENFIRE,PROSEED,2018-07-18,OFFICIAL_SYMBOL_CHANGE,False
INE195N01013,INE195N01013,PROZONECSC,PROZONINTU,2014-10-07,OFFICIAL_SYMBOL_CHANGE,False
INE743M01012,INE743M01012,ORIENTREF,RHIM,2021-07-22,OFFICIAL_SYMBOL_CHANGE,False
INE425Y01011,INE425Y01011,CESCVENT,RPSGVENT,2021-02-01,OFFICIAL_SYMBOL_CHANGE,False
INE855B01025,INE855B01025,RAINCOM,RAIN,2013-08-23,OFFICIAL_SYMBOL_CHANGE,False
INE834M01019,INE834M01019,IBIPL,RTNINFRA,2014-11-20,OFFICIAL_SYMBOL_CHANGE,False
INE834M01019,INE834M01019,RTNINFRA,RTNINDIA,2021-04-07,OFFICIAL_SYMBOL_CHANGE,False
INE399K01017,INE399K01017,IBPOW,RTNPOWER,2014-11-20,OFFICIAL_SYMBOL_CHANGE,False
INE542F01012,INE542F01012,RDEL,RNAVAL,2017-09-18,OFFICIAL_SYMBOL_CHANGE,False
INE542F01012,INE542F01012,PIPAVAVDOC,RDEL,2016-03-18,OFFICIAL_SYMBOL_CHANGE,False
INE722H01016,INE722H01016,RJL,RGL,2019-04-08,OFFICIAL_SYMBOL_CHANGE,False
INF200K01099,INF200K01099,SBIGETS,SETFGOLD,2015-11-24,OFFICIAL_SYMBOL_CHANGE,False
INF200KA1FS1,INF200KA1FS1,SETFNIFTY,SETFNIF50,2015-11-24,OFFICIAL_SYMBOL_CHANGE,False
INF200KA1580,INF200KA1580,SETFBANK,SETFNIFBK,2015-11-24,OFFICIAL_SYMBOL_CHANGE,False
INF200KA1598,INF200KA1598,SETFNIFJR,SETFNN50,2015-11-24,OFFICIAL_SYMBOL_CHANGE,False
INE650K01021,INE650K01021,8KMILES,SECURKLOUD,2021-01-20,OFFICIAL_SYMBOL_CHANGE,False
INE429F01012,INE429F01012,HORIZONINF,SKIL,2014-03-24,OFFICIAL_SYMBOL_CHANGE,False
INE034H01016,INE034H01016,STOREONE,SORILINFRA,2017-01-10,OFFICIAL_SYMBOL_CHANGE,False
INE756B01017,INE756B01017,SHIV-VANI,SVOGL,2015-10-23,OFFICIAL_SYMBOL_CHANGE,False
INE775A01035,INE775A01035,MOTHERSUMI,MOTHERSON,2022-06-09,OFFICIAL_SYMBOL_CHANGE,False
INE019J01013,INE019J01013,MICROSEC,SASTASUNDR,2016-11-22,OFFICIAL_SYMBOL_CHANGE,False
INE513A01014,INE513A01014,FAGBEARING,SCHAEFFLER,2017-08-01,OFFICIAL_SYMBOL_CHANGE,False
INE023M01027,INE023M01027,PRAKASHCON,SETUINFRA,2019-07-30,OFFICIAL_SYMBOL_CHANGE,False
INE900K01012,INE900K01012,ASTERSILI,SHRIASTER,2014-02-03,OFFICIAL_SYMBOL_CHANGE,False
INE721A01013,INE721A01013,SRTRANSFIN,SHRIRAMFIN,2022-12-20,OFFICIAL_SYMBOL_CHANGE,False
INE965H01011,INE965H01011,SITICABLE,SITINET,2016-08-17,OFFICIAL_SYMBOL_CHANGE,False
INE943C01027,INE943C01027,LANCOIN,SRIPIPES,2014-12-17,OFFICIAL_SYMBOL_CHANGE,False
INE089C01029,INE089C01029,STRTECH,STLTECH,2020-10-29,OFFICIAL_SYMBOL_CHANGE,False
INE189B01011,INE189B01011,INEOSSTYRO,STYRENIX,2023-01-20,OFFICIAL_SYMBOL_CHANGE,False
INE492A01029,INE492A01029,CLNINDIA,HEUBACHIND,2023-03-10,OFFICIAL_SYMBOL_CHANGE,False
INE272L01014,INE272L01014,SURANAVEL,SURANASOL,2014-11-19,OFFICIAL_SYMBOL_CHANGE,False
INE192A01025,INE192A01025,TATAGLOBAL,TATACONSUM,2020-02-27,OFFICIAL_SYMBOL_CHANGE,False
INE797H01018,INE797H01018,BHAGWATIHO,TGBHOTELS,2013-05-31,OFFICIAL_SYMBOL_CHANGE,False
INE824B01021,INE824B01021,BHUSANSTL,TATASTLBSL,2018-12-10,OFFICIAL_SYMBOL_CHANGE,False
INE674A01014,INE674A01014,TATASPONGE,TATASTLLP,2019-09-03,OFFICIAL_SYMBOL_CHANGE,False
INE778A01021,INE778A01021,NATHSEED,TECHIN,2014-10-31,OFFICIAL_SYMBOL_CHANGE,False
INE924D01017,INE924D01017,FORTUNEFIN,THEINVEST,2018-07-25,OFFICIAL_SYMBOL_CHANGE,False
INE331A01037,INE331A01037,MADRASCEM,RAMCOCEM,2013-09-30,OFFICIAL_SYMBOL_CHANGE,False
INE615R01029,INE615R01029,DHANVARSHA,TRU,2022-09-01,OFFICIAL_SYMBOL_CHANGE,False
INE405E01023,INE405E01023,MINDAIND,UNOMINDA,2022-08-05,OFFICIAL_SYMBOL_CHANGE,False
INE628A01036,INE628A01036,UNIPHOS,UPL,2013-10-23,OFFICIAL_SYMBOL_CHANGE,False
INE899L01022,INE899L01022,MBSWITCH,UJAAS,2013-09-23,OFFICIAL_SYMBOL_CHANGE,False
INE275F01019,INE275F01019,HOTELRUGBY,UNIVAFOODS,2022-11-23,OFFICIAL_SYMBOL_CHANGE,False
INE292A01015,INE292A01015,LLOYDSTEEL,UTTAMVALUE,2013-04-29,OFFICIAL_SYMBOL_CHANGE,False
INE450G01024,INE450G01024,MAXWELL,VIPCLOTHNG,2016-12-21,OFFICIAL_SYMBOL_CHANGE,False
INE051B01021,INE051B01021,VAKRANSOFT,VAKRANGEE,2013-11-27,OFFICIAL_SYMBOL_CHANGE,False
INE205A01025,INE205A01025,SSLT,VEDL,2015-05-07,OFFICIAL_SYMBOL_CHANGE,False
INE205A01025,INE205A01025,SESAGOA,SSLT,2013-10-04,OFFICIAL_SYMBOL_CHANGE,False
INE632C01026,INE632C01026,VIDHIDYE,VIDHIING,2017-03-01,OFFICIAL_SYMBOL_CHANGE,False
INE806A01020,INE806A01020,VIKASGLOB,VIKASECO,2015-12-21,OFFICIAL_SYMBOL_CHANGE,False
INE161L01027,INE161L01027,VIKASMCORP,VIKASLIFE,2021-05-06,OFFICIAL_SYMBOL_CHANGE,False
INE625G01013,INE625G01013,WELPROJ,WELENT,2015-06-24,OFFICIAL_SYMBOL_CHANGE,False
INE974C01022,INE974C01022,JUMPNET,WINPRO,2021-12-22,OFFICIAL_SYMBOL_CHANGE,False
INE02WG01016,INE02WG01016,WFL,WEL,2023-01-04,OFFICIAL_SYMBOL_CHANGE,False
INE126M01010,INE126M01010,IBWSL,SORILHOLD,2017-04-18,OFFICIAL_SYMBOL_CHANGE,False
INE126M01010,INE126M01010,YAARII,YAARI,2021-12-15,OFFICIAL_SYMBOL_CHANGE,False
INE126M01010,INE126M01010,SORILHOLD,IBULISL,2018-06-08,OFFICIAL_SYMBOL_CHANGE,False
INE126M01010,INE126M01010,IBULISL,YAARII,2020-12-08,OFFICIAL_SYMBOL_CHANGE,False
INE217A01012,INE217A01012,ZUARIGLOB,ZUARIIND,2022-07-04,OFFICIAL_SYMBOL_CHANGE,False
INE966H01019,INE966H01019,ZEENEWS,ZEEMEDIA,2013-07-30,OFFICIAL_SYMBOL_CHANGE,False
INE318D01020,INE318D01020,ZENITHBIR,ZENITHSTL,2020-08-19,OFFICIAL_SYMBOL_CHANGE,False
INE010B01027,INE010B01027,CADILAHC,ZYDUSLIFE,2022-03-07,OFFICIAL_SYMBOL_CHANGE,False
