holding_month,exposure,subsequent_shadow_return,subsequent_shadow_volatility
2020-09,0.33601787318696613,0.08446870180545152,0.28639174071124274
2020-07,0.3381445737777594,0.08859012715969072,0.08824175205002063
2020-08,0.3387637164998126,0.06403854954879806,0.2114579523135108
2020-06,0.34101168285333455,0.06805504198315404,0.12823095317597097
2020-05,0.3458572203818643,-0.0029168266128739573,0.17616609389252236
