date,tri,tri_wealth_from_development_anchor
2015-07-08,9867.13,9979398.230088495
2015-07-09,9835.67,9947580.27812895
2015-07-10,9865.53,9977780.02528445
2015-07-13,9980.78,10094341.340075854
2015-07-14,9986.39,10100015.170670038
2015-07-15,10054.51,10168910.240202276
2015-07-16,10157.07,10272637.168141592
2015-07-17,10173.33,10289082.174462706
2015-07-20,10175.8,10291580.27812895
2015-07-21,10064.48,10178993.678887485
2015-07-22,10177.79,10293592.920353984
2015-07-23,10151.24,10266740.834386852
2015-07-24,10073.94,10188561.314791404
2015-07-27,9903.91,10016596.713021493
2015-07-28,9876.25,9988621.997471554
2015-07-29,9931.2,10044197.218710493
2015-07-30,9996.92,10110664.981036663
2015-07-31,10120.91,10236065.739570165
2015-08-03,10154.0,10269532.23767383
2015-08-04,10164.71,10280364.096080909
2015-08-05,10235.97,10352434.892541086
2015-08-06,10258.9,10375625.790139064
2015-08-07,10234.06,10350503.160556259
2015-08-10,10196.68,10312697.850821745
2015-08-11,10116.52,10231625.790139064
2015-08-12,9953.2,10066447.534766119
2015-08-13,9939.76,10052854.614412136
2015-08-14,10133.83,10249132.743362831
2015-08-17,10114.36,10229441.213653604
2015-08-18,10125.33,10240536.03034134
2015-08-19,10153.09,10268611.883691529
2015-08-20,9998.16,10111919.089759797
2015-08-21,9918.45,10031302.149178255
2015-08-24,9252.89,9358169.405815424
2015-08-25,9361.37,9467883.69152971
2015-08-26,9281.44,9387044.24778761
2015-08-27,9486.78,9594720.6068268
2015-08-28,9540.87,9649426.042983567
2015-08-31,9505.16,9613309.734513273
2015-09-01,9297.72,9403509.481668774
2015-09-02,9232.0,9337041.719342604
2015-09-03,9353.85,9460278.128950695
2015-09-04,9155.93,9260106.194690265
2015-09-07,9017.51,9120111.251580277
2015-09-08,9136.84,9240798.988621997
2015-09-09,9301.5,9407332.490518332
2015-09-10,9276.47,9382017.699115044
2015-09-11,9286.56,9392222.503160557
2015-09-14,9388.23,9495049.304677622
2015-09-15,9332.24,9438422.250316055
2015-09-16,9373.51,9480161.820480404
2015-09-18,9466.88,9574594.184576483
2015-09-21,9481.74,9589623.261694059
2015-09-22,9312.67,9418629.582806574
2015-09-23,9349.06,9455433.628318584
2015-09-24,9377.56,9484257.901390646
2015-09-28,9306.78,9412672.566371681
2015-09-29,9346.82,9453168.14159292
2015-09-30,9480.55,9588419.72187105
2015-10-01,9492.52,9600525.916561315
2015-10-05,9684.52,9794710.493046775
2015-10-06,9726.72,9837390.644753477
2015-10-07,9751.14,9862088.495575221
2015-10-08,9691.28,9801547.408343868
2015-10-09,9742.04,9852884.955752214
2015-10-12,9703.39,9813795.195954489
2015-10-13,9696.6,9806927.93931732
2015-10-14,9680.23,9790371.681415929
2015-10-15,9748.72,9859640.960809102
2015-10-16,9804.45,9916005.056890013
2015-10-19,9857.82,9969982.300884956
2015-10-20,9857.01,9969163.084702907
2015-10-21,9841.38,9953355.246523386
2015-10-23,9867.09,9979357.774968395
2015-10-26,9823.68,9935453.855878634
2015-10-27,9806.26,9917835.651074588
2015-10-28,9746.18,9857072.06068268
2015-10-29,9684.35,9794538.558786346
2015-10-30,9636.67,9746316.05562579
2015-11-02,9622.86,9732348.925410872
2015-11-03,9643.16,9752879.8988622
2015-11-04,9623.25,9732743.362831859
2015-11-05,9510.25,9618457.648546144
2015-11-06,9493.72,9601739.570164349
2015-11-09,9481.42,9589299.62073325
2015-11-10,9332.91,9439099.87357775
2015-11-11,9402.41,9509390.644753477
2015-11-13,9318.84,9424869.785082174
2015-11-16,9354.46,9460895.069532236
2015-11-17,9396.37,9503281.921618206
2015-11-18,9291.77,9397491.782553729
2015-11-19,9416.16,9523297.092288243
2015-11-20,9446.3,9553780.02528445
2015-11-23,9446.05,9553527.180783818
2015-11-24,9436.95,9544323.640960809
2015-11-26,9488.07,9596025.284450063
2015-11-27,9548.02,9656657.395701643
2015-11-30,9546.85,9655474.083438685
2015-12-01,9584.55,9693603.034134008
2015-12-02,9566.43,9675276.864728192
2015-12-03,9494.61,9602639.6965866
2015-12-04,9402.35,9509329.962073324
2015-12-07,9390.87,9497719.3426043
2015-12-08,9302.79,9408637.168141594
2015-12-09,9174.59,9278978.508217447
2015-12-10,9258.75,9364096.08091024
2015-12-11,9174.77,9279160.556257902
2015-12-14,9220.65,9325562.579013906
2015-12-15,9283.7,9389329.962073324
2015-12-16,9331.87,9438048.040455122
2015-12-17,9455.04,9562619.46902655
2015-12-18,9382.34,9489092.288242731
2015-12-21,9464.06,9571742.098609354
2015-12-22,9418.08,9525238.938053098
2015-12-23,9499.91,9608000.0
2015-12-24,9505.68,9613835.651074588
2015-12-28,9568.39,9677259.165613148
2015-12-29,9574.92,9683863.463969659
2015-12-30,9546.62,9655241.466498105
2015-12-31,9602.78,9712040.455120102
2016-01-01,9643.99,9753719.342604298
2016-01-04,9468.58,9576313.527180783
2016-01-05,9481.03,9588905.183312263
2016-01-06,9435.52,9542877.370417193
2016-01-07,9205.9,9310644.753476612
2016-01-08,9268.72,9374179.519595448
2016-01-11,9213.09,9317916.561314791
2016-01-12,9146.77,9250841.972187106
2016-01-13,9161.79,9266032.869785083
2016-01-14,9107.86,9211489.254108723
2016-01-15,8942.51,9044257.901390646
2016-01-18,8780.81,8880718.078381795
2016-01-19,8889.65,8990796.460176991
2016-01-20,8733.39,8832758.533501897
2016-01-21,8700.17,8799160.556257902
2016-01-22,8878.15,8979165.613147914
2016-01-25,8904.06,9005370.417193426
2016-01-27,8915.95,9017395.70164349
2016-01-28,8898.25,8999494.310998736
2016-01-29,9054.56,9157582.806573957
2016-02-01,9058.07,9161132.743362831
2016-02-02,8931.05,9032667.509481668
2016-02-03,8808.54,8908763.59039191
2016-02-04,8837.24,8937790.139064476
2016-02-05,8958.55,9060480.4045512
2016-02-08,8871.81,8972753.476611884
2016-02-09,8751.58,8851155.499367889
2016-02-10,8646.6,8744981.036662452
2016-02-11,8349.07,8444065.739570165
2016-02-12,8335.12,8429957.016434895
2016-02-15,8571.9,8669431.099873578
2016-02-16,8415.34,8511089.759797724
2016-02-17,8475.06,8571489.254108723
2016-02-18,8559.1,8656485.461441213
2016-02-19,8575.69,8673264.222503161
2016-02-22,8609.89,8707853.350189634
2016-02-23,8477.03,8573481.668773703
2016-02-24,8375.38,8470675.094816687
2016-02-25,8313.56,8408151.706700379
2016-02-26,8365.56,8460743.362831859
2016-02-29,8332.74,8427549.936788876
2016-03-01,8604.5,8702402.022756005
2016-03-02,8771.84,8871646.017699115
2016-03-03,8888.13,8989259.165613146
2016-03-04,8918.06,9019529.709228825
2016-03-08,8924.33,9025871.049304677
2016-03-09,8969.23,9071281.921618205
2016-03-10,8923.32,9024849.557522124
2016-03-11,8945.45,9047231.352718078
2016-03-14,8985.75,9087989.886219975
2016-03-15,8899.93,9001193.426042983
2016-03-16,8924.52,9026063.211125158
2016-03-17,8954.2,9056080.910240203
2016-03-18,9050.81,9153790.139064476
2016-03-21,9172.3,9276662.452591656
2016-03-22,9190.1,9294664.981036663
2016-03-23,9197.92,9302573.957016435
2016-03-28,9070.68,9173886.219974715
2016-03-29,9053.98,9156996.20733249
2016-03-30,9217.78,9322659.92414665
2016-03-31,9239.92,9345051.83312263
2016-04-01,9230.34,9335362.831858408
2016-04-04,9279.23,9384809.102402022
2016-04-05,9105.56,9209163.084702907
2016-04-06,9133.81,9237734.513274336
2016-04-07,9064.79,9167929.203539824
2016-04-08,9088.92,9192333.754740834
2016-04-11,9209.21,9313992.41466498
2016-04-12,9265.75,9371175.72692794
2016-04-13,9416.66,9523802.781289507
2016-04-18,9502.13,9610245.259165611
2016-04-20,9513.99,9622240.2022756
2016-04-21,9501.07,9609173.198482933
2016-04-22,9491.99,9599989.886219975
2016-04-25,9442.6,9550037.926675094
2016-04-26,9551.54,9660217.446270546
2016-04-27,9572.88,9681800.2528445
2016-04-28,9428.01,9535281.921618205
2016-04-29,9435.77,9543130.214917826
2016-05-02,9423.72,9530943.109987358
2016-05-03,9356.97,9463433.628318584
2016-05-04,9286.59,9392252.844500633
2016-05-05,9309.92,9415848.293299621
2016-05-06,9316.38,9422381.795195952
2016-05-09,9457.72,9565329.962073324
2016-05-10,9477.86,9585699.115044247
2016-05-11,9443.08,9550523.388116308
2016-05-12,9511.69,9619914.032869784
2016-05-13,9427.84,9535109.987357775
2016-05-16,9465.02,9572713.021491783
2016-05-17,9495.73,9603772.43994943
2016-05-18,9484.05,9591959.544879898
2016-05-19,9376.55,9483236.40960809
2016-05-20,9328.71,9434852.08596713
2016-05-23,9303.21,9409061.946902653
2016-05-24,9307.99,9413896.33375474
2016-05-25,9491.69,9599686.472819217
2016-05-26,9632.59,9742189.633375473
2016-05-27,9735.44,9846209.860935524
2016-05-30,9780.4,9891681.415929204
2016-05-31,9757.09,9868106.194690265
2016-06-01,9773.47,9884672.566371681
2016-06-02,9822.02,9933774.968394438
2016-06-03,9817.43,9929132.743362831
2016-06-06,9803.72,9915266.750948166
2016-06-07,9878.13,9990523.388116308
2016-06-08,9903.43,10016111.251580277
2016-06-09,9846.98,9959018.963337548
2016-06-10,9810.17,9921790.139064476
2016-06-13,9742.85,9853704.17193426
2016-06-14,9755.44,9866437.420986094
2016-06-15,9857.69,9969850.821744626
2016-06-16,9800.32,9911828.06573957
2016-06-17,9832.76,9944637.168141592
2016-06-20,9903.05,10015726.927939318
2016-06-21,9895.69,10008283.185840707
2016-06-22,9875.46,9987823.008849556
2016-06-23,9932.84,10045855.87863464
2016-06-24,9738.77,9849577.749683945
2016-06-27,9779.32,9890589.127686473
2016-06-28,9828.27,9940096.08091024
2016-06-29,9932.52,10045532.23767383
2016-06-30,10038.73,10152950.695322378
2016-07-01,10106.39,10221380.530973451
2016-07-04,10170.09,10285805.309734514
2016-07-05,10140.15,10255524.652338812
2016-07-07,10140.75,10256131.479140328
2016-07-08,10126.0,10241213.653603034
2016-07-11,10287.57,10404621.997471554
2016-07-12,10346.5,10464222.503160557
2016-07-13,10324.9,10442376.738305941
2016-07-14,10380.92,10499034.134007586
2016-07-15,10356.16,10473992.414664982
2016-07-18,10310.87,10428187.10493047
2016-07-19,10334.21,10451792.66750948
2016-07-20,10396.66,10514953.223767383
2016-07-21,10348.6,10466346.396965867
2016-07-22,10407.44,10525855.87863464
2016-07-25,10521.16,10640869.785082174
2016-07-26,10470.31,10589441.213653604
2016-07-27,10510.64,10630230.088495575
2016-07-28,10573.42,10693724.39949431
2016-07-29,10561.53,10681699.115044247
2016-08-01,10568.95,10689203.539823009
2016-08-02,10535.23,10655099.87357775
2016-08-03,10422.99,10541582.806573957
2016-08-04,10445.76,10564611.883691529
2016-08-05,10613.15,10733906.447534766
2016-08-08,10662.79,10784111.25158028
2016-08-09,10620.56,10741400.758533502
2016-08-10,10489.54,10608890.012642227
2016-08-11,10508.13,10627691.529709227
2016-08-12,10592.39,10712910.240202276
2016-08-16,10580.59,10700975.97977244
2016-08-17,10587.03,10707489.254108723
2016-08-18,10657.76,10779024.02022756
2016-08-19,10668.86,10790250.316055626
2016-08-22,10620.31,10741147.914032869
2016-08-23,10614.66,10735433.628318584
2016-08-24,10652.63,10773835.651074588
2016-08-25,10591.34,10711848.293299621
2016-08-26,10578.81,10699175.72692794
2016-08-29,10616.61,10737405.815423515
2016-08-30,10762.82,10885279.3931732
2016-08-31,10806.58,10929537.294563843
2016-09-01,10783.22,10905911.504424779
2016-09-02,10828.04,10951241.466498105
2016-09-06,10987.6,11112616.940581542
2016-09-07,10977.36,11102260.429835651
2016-09-08,11031.32,11156834.386852086
2016-09-09,10934.44,11058852.085967131
2016-09-12,10711.08,10832950.695322378
2016-09-14,10761.82,10884268.01517067
2016-09-15,10774.29,10896879.898862202
2016-09-16,10809.89,10932884.955752213
2016-09-19,10848.37,10971802.781289509
2016-09-20,10814.58,10937628.318584071
2016-09-21,10816.64,10939711.75726928
2016-09-22,10934.35,11058761.061946902
2016-09-23,10908.21,11032323.640960807
2016-09-26,10799.69,10922568.900126422
2016-09-27,10785.63,10908348.92541087
2016-09-28,10850.59,10974048.04045512
2016-09-29,10593.48,10714012.64222503
2016-09-30,10677.17,10798654.867256638
2016-10-03,10875.55,10999292.03539823
2016-10-04,10926.74,11051064.47534766
2016-10-05,10923.62,11047908.975979773
2016-10-06,10882.82,11006644.753476612
2016-10-07,10868.26,10991919.089759797
2016-10-10,10876.25,11000000.0
2016-10-13,10711.11,10832981.036662452
2016-10-14,10742.18,10864404.551201012
2016-10-17,10662.28,10783595.448798988
2016-10-18,10846.76,10970174.462705435
2016-10-19,10840.51,10963853.350189634
2016-10-20,10885.45,11009304.67762326
2016-10-21,10894.59,11018548.672566371
2016-10-24,10909.63,11033759.797724398
2016-10-25,10895.14,11019104.930467762
2016-10-26,10801.6,10924500.632111251
2016-10-27,10766.87,10889375.47408344
2016-10-28,10827.51,10950705.436156763
2016-10-30,10838.16,10961476.611883692
2016-11-01,10840.64,10963984.829329962
2016-11-02,10681.16,10802690.265486727
2016-11-03,10615.11,10735888.748419723
2016-11-04,10514.14,10633769.911504425
2016-11-07,10596.79,10717360.303413402
2016-11-08,10647.68,10768829.329962073
2016-11-09,10476.32,10595519.5954488
2016-11-10,10613.46,10734219.974715548
2016-11-11,10301.51,10418720.6068268
2016-11-15,9997.98,10111737.041719344
2016-11-16,10015.14,10129092.288242731
2016-11-17,9979.7,10093249.051833123
2016-11-18,9987.01,10100642.225031605
2016-11-21,9774.6,9885815.42351454
2016-11-22,9881.29,9993719.3426043
2016-11-23,9949.77,10062978.508217447
2016-11-24,9884.6,9997067.003792668
2016-11-25,10062.81,10177304.67762326
2016-11-28,10095.55,10210417.193426043
2016-11-29,10124.81,10240010.113780025
2016-11-30,10234.36,10350806.573957017
2016-12-01,10177.83,10293633.375474084
2016-12-02,10043.45,10157724.39949431
2016-12-05,10096.81,10211691.52970923
2016-12-06,10121.91,10237077.117572693
2016-12-07,10077.98,10192647.281921618
2016-12-08,10248.68,10365289.506953225
2016-12-09,10265.87,10382675.094816688
2016-12-12,10153.18,10268702.907711757
2016-12-13,10185.2,10301087.231352719
2016-12-14,10126.37,10241587.863463972
2016-12-15,10104.18,10219145.385587864
2016-12-16,10085.73,10200485.461441213
2016-12-19,10037.84,10152050.568900127
2016-12-20,9986.85,10100480.4045512
2016-12-21,9969.41,10082841.972187106
2016-12-22,9854.23,9966351.453855878
2016-12-23,9852.15,9964247.78761062
2016-12-26,9721.39,9832000.0
2016-12-27,9876.89,9989269.279393174
2016-12-28,9899.09,10011721.871049305
2016-12-29,9997.47,10111221.238938052
2016-12-30,10094.85,10209709.228824273
2017-01-02,10123.35,10238533.501896333
2017-01-03,10161.31,10276925.410872314
2017-01-04,10164.19,10279838.179519596
2017-01-05,10274.28,10391180.783817952
2017-01-06,10239.87,10356379.26675095
2017-01-09,10242.8,10359342.604298357
2017-01-10,10310.82,10428136.536030341
2017-01-11,10429.31,10547974.715549937
2017-01-12,10454.93,10573886.219974715
2017-01-13,10449.78,10568677.623261694
2017-01-16,10478.19,10597410.872313527
2017-01-17,10471.94,10591089.759797724
2017-01-18,10508.63,10628197.218710491
2017-01-19,10536.59,10656475.347661188
2017-01-20,10413.71,10532197.218710491
2017-01-23,10472.14,10591292.03539823
2017-01-24,10577.27,10697618.204804046
2017-01-25,10725.46,10847494.310998734
2017-01-27,10779.67,10902321.112515803
2017-01-30,10775.29,10897891.27686473
2017-01-31,10670.2,10791605.562579013
2017-02-01,10868.73,10992394.437420987
2017-02-02,10915.2,11039393.173198482
2017-02-03,10948.16,11072728.19216182
2017-02-06,11032.65,11158179.519595448
2017-02-07,10997.99,11123125.158027813
2017-02-08,11014.74,11140065.739570165
2017-02-09,11031.66,11157178.255372945
2017-02-10,11042.84,11168485.461441213
2017-02-13,11036.99,11162568.900126422
2017-02-14,11005.75,11130973.451327434
2017-02-15,10900.89,11024920.353982301
2017-02-16,10999.92,11125077.117572693
2017-02-17,11056.01,11181805.309734514
2017-02-20,11133.95,11260632.11125158
2017-02-21,11182.31,11309542.351453856
2017-02-22,11177.66,11304839.443742098
2017-02-23,11189.57,11316884.955752213
2017-02-27,11157.3,11284247.78761062
2017-02-28,11163.37,11290386.852085968
2017-03-01,11231.97,11359767.383059418
2017-03-02,11140.72,11267479.140328698
2017-03-03,11147.38,11274214.917825535
2017-03-06,11218.67,11346316.05562579
2017-03-07,11204.1,11331580.27812895
2017-03-08,11168.88,11295959.544879897
2017-03-09,11168.88,11295959.544879897
2017-03-10,11170.2,11297294.563843237
2017-03-14,11356.47,11485683.94437421
2017-03-15,11384.1,11513628.318584071
2017-03-16,11493.89,11624667.509481668
2017-03-17,11500.51,11631362.831858408
2017-03-20,11479.48,11610093.552465234
2017-03-21,11465.92,11596379.266750949
2017-03-22,11351.31,11480465.233881162
2017-03-23,11432.1,11562174.462705435
2017-03-24,11463.91,11594346.396965867
2017-03-27,11406.27,11536050.568900127
2017-03-28,11474.13,11604682.680151705
2017-03-29,11524.0,11655120.1011378
2017-03-30,11570.97,11702624.525916561
2017-03-31,11598.65,11730619.469026549
2017-04-03,11682.98,11815908.975979773
2017-04-05,11743.79,11877410.87231353
2017-04-06,11739.48,11873051.83312263
2017-04-07,11671.65,11804450.063211124
2017-04-10,11681.59,11814503.160556259
2017-04-11,11765.69,11899560.050568901
2017-04-12,11724.71,11858113.780025283
2017-04-13,11675.47,11808313.527180783
2017-04-17,11672.13,11804935.524652338
2017-04-18,11614.85,11747003.79266751
2017-04-19,11641.62,11774078.381795198
2017-04-20,11702.74,11835893.805309735
2017-04-21,11694.88,11827944.374209858
2017-04-24,11810.47,11944849.557522124
2017-04-25,11925.74,12061431.099873578
2017-04-26,11946.26,12082184.57648546
2017-04-27,11933.7,12069481.668773703
2017-04-28,11922.34,12057992.414664982
2017-05-02,11947.1,12083034.134007586
2017-05-03,11941.8,12077673.830594184
2017-05-04,11997.73,12134240.2022756
2017-05-05,11892.47,12027782.553729456
2017-05-08,11940.14,12075994.943109987
2017-05-09,11964.28,12100409.608091025
2017-05-10,12076.74,12214149.178255374
2017-05-11,12092.44,12230027.812895069
2017-05-12,12046.33,12183393.173198482
2017-05-15,12121.96,12259883.691529708
2017-05-16,12191.44,12330154.235145386
2017-05-17,12188.17,12326847.029077118
2017-05-18,12018.6,12155347.66118837
2017-05-19,11988.17,12124571.42857143
2017-05-22,11954.78,12090801.517067004
2017-05-23,11844.6,11979367.88874842
2017-05-24,11769.11,11903018.963337548
2017-05-25,11954.04,12090053.097345134
2017-05-26,12098.08,12235731.98482933
2017-05-29,12052.09,12189218.710493047
2017-05-30,12094.79,12232404.551201014
2017-05-31,12126.76,12264738.305941846
2017-06-01,12156.89,12295211.125158029
2017-06-02,12214.27,12353243.99494311
2017-06-05,12265.94,12405501.896333754
2017-06-06,12209.99,12348915.297092289
2017-06-07,12259.86,12399352.718078382
2017-06-08,12256.91,12396369.152970923
2017-06-09,12291.31,12431160.556257902
2017-06-12,12227.81,12366938.053097345
2017-06-13,12230.1,12369254.108723136
2017-06-14,12248.8,12388166.877370417
2017-06-15,12219.65,12358685.208596714
2017-06-16,12236.16,12375383.059418458
2017-06-19,12296.81,12436723.135271808
2017-06-20,12301.38,12441345.13274336
2017-06-21,12286.83,12426629.582806574
2017-06-22,12260.64,12400141.592920354
2017-06-23,12160.56,12298922.882427307
2017-06-27,12059.45,12196662.452591656
2017-06-28,12051.07,12188187.104930468
2017-06-29,12087.21,12224738.305941844
2017-06-30,12132.6,12270644.753476612
2017-07-03,12256.67,12396126.422250316
2017-07-04,12248.5,12387863.463969659
2017-07-05,12308.37,12448414.664981037
2017-07-06,12357.06,12497658.659924146
2017-07-07,12353.92,12494482.932996208
2017-07-10,12467.16,12609011.378002528
2017-07-11,12450.31,12591969.658659924
2017-07-12,12510.04,12652379.26675095
2017-07-13,12605.02,12748439.949431099
2017-07-14,12602.52,12745911.504424779
2017-07-17,12630.62,12774331.226295829
2017-07-18,12529.83,12672394.437420987
2017-07-19,12635.56,12779327.433628319
2017-07-20,12608.51,12751969.658659924
2017-07-21,12650.09,12794022.756005056
2017-07-24,12700.15,12844652.33881163
2017-07-25,12711.75,12856384.323640961
2017-07-26,12767.91,12913183.312262958
2017-07-27,12753.12,12898225.031605564
2017-07-28,12768.97,12914255.372945638
2017-07-31,12837.04,12983099.873577751
2017-08-01,12865.27,13011651.074589128
2017-08-02,12829.27,12975241.466498103
2017-08-03,12745.7,12890720.6068268
2017-08-04,12814.74,12960546.144121366
2017-08-07,12859.07,13005380.530973451
2017-08-08,12743.25,12888242.730720608
2017-08-09,12612.37,12755873.577749686
2017-08-10,12409.81,12551008.849557523
2017-08-11,12311.4,12451479.140328698
2017-08-14,12478.55,12620530.973451328
2017-08-16,12616.44,12759989.886219975
2017-08-17,12627.5,12771175.72692794
2017-08-18,12556.61,12699479.140328698
2017-08-21,12432.66,12574118.836915297
2017-08-22,12418.09,12559383.059418458
2017-08-23,12543.72,12686442.477876106
2017-08-24,12576.34,12719433.628318584
2017-08-28,12669.7,12813855.87863464
2017-08-29,12526.74,12669269.279393174
2017-08-30,12660.32,12804369.152970923
2017-08-31,12707.41,12851994.943109987
2017-09-01,12795.51,12941097.345132744
2017-09-04,12715.31,12859984.829329962
2017-09-05,12784.41,12929871.049304677
2017-09-06,12762.86,12908075.85335019
2017-09-07,12801.05,12946700.37926675
2017-09-08,12790.55,12936080.910240203
2017-09-11,12881.49,13028055.62579014
2017-09-12,12998.27,13146164.348925412
2017-09-13,12963.97,13111474.083438685
2017-09-14,12992.19,13140015.170670038
2017-09-15,12996.37,13144242.730720608
2017-09-18,13084.03,13232900.12642225
2017-09-19,13091.41,13240364.09608091
2017-09-20,13072.23,13220965.865992414
2017-09-21,13033.09,13181380.530973451
2017-09-22,12779.76,12925168.14159292
2017-09-25,12633.98,12777729.456384324
2017-09-26,12657.77,12801790.139064476
2017-09-27,12462.32,12604116.30847029
2017-09-28,12515.16,12657557.522123894
2017-09-29,12577.95,12721061.946902655
2017-10-03,12669.17,12813319.848293299
2017-10-04,12734.23,12879120.1011378
2017-10-05,12733.64,12878523.388116308
2017-10-06,12852.04,12998270.543615678
2017-10-09,12867.94,13014351.453855878
2017-10-10,12923.71,13070756.005056888
2017-10-11,12859.33,13005643.48925411
2017-10-12,13002.13,13150068.268015169
2017-10-13,13071.12,13219843.23640961
2017-10-16,13141.38,13290902.654867254
2017-10-17,13166.39,13316197.218710493
2017-10-18,13140.53,13290042.983565107
2017-10-19,13071.76,13220490.518331226
2017-10-23,13123.33,13272647.281921618
2017-10-24,13153.91,13303575.221238937
2017-10-25,13259.23,13410093.552465234
2017-10-26,13320.16,13471716.814159293
2017-10-27,13316.83,13468348.925410872
2017-10-30,13405.53,13558058.154235145
2017-10-31,13394.75,13547155.499367889
2017-11-01,13515.96,13669744.62705436
2017-11-02,13520.5,13674336.283185842
2017-11-03,13556.06,13710300.884955753
2017-11-06,13574.58,13729031.605562579
2017-11-07,13423.23,13575959.544879898
2017-11-08,13347.31,13499175.72692794
2017-11-09,13390.89,13543251.580278128
2017-11-10,13403.43,13555934.260429835
2017-11-13,13297.47,13448768.647281922
2017-11-14,13252.24,13403024.02022756
2017-11-15,13138.35,13287838.179519596
2017-11-16,13272.37,13423383.059418458
2017-11-17,13377.94,13530154.235145386
2017-11-20,13414.42,13567049.304677622
2017-11-21,13448.92,13601941.845764855
2017-11-22,13463.99,13617183.312262958
2017-11-23,13481.09,13634477.876106195
2017-11-24,13537.67,13691701.643489255
2017-11-27,13569.12,13723509.481668776
2017-11-28,13549.81,13703979.77243995
2017-11-29,13535.77,13689780.02528445
2017-11-30,13403.72,13556227.56005057
2017-12-01,13265.94,13416879.8988622
2017-12-04,13264.38,13415302.149178253
2017-12-05,13260.34,13411216.182048041
2017-12-06,13160.7,13310442.477876106
2017-12-07,13328.38,13480030.341340074
2017-12-08,13456.52,13609628.318584071
2017-12-11,13517.03,13670826.801517067
2017-12-12,13406.62,13559160.556257904
2017-12-13,13326.52,13478149.178255374
2017-12-14,13373.19,13525350.189633375
2017-12-15,13494.85,13648394.437420987
2017-12-18,13574.2,13728647.281921618
2017-12-19,13705.34,13861279.3931732
2017-12-20,13709.78,13865769.911504425
2017-12-21,13745.34,13901734.513274336
2017-12-22,13809.42,13966543.615676358
2017-12-26,13866.27,14024040.455120102
2017-12-27,13819.26,13976495.575221239
2017-12-28,13815.8,13972996.20733249
2017-12-29,13896.02,14054128.950695323
2018-01-01,13813.81,13970983.56510746
2018-01-02,13789.42,13946316.05562579
2018-01-03,13820.88,13978134.007585336
2018-01-04,13918.1,14076460.17699115
2018-01-05,14017.23,14176718.078381795
2018-01-08,14113.6,14274184.57648546
2018-01-09,14115.81,14276419.72187105
2018-01-10,14100.89,14261329.962073324
2018-01-11,14129.78,14290548.672566371
2018-01-12,14151.61,14312627.054361567
2018-01-15,14202.3,14363893.805309735
2018-01-16,14074.53,14234670.037926676
2018-01-17,14182.88,14344252.844500633
2018-01-18,14125.75,14286472.819216182
2018-01-19,14237.54,14399534.766118838
2018-01-22,14332.39,14495463.96965866
2018-01-23,14464.05,14628621.997471554
2018-01-24,14429.98,14594164.348925412
2018-01-25,14365.84,14529294.563843237
2018-01-29,14379.96,14543575.221238937
2018-01-30,14268.94,14431292.03539823
2018-01-31,14203.09,14364692.793931732
2018-02-01,14188.25,14349683.94437421
2018-02-02,13782.37,13939185.840707965
2018-02-05,13686.64,13842366.624525916
2018-02-06,13461.63,13614796.46017699
2018-02-07,13486.61,13640060.682680152
2018-02-08,13662.65,13818103.66624526
2018-02-09,13558.03,13712293.299620733
2018-02-12,13700.66,13856546.144121366
2018-02-14,13668.94,13824465.233881162
2018-02-15,13668.38,13823898.862199746
2018-02-16,13540.46,13694523.388116308
2018-02-19,13429.56,13582361.567635903
2018-02-20,13417.24,13569901.390644753
2018-02-21,13442.27,13595216.182048041
2018-02-22,13402.06,13554548.672566371
2018-02-23,13567.59,13721962.073324906
2018-02-26,13686.8,13842528.44500632
2018-02-27,13642.21,13797431.099873576
2018-02-28,13585.49,13740065.739570165
2018-03-01,13531.83,13685795.195954489
2018-03-05,13400.93,13553405.815423515
2018-03-06,13260.12,13410993.678887486
2018-03-07,13109.11,13258265.486725664
2018-03-08,13202.82,13353041.719342604
2018-03-09,13181.83,13331812.895069532
2018-03-12,13380.35,13532591.65613148
2018-03-13,13434.83,13587691.52970923
2018-03-14,13425.47,13578225.031605562
2018-03-15,13399.61,13552070.796460178
2018-03-16,13214.46,13364814.159292033
2018-03-19,13052.85,13201365.360303413
2018-03-20,13100.23,13249284.450063212
2018-03-21,13142.31,13291843.236409608
2018-03-22,13077.48,13226275.60050569
2018-03-23,12926.25,13073324.905183312
2018-03-26,13093.19,13242164.348925412
2018-03-27,13187.9,13337951.95954488
2018-03-28,13090.98,13239929.203539822
2018-04-02,13254.74,13405552.465233881
2018-04-03,13330.03,13481699.115044247
2018-04-04,13184.34,13334351.453855878
2018-04-05,13435.15,13588015.170670038
2018-04-06,13473.25,13626548.672566371
2018-04-09,13521.92,13675772.43994943
2018-04-10,13542.43,13696515.80278129
2018-04-11,13559.63,13713911.504424777
2018-04-12,13583.7,13738255.372945638
2018-04-13,13613.67,13768566.371681416
2018-04-16,13677.8,13833426.042983565
2018-04-17,13705.74,13861683.94437421
2018-04-18,13678.25,13833881.163084703
2018-04-19,13744.05,13900429.835651075
2018-04-20,13731.17,13887403.286978507
2018-04-23,13769.15,13925815.42351454
2018-04-24,13794.14,13951089.759797724
2018-04-25,13735.0,13891276.864728192
2018-04-26,13781.25,13938053.097345132
2018-04-27,13872.77,14030614.412136536
2018-04-30,13950.42,14109147.914032869
2018-05-02,13874.76,14032627.054361567
2018-05-03,13792.81,13949744.627054362
2018-05-04,13721.0,13877117.572692795
