date,tri,index_name,source_file,tri_return,calendar_gap_days
2016-09-12,10711.08,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.020427200661396472,3.0
2016-09-14,10761.82,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.004737150688819414,2.0
2016-09-15,10774.29,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0011587259404080008,1.0
2016-09-16,10809.89,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0033041620375910963,1.0
2016-09-19,10848.37,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.003559703197719921,3.0
2016-09-20,10814.58,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.003114753645017676,1.0
2016-09-21,10816.64,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0001904835878969724,1.0
2016-09-22,10934.35,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.010882307259925561,1.0
2016-09-23,10908.21,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0023906313589743267,1.0
2016-09-26,10799.69,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.009948470005619492,3.0
2016-09-27,10785.63,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.00130188922089447,1.0
2016-09-28,10850.59,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.006022828522765922,1.0
2016-09-29,10593.48,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.02369548568326707,1.0
2016-09-30,10677.17,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.00790014235171066,1.0
2016-10-03,10875.55,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.018579829673967874,3.0
2016-10-04,10926.74,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.004706888387254082,1.0
2016-10-05,10923.62,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0002855380470294655,1.0
2016-10-06,10882.82,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.003735025568447181,1.0
2016-10-07,10868.26,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0013378885252167683,1.0
2016-10-10,10876.25,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0007351682790068814,3.0
2016-10-13,10711.11,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.015183542121595117,3.0
2016-10-14,10742.18,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.002900726441984025,1.0
2016-10-17,10662.28,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.007437968829418162,3.0
2016-10-18,10846.76,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.017302115494997272,1.0
2016-10-19,10840.51,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0005762089324369279,1.0
2016-10-20,10885.45,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.00414556141731337,1.0
2016-10-21,10894.59,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0008396529312062473,1.0
2016-10-24,10909.63,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.001380501698549308,3.0
2016-10-25,10895.14,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.001328184365555929,1.0
2016-10-26,10801.6,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.008585479397235751,1.0
2016-10-27,10766.87,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0032152644052731993,1.0
2016-10-28,10827.51,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0056320917778331925,1.0
2016-10-30,10838.16,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0009836056489442857,2.0
2016-11-01,10840.64,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.00022882112830946433,2.0
2016-11-02,10681.16,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.014711308557428304,1.0
2016-11-03,10615.11,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.006183785281748344,1.0
2016-11-04,10514.14,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.009511912735713612,1.0
2016-11-07,10596.79,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.007860842636677967,3.0
2016-11-08,10647.68,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.004802397707230233,1.0
2016-11-09,10476.32,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.01609364669111024,1.0
2016-11-10,10613.46,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.013090474517769568,1.0
2016-11-11,10301.51,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.029391923086344973,1.0
2016-11-15,9997.98,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.029464612469434104,4.0
2016-11-16,10015.14,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0017163467020337997,1.0
2016-11-17,9979.7,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0035386424952620343,1.0
2016-11-18,9987.01,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.000732486948505473,1.0
2016-11-21,9774.6,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.02126862794770401,3.0
2016-11-22,9881.29,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.010915024655740346,1.0
2016-11-23,9949.77,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.006930269225981611,1.0
2016-11-24,9884.6,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.006549900148445698,1.0
2016-11-25,10062.81,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.018029055298140362,1.0
2016-11-28,10095.55,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0032535643622406685,3.0
2016-11-29,10124.81,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0028983066796757218,1.0
2016-11-30,10234.36,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.010819956127571917,1.0
2016-12-01,10177.83,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.005523550080317685,1.0
2016-12-02,10043.45,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.013203207363455594,1.0
2016-12-05,10096.81,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.005312915382662098,3.0
2016-12-06,10121.91,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.002485933676081853,1.0
2016-12-07,10077.98,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.004340089963257965,1.0
2016-12-08,10248.68,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.016937918114542816,1.0
2016-12-09,10265.87,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0016772891728495942,1.0
2016-12-12,10153.18,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.010977150499665411,3.0
2016-12-13,10185.2,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.0031536917497769767,1.0
2016-12-14,10126.37,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.005776027962141161,1.0
2016-12-15,10104.18,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.00219130843530313,1.0
2016-12-16,10085.73,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0018259769719067842,1.0
2016-12-19,10037.84,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.004748292885096039,3.0
2016-12-20,9986.85,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.005079778119595479,1.0
2016-12-21,9969.41,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0017462963797394426,1.0
2016-12-22,9854.23,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.011553341672175255,1.0
2016-12-23,9852.15,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.0002110768674975505,1.0
2016-12-26,9721.39,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,-0.013272229919357725,3.0
2016-12-27,9876.89,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.01599565494234878,1.0
2016-12-28,9899.09,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.002247671078649427,1.0
2016-12-29,9997.47,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.009938287256707312,1.0
2016-12-30,10094.85,NIFTY 500,NIFTY 500_Historical_TR_01012016to31122016.csv,0.009740464337477439,1.0
2017-01-02,10123.35,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0028232217417791805,3.0
2017-01-03,10161.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0037497468723297622,1.0
2017-01-04,10164.19,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0002834280225680885,1.0
2017-01-05,10274.28,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.010831163132527077,1.0
2017-01-06,10239.87,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00334913979373741,1.0
2017-01-09,10242.8,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0002861364450914561,3.0
2017-01-10,10310.82,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.006640762291560964,1.0
2017-01-11,10429.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.011491811514506178,1.0
2017-01-12,10454.93,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002456538352009874,1.0
2017-01-13,10449.78,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0004925905768856653,1.0
2017-01-16,10478.19,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002718717523239711,3.0
2017-01-17,10471.94,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.000596477063309564,1.0
2017-01-18,10508.63,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0035036487985988796,1.0
2017-01-19,10536.59,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002660670325246972,1.0
2017-01-20,10413.71,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.011662217093006522,1.0
2017-01-23,10472.14,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005610872590076088,3.0
2017-01-24,10577.27,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.010039017812978113,1.0
2017-01-25,10725.46,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.01401023137350177,1.0
2017-01-27,10779.67,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005054328672150277,2.0
2017-01-30,10775.29,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0004063204161165457,3.0
2017-01-31,10670.2,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.009752869760349836,1.0
2017-02-01,10868.73,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.01860602425446567,1.0
2017-02-02,10915.2,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004275568534686247,1.0
2017-02-03,10948.16,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0030196423336263933,1.0
2017-02-06,11032.65,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.007717278519860926,3.0
2017-02-07,10997.99,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.003141584297516875,1.0
2017-02-08,11014.74,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0015230055673809417,1.0
2017-02-09,11031.66,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.001536123412808621,1.0
2017-02-10,11042.84,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.001013446752347269,1.0
2017-02-13,11036.99,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0005297550267866491,3.0
2017-02-14,11005.75,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0028304818614495186,1.0
2017-02-15,10900.89,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00952774685959612,1.0
2017-02-16,10999.92,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009084579332513387,1.0
2017-02-17,11056.01,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005099127993658081,1.0
2017-02-20,11133.95,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.007049559470369449,3.0
2017-02-21,11182.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004343471993317527,1.0
2017-02-22,11177.66,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0004158353685418392,1.0
2017-02-23,11189.57,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0010655181853804763,1.0
2017-02-27,11157.3,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0028839356650881554,4.0
2017-02-28,11163.37,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0005440384322372704,1.0
2017-03-01,11231.97,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.006145097761697249,1.0
2017-03-02,11140.72,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.008124131385678579,1.0
2017-03-03,11147.38,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0005978069640022454,1.0
2017-03-06,11218.67,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.006395224707509861,3.0
2017-03-07,11204.1,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0012987279240764815,1.0
2017-03-08,11168.88,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00314349211449394,1.0
2017-03-09,11168.88,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0,1.0
2017-03-10,11170.2,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.00011818552979359076,1.0
2017-03-14,11356.47,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.01667561905785031,4.0
2017-03-15,11384.1,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002432974330932147,1.0
2017-03-16,11493.89,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009644152809620277,1.0
2017-03-17,11500.51,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.000575958182999825,1.0
2017-03-20,11479.48,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0018286145570935997,3.0
2017-03-21,11465.92,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0011812381745514022,1.0
2017-03-22,11351.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.009995709022913135,1.0
2017-03-23,11432.1,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.007117240212803688,1.0
2017-03-24,11463.91,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002782515898216431,1.0
2017-03-27,11406.27,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.005027952941012215,3.0
2017-03-28,11474.13,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005949359431260071,1.0
2017-03-29,11524.0,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004346299022235378,1.0
2017-03-30,11570.97,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004075841721624451,1.0
2017-03-31,11598.65,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0023921935671771255,1.0
2017-04-03,11682.98,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0072706737422028045,3.0
2017-04-05,11743.79,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005205007626478908,2.0
2017-04-06,11739.48,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00036700247535093045,1.0
2017-04-07,11671.65,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.005777939056925807,1.0
2017-04-10,11681.59,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0008516362296675517,3.0
2017-04-11,11765.69,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.007199362415561517,1.0
2017-04-12,11724.71,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0034830086463268906,1.0
2017-04-13,11675.47,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00419967743338634,1.0
2017-04-17,11672.13,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00028606985414725283,4.0
2017-04-18,11614.85,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.004907416212807658,1.0
2017-04-19,11641.62,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0023048080689807016,1.0
2017-04-20,11702.74,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005250128418553324,1.0
2017-04-21,11694.88,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0006716375823098142,1.0
2017-04-24,11810.47,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009883812403376435,3.0
2017-04-25,11925.74,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009759984149657175,1.0
2017-04-26,11946.26,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0017206479430207366,1.0
2017-04-27,11933.7,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0010513750747095374,1.0
2017-04-28,11922.34,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0009519260581378752,1.0
2017-05-02,11947.1,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002076773519292363,4.0
2017-05-03,11941.8,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00044362230164651795,1.0
2017-05-04,11997.73,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0046835485437706215,1.0
2017-05-05,11892.47,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.008773326287556116,1.0
2017-05-08,11940.14,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004008418772551092,3.0
2017-05-09,11964.28,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0020217518387557476,1.0
2017-05-10,12076.74,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009399646280427998,1.0
2017-05-11,12092.44,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0013000197073052,1.0
2017-05-12,12046.33,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0038131262177030223,1.0
2017-05-15,12121.96,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.006278260681883863,3.0
2017-05-16,12191.44,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005731746351250289,1.0
2017-05-17,12188.17,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0002682209812786551,1.0
2017-05-18,12018.6,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.013912671057262904,1.0
2017-05-19,11988.17,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0025319088745777707,1.0
2017-05-22,11954.78,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0027852457881394344,3.0
2017-05-23,11844.6,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.009216397123159137,1.0
2017-05-24,11769.11,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0063733684548232805,1.0
2017-05-25,11954.04,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.015713167775643244,1.0
2017-05-26,12098.08,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.012049482852658944,1.0
2017-05-29,12052.09,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0038014296483408483,3.0
2017-05-30,12094.79,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0035429539606823823,1.0
2017-05-31,12126.76,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0026432869028729655,1.0
2017-06-01,12156.89,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002484587804161942,1.0
2017-06-02,12214.27,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004719957160096211,1.0
2017-06-05,12265.94,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004230297840149166,3.0
2017-06-06,12209.99,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.004561411518399838,1.0
2017-06-07,12259.86,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0040843604294515945,1.0
2017-06-08,12256.91,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00024062264985091897,1.0
2017-06-09,12291.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0028065801250070077,1.0
2017-06-12,12227.81,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.005166251603775374,3.0
2017-06-13,12230.1,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.00018727801625972873,1.0
2017-06-14,12248.8,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0015290144806665573,1.0
2017-06-15,12219.65,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.002379824962445265,1.0
2017-06-16,12236.16,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0013511025274863808,1.0
2017-06-19,12296.81,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0049566203776347795,3.0
2017-06-20,12301.38,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0003716411004155429,1.0
2017-06-21,12286.83,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0011827941255371233,1.0
2017-06-22,12260.64,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0021315506115084926,1.0
2017-06-23,12160.56,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.008162706025134137,1.0
2017-06-27,12059.45,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.008314584196780328,4.0
2017-06-28,12051.07,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0006948907288475414,1.0
2017-06-29,12087.21,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.002998903831775923,1.0
2017-06-30,12132.6,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.003755209018458494,1.0
2017-07-03,12256.67,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.010226167515619,3.0
2017-07-04,12248.5,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0006665758317716541,1.0
2017-07-05,12308.37,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004887945462709764,1.0
2017-07-06,12357.06,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0039558446813021675,1.0
2017-07-07,12353.92,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0002541057500732302,1.0
2017-07-10,12467.16,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.009166321297207736,3.0
2017-07-11,12450.31,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0013515507942466476,1.0
2017-07-12,12510.04,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004797470906346968,1.0
2017-07-13,12605.02,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.007592301863143414,1.0
2017-07-14,12602.52,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.00019833367975619076,1.0
2017-07-17,12630.62,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0022297127876012013,3.0
2017-07-18,12529.83,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.007979814134223107,1.0
2017-07-19,12635.56,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.008438262929345353,1.0
2017-07-20,12608.51,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.002140783629692611,1.0
2017-07-21,12650.09,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0032977726947911457,1.0
2017-07-24,12700.15,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0039572840983739255,3.0
2017-07-25,12711.75,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0009133750388774509,1.0
2017-07-26,12767.91,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.004417959761637835,1.0
2017-07-27,12753.12,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0011583728268760307,1.0
2017-07-28,12768.97,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0012428331263250048,1.0
2017-07-31,12837.04,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.005330891998336806,3.0
2017-08-01,12865.27,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0021991050896468245,1.0
2017-08-02,12829.27,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0027982312069626536,1.0
2017-08-03,12745.7,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.006514010539960591,1.0
2017-08-04,12814.74,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0054167287791175855,1.0
2017-08-07,12859.07,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0034592976525469332,3.0
2017-08-08,12743.25,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0090068721921569,1.0
2017-08-09,12612.37,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.010270535381476376,1.0
2017-08-10,12409.81,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.0160604232194268,1.0
2017-08-11,12311.4,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.007930016656177652,1.0
2017-08-14,12478.55,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.013576847474698228,3.0
2017-08-16,12616.44,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.011050162078126258,2.0
2017-08-17,12627.5,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,0.0008766339791572708,1.0
2017-08-18,12556.61,NIFTY 500,NIFTY 500_Historical_TR_01012017to31122017.csv,-0.005613937834092253,1.0
