symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
SHARONBIO,Sharon Bio-Medicine Limited,EQ,2.0,Dividend Of Rs 1.80/- Per Share,2013-01-03,,2013-01-07,2013-01-08,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,DIVIDEND OF RS 1.80/- PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.8,,,,,1,False,False
VISESHINFO,Visesh Infotecnics Limited,EQ,1.0,Face Value Split From Rs 10 To Re 1,2013-01-03,2013-01-04,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,FACE VALUE SPLIT FROM RS 10 TO RE 1,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,10.0,1.0,1,False,False
NELCO,NELCO Limited,EQ,10.0,Annual General Meeting/Dividend Re 0.50 Per Share,2013-01-04,,2013-01-08,2013-01-10,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
CHESLINTEX,Cheslind Textiles Limited,EQ,10.0,Annual General Meeting,2013-01-15,,2013-01-17,2013-01-21,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TATASTLBSL,Tata Steel Bsl Limited,EQ,2.0,Right Issue 1:15 @ Premium Of Rs 333 Per Share,2013-01-15,2013-01-16,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,RIGHT ISSUE 1:15 @ PREMIUM OF RS 333 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,15.0,,,1,False,False
SIEMENS,Siemens Limited,EQ,2.0,Annual General Meeting / Dividend Rs. 6/- Per Share,2013-01-16,,2013-01-18,2013-01-31,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND RS. 6/- PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,6.0,,,,,1,False,False
CHEMFALKAL,Chemfab Alkalis Limited,EQ,5.0,Interim Dividend Rs.5.00 Per Share,2013-01-17,2013-01-18,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS.5.00 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
MPHASIS,MphasiS Limited,EQ,10.0,Annual General Meeting/Dividend Rs.17 Per Share,2013-01-17,,2013-01-21,2013-02-01,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS.17 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,17.0,,,,,1,False,False
RSSOFTWARE,R. S. Software (India) Limited,EQ,5.0,Interim Dividend Rs.1.50 Per Share,2013-01-17,2013-01-18,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS.1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
HCLTECH,HCL Technologies Limited,EQ,2.0,Interim Dividend Of Rs 2/- Per Equity Share (Purpose Revised),2013-01-21,2013-01-22,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND OF RS 2/- PER EQUITY SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
VARUNSHIP,Varun Shipping Company Limited,EQ,10.0,Annual General Meeting/Dividend Re 0.50 Per Share,2013-01-22,,2013-01-24,2013-02-04,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
AJRINFRA,AJR INFRA AND TOLLING LIMITED,EQ,2.0,Bonus 1:34,2013-01-23,2013-01-24,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,BONUS 1:34,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,34.0,,,1,False,False
BAJAJCON,Bajaj Consumer Care Limited,EQ,1.0,Interim Dividend Rs 6.50 Per Share,2013-01-23,2013-01-25,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 6.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.5,,,,,1,False,False
BAJFINANCE,Bajaj Finance Limited,EQ,1.0,Rights 3:19 @ Premium Rs 1090 Per Share,2013-01-23,2013-01-25,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,RIGHTS 3:19 @ PREMIUM RS 1090 PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,19.0,,,1,False,False
OIL,Oil India Limited,EQ,10.0,Interim Dividend Rs 11 Per Share,2013-01-23,2013-01-24,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 11 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,11.0,,,,,1,False,False
TCS,Tata Consultancy Services Limited,EQ,1.0,Interim Dividend 3 Per Share,2013-01-23,2013-01-24,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
WALCHANNAG,Walchandnagar Industries Limited,EQ,2.0,Annual General Meeting / Dividend Re 1 Per Share,2013-01-23,,2013-01-25,2013-01-31,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
WIPRO,Wipro Limited,EQ,2.0,Interim Dividend Rs 2 Per Share (Purpose Revised),2013-01-23,2013-01-25,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
XLENERGY,XL Energy Limited,EQ,10.0,Annual General Meeting,2013-01-23,,2013-01-27,2013-02-04,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
20MICRONS,20 Microns Limited,EQ,5.0,Face Value Split Rs 10 To Rs 5,2013-01-28,2013-01-29,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,FACE VALUE SPLIT RS 10 TO RS 5,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,,,1,False,True
SUNTV,Sun TV Network Limited,EQ,5.0,Interim Dividend Rs 2.50 Per Share (Purpose Revised),2013-01-28,2013-01-29,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
SUPREMEIND,Supreme Industries Limited,EQ,2.0,Interim Dividend Rs 2 Per Share (Purpose Revised),2013-01-28,2013-01-29,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
BEL,Bharat Electronics Limited,EQ,1.0,Interim Dividend Rs 6 Per Share (Purpose Revised),2013-01-30,2013-01-31,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,2.0,Interim Dividend Rs 2.50 Per Share,2013-01-30,2013-01-31,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
DBCORP,D.B.Corp Limited,EQ,10.0,Interim Dividend Rs 2 Per Share,2013-01-30,2013-01-31,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
MRF,MRF Limited,EQ,10.0,Annual General Meeting/Dividend Rs 19 Per Share,2013-01-30,,2013-02-01,2013-02-07,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 19 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,19.0,,,,,1,False,False
APTECHT,Aptech Limited,EQ,10.0,Interim Dividend Rs 1.50 Per Share,2013-01-31,2013-02-01,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
AUTOAXLES,Automotive Axles Limited,EQ,10.0,Annual General Meeting/Dividend Rs 10 Per Share,2013-01-31,,2013-02-04,2013-02-06,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,10.0,,,,,1,False,False
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,1.0,Annual General Meeting/Dividend Re 0.10 Per Share,2013-01-31,,2013-02-02,2013-02-14,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND RE 0.10 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.1,,,,,1,False,False
DHANI,Dhani Services Limited,EQ,2.0,2nd Interim Dividend Re 1 Per Share,2013-01-31,2013-02-01,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,2ND INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
PERSISTENT,Persistent Systems Limited,EQ,5.0,Interim Dividend Rs 6 Per Share (Purpose Revised),2013-01-31,,2013-02-02,2013-02-02,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
RBL,Rane Brake Lining Limited,EQ,10.0,Interim Dividend 2 Per Share,2013-01-31,2013-02-01,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND 2 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
RML,Rane (Madras) Limited,EQ,10.0,Interim Dividend Rs 2 Per Share,2013-01-31,2013-02-02,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
SANDESH,The Sandesh Limited,EQ,10.0,Buyback- Tender Offer,2013-01-31,2013-02-01,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,BUYBACK- TENDER OFFER,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False
ZENSARTECH,Zensar Technologies Limited,EQ,2.0,Interim Dividend Rs 3.50 Per Share,2013-01-31,2013-02-01,,,,,corporate_actions_20130101_20130131.json,NSE corporate actions API,INTERIM DIVIDEND RS 3.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.5,,,,,1,False,False
GANDHITUBE,Gandhi Special Tubes Limited,EQ,5.0,Interim Dividend Rs 6 Per Share (Purpose Revised),2013-02-01,2013-02-04,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
INDIABULLS,Indiabulls Financial Services Limited,EQ,2.0,Interim Dividend Rs 5.50 Per Share,2013-02-01,2013-02-04,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.5,,,,,1,False,False
KANANIIND,Kanani Industries Limited,EQ,1.0,Bonus 1:10,2013-02-01,,2013-02-05,2013-02-05,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,BONUS 1:10,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,10.0,,,1,False,False
TCI,Transport Corporation of India Limited,EQ,2.0,Interim Dividend Re 0.40 Per Share (Purpose Revised),2013-02-01,2013-02-04,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.40 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.4,,,,,1,False,False
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,5.0,Interim Dividend Rs 6 Per Share (Purpose Revised),2013-02-01,2013-02-04,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
BANARBEADS,Banaras Beads Limited,EQ,10.0,Interim Dividend  Rs 2.50 Per Share (Purpose Revised),2013-02-04,2013-02-05,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
IIFL,IIFL Finance Limited,EQ,2.0,Interim Dividend Rs 3 Per Share (Purpose Revised),2013-02-04,2013-02-05,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
PFC,Power Finance Corporation Limited,EQ,10.0,Interim Dividend Rs 6 Per Share  (Purpose Revised),2013-02-04,2013-02-05,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
BHEL,Bharat Heavy Electricals Limited,EQ,2.0,Interim Dividend Rs 2.12 Per Share (Purpose Revised),2013-02-05,2013-02-06,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.12 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.12,,,,,1,False,False
BIRLANU,BirlaNu Limited,EQ,10.0,Interim Dividend Rs 7.50 Per Share,2013-02-05,2013-02-06,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 7.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,7.5,,,,,1,False,False
EIDPARRY,EID Parry India Limited,EQ,1.0,Interim Dividend Rs 6 Per Share (Purpose Revised),2013-02-05,2013-02-06,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.0,,,,,1,False,False
IDFC,IDFC Limited,H5,5000.0,Interest Payment,2013-02-05,2013-02-06,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTEREST PAYMENT,False,False,False,False,False,False,False,False,False,True,False,INTEREST,,,,,,0,False,False
EDELWEISS,Edelweiss Financial Services Limited,EQ,1.0,Interim Dividend Re 0.55 Per Share,2013-02-06,2013-02-07,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.55 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.55,,,,,1,False,False
GRAVITA,Gravita India Limited,EQ,2.0,Interim Dividend Re 0.30 Per Share,2013-02-06,2013-02-07,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.30 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.3,,,,,1,False,False
SIGNETIND,Signet Industries Limited,EQ,10.0,Interim Dividend @ 12% On Equity Shares.,2013-02-06,2013-02-07,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND @ 12% ON EQUITY SHARES.,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,12.0,,,,,1,False,False
TVSMOTOR,TVS Motor Company Limited,EQ,1.0,Interim Dividend Re 0.60 Per Share (Purpose Revised),2013-02-06,2013-02-07,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.60 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.6,,,,,1,False,False
63MOONS,63 moons technologies limited,EQ,2.0,Interim Dividend Rs 2 Per Share (Purpose Revised),2013-02-07,2013-02-08,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
GODREJCP,Godrej Consumer Products Limited,EQ,1.0,Interim Dividend Re 1 Per Share (Purpose Revised),2013-02-07,2013-02-08,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,10.0,Interim Dividend Rs.5.50 Per Share,2013-02-07,2013-02-08,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS.5.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.5,,,,,1,False,False
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,1.0,Interim Dividend Rs 5 Per Share (Purpose Revised),2013-02-07,2013-02-08,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
AVTNPL,AVT Natural Products Limited,EQ,1.0,Interim Dividend Re 0.50 Per Share,2013-02-08,2013-02-11,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
GFLLIMITED,GFL Limited,EQ,1.0,Interim Dividend Rs 1.50 Per Share,2013-02-08,2013-02-11,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
RECLTD,REC Limited,EQ,10.0,Interim Dividend Rs 6.75 Per Share (Purpose Revised),2013-02-08,2013-02-11,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 6.75 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,6.75,,,,,1,False,False
SURYAROSNI,Surya Roshni Limited,EQ,5.0,2nd Interim Dividend Re 1 Per Share (Purpose Revised),2013-02-08,2013-02-11,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,2ND INTERIM DIVIDEND RE 1 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
AARTIDRUGS,Aarti Drugs Limited,EQ,10.0,Interim Dividend  Rs 3 Per Share (Purpose Revised),2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
AARTIIND,Aarti Industries Limited,EQ,5.0,Interim Dividend Re 1.25 Per Share (Purpose Revised),2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1.25 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.25,,,,,1,False,False
ASHOKA,Ashoka Buildcon Limited,EQ,5.0,Interim Dividend Rs 2 Per Share,2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
CONCOR,Container Corporation of India Limited,EQ,5.0,Interim Dividend Rs 8 Per Share,2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 8 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,8.0,,,,,1,False,False
CUMMINSIND,Cummins India Limited,EQ,2.0,Interim Dividend Rs 5 Per Share,2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
GREAVESCOT,Greaves Cotton Limited,EQ,2.0,3rd Interim Dividend Re 0.40 Per Share,2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,3RD INTERIM DIVIDEND RE 0.40 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.4,,,,,1,False,False
IRB,IRB Infrastructure Developers Limited,EQ,1.0,Interim Dividend  Re 1 Per Share (Purpose Revised),2013-02-11,2013-02-12,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
SHRIASTER,Shri Aster Silicates Limited,EQ,10.0,Annual General Meeting,2013-02-11,,2013-02-13,2013-02-15,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
DCMSHRIRAM,DCM Shriram Limited,EQ,2.0,Interim Dividend Re 0.80 Per Share,2013-02-12,2013-02-13,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.80 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.8,,,,,1,False,False
PRADIP,Pradip Overseas Limited,EQ,10.0,Bonus 1:5,2013-02-12,2013-02-13,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,BONUS 1:5,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,5.0,,,1,False,False
TRIVENI,Triveni Engineering & Industries Limited,EQ,1.0,Annual General Meeting / Dividend Re 0.10 Per Share,2013-02-12,,2013-02-14,2013-02-19,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND RE 0.10 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.1,,,,,1,False,False
TUBEINVEST,Tube Investments of India Limited,EQ,2.0,Interim Dividend Rs 1.50 Per Share,2013-02-12,2013-02-13,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.5,,,,,1,False,False
BSLIMITED,BS Limited,EQ,1.0,Interim Dividend Re 1 Per Share,2013-02-13,2013-02-14,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
TVSHLTD,TVS Holdings Limited,EQ,5.0,Interim Dividend Rs 9 Per Share (Purpose Revised),2013-02-13,2013-02-14,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 9 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,9.0,,,,,1,False,False
ANTELOPUS,Antelopus Selan Energy Limited,EQ,10.0,Interim Dividend Rs 5 Per Share (Purpose Revised),2013-02-14,2013-02-16,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 5 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,5.0,,,,,1,False,False
CARBORUNIV,Carborundum Universal Limited,EQ,1.0,Interim Dividend Re 0.50 Per Share,2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
IL&FSENGG,IL&FS Engineering and Construction Company Limited,EQ,10.0,Annual General Meeting,2013-02-14,,2013-02-18,2013-02-22,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
KPRMILL,K.P.R. Mill Limited,EQ,1.0,Interim Dividend Rs 3 Per Share (Purpose Revised),2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 3 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5.0,Interim Dividend Rs 2.25 Per Share (Purpose Revised),2013-02-14,2013-02-16,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.25 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.25,,,,,1,False,False
MOIL,MOIL Limited,EQ,10.0,Interim Dividend Rs 2 Per Share (Purpose Revised),2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.0,,,,,1,False,False
OCL,OCL India Limited,EQ,2.0,Interim Dividend Rs 2.50 Per Share,2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
RANEHOLDIN,Rane Holdings Limited,EQ,10.0,Interim Dividend Rs 3.50 Per Share,2013-02-14,2013-02-16,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 3.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.5,,,,,1,False,False
SUNDARMFIN,Sundaram Finance Limited,EQ,10.0,Interim Dividend Rs 4.50 Per Share (Purpose Revised),2013-02-14,2013-02-15,,,,,corporate_actions_20130201_20130228.json,NSE corporate actions API,INTERIM DIVIDEND RS 4.50 PER SHARE (PURPOSE REVISED),True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,4.5,,,,,1,False,False
