symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review
SEPC,SEPC Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SERVOTECH,Servotech Renewable Power System Limited,EQ,1.0,Annual General Meeting/Dividend - Re 0.05 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.05 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.05,,,,,1,False,False
SETCO,Setco Automotive Limited,EQ,2.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SHALPAINTS,Shalimar Paints Limited,EQ,2.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SHANTI,Shanti Overseas (India) Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SHIVALIK,Shivalik Rasayan Limited,EQ,5.0,Annual General Meeting/Dividend - Re 0.50 Per Share,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 1.50 Per Share,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.5,,,,,1,False,False
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SILGO,Silgo Retail Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SIMBHALS,Simbhaoli Sugars Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SONAMLTD,SONAM LIMITED,EQ,5.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,10.0,Annual General Meeting/Dividend - Re 0.50 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
SPCENET,Spacenet Enterprises India Limited,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SPLIL,SPL Industries Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
STEELCITY,Steel City Securities Limited,EQ,10.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,,2024-09-22,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
STEL,Stel Holdings Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SUMIT,Sumit Woods Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SUNDARAM,Sundaram Multi Pap Limited,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
SUNDROP,Sundrop Brands Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 3 Per Share,2024-09-20,,2024-09-21,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,3.0,,,,,1,False,False
SUPRIYA,Supriya Lifescience Limited,EQ,2.0,Annual General Meeting/Dividend - Rs 0.80 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.80 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.8,,,,,1,False,False
SURAJEST,Suraj Estate Developers Limited,EQ,5.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,2024-09-20,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TARMAT,Tarmat Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TARSONS,Tarsons Products Limited,EQ,2.0,Annual General Meeting/Dividend - Rs 2 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,2.0,,,,,1,False,False
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,1.0,Annual General Meeting/Dividend - Rs 0.15 Per Share,2024-09-20,,2024-09-21,2024-09-26,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.15 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.15,,,,,1,False,False
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
THOMASCOTT,Thomas Scott (India) Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TI,Tilaknagar Industries Limited,EQ,10.0,Dividend - Rs 0.50 Per Share,2024-09-20,2024-09-20,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RS 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
TIMETECHNO,Time Technoplast Limited,EQ,1.0,Annual General Meeting/Dividend - Rs 2 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,2.0,,,,,1,False,False
TIRUPATIFL,Tirupati Forge Limited,EQ,2.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TMB,Tamilnad Mercantile Bank Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 10 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,10.0,,,,,1,False,False
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,10.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
TNTELE,Tamilnadu Telecommunication Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TOUCHWOOD,Touchwood Entertainment Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 0.40 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.4,,,,,1,False,False
TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
TRIGYN,Trigyn Technologies Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
UCAL,UCAL LIMITED,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
UEL,Ujaas Energy Limited,EQ,1.0,Bonus 1:4,2024-09-20,2024-09-20,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,BONUS 1:4,False,True,False,False,False,False,False,False,False,False,False,BONUS,,1.0,4.0,,,1,False,False
UNIINFO,Uniinfo Telecom Services Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
UNIVASTU,Univastu India Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
UNIVPHOTO,Universus Photo Imagings Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
V2RETAIL,V2 Retail Limited,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
VAKRANGEE,Vakrangee Limited,EQ,1.0,Dividend - Re 0.05 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RE 0.05 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.05,,,,,1,False,False
VETO,Veto Switchgears And Cables Limited,EQ,10.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,,2024-09-22,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
VISHNU,Vishnu Chemicals Limited,EQ,2.0,Annual General Meeting/Dividend - Rs 0.30 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.30 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.3,,,,,1,False,False
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,2.0,Dividend - Rs 0.20 Per Share,2024-09-20,2024-09-20,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RS 0.20 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.2,,,,,1,False,False
VIVIDHA,Visagar Polytex Limited,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
VLSFINANCE,VLS Finance Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 1.5 Per Share/Special Dividend - Re 1 Per Share,2024-09-20,,2024-09-21,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.5 PER SHARE/SPECIAL DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.5,,,,,1,False,False
WANBURY,Wanbury Limited,EQ,10.0,Annual General Meeting,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
WEBELSOLAR,Websol Energy System Limited,EQ,1.0,Annual General Meeting,2024-09-20,,2024-09-23,2024-09-28,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ZOTA,Zota Health Care LImited,EQ,10.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,2024-09-21,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,10.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-20,,2024-09-21,2024-09-27,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
3IINFOLTD,3i Infotech Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AARTECH,Aartech Solonics Limited,EQ,5.0,Annual General Meeting/Dividend - Rs 0.25 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.25 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.25,,,,,1,False,False
ABHISHEK,Abhishek Corporation Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AKSHARCHEM,AksharChem India Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 0.50 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.50 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.5,,,,,1,False,False
ANTGRAPHIC,Antarctica Limited,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ARENTERP,Rajdarshan Industries Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ASHAPURMIN,Ashapura Minechem Limited,EQ,2.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ASTRON,Astron Paper & Board Mill Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
ATAM,Atam Valves Limited,EQ,10.0,Dividend - Rs 0.75 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RS 0.75 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.75,,,,,1,False,False
AURIGROW,Auri Grow India Limited,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AURUS,AURUS GEM CORPORATION LIMITED,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
AVG,AVG Logistics Limited,EQ,10.0,Annual General Meeting/Dividend - Rs 1.2 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.2 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.2,,,,,1,False,False
AVROIND,AVRO INDIA LIMITED,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BAJAJHCARE,Bajaj Healthcare Limited,EQ,5.0,Annual General Meeting/Dividend - Re 1 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,1.0,,,,,1,False,False
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BBTCL,B&B Triplewall Containers Limited,EQ,10.0,Dividend - Re 1 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RE 1 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,1.0,,,,,1,False,False
BDL,Bharat Dynamics Limited,EQ,5.0,Annual General Meeting/Dividend - Rs  0.85 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.85 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.85,,,,,1,False,False
BEARDSELL,Beardsell Limited,EQ,2.0,Dividend - Re 0.10 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RE 0.10 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.1,,,,,1,False,False
BESTAGRO,Best Agrolife Limited,EQ,1.0,Dividend - Rs 3 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RS 3 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,3.0,,,,,1,False,False
BGLOBAL,Bharatiya Global Infomedia Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BHAGYANGR,Bhagyanagar India Limited,EQ,2.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BHANDARI,Bhandari Hosiery Exports Limited,EQ,1.0,Annual General Meeting/Dividend - Re 0.01 Per Share,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.01 PER SHARE,True,False,False,False,False,False,False,False,True,False,False,DIVIDEND,0.01,,,,,1,False,False
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,10.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BLUECHIP,Blue Chip India Limited,EQ,2.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
BTML,Bodhi Tree Multimedia Limited,EQ,1.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,2.0,Annual General Meeting,2024-09-23,,2024-09-24,2024-09-30,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,ANNUAL GENERAL MEETING,False,False,False,False,False,False,False,False,True,False,False,MEETING_ONLY,,,,,,0,False,False
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,2.0,Dividend - Rs 2.50 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RS 2.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,2.5,,,,,1,False,False
CEIGALL,Ceigall India Limited,EQ,5.0,Dividend - Re 0.50 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
CNL,Creative Newtech Limited,EQ,10.0,Dividend - Re 0.50 Per Share,2024-09-23,2024-09-23,,,,,corporate_actions_20240901_20240930.json,NSE corporate actions API,DIVIDEND - RE 0.50 PER SHARE,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,0.5,,,,,1,False,False
