symbol_a,symbol_b,source,evidence,effective_date
ORIENTCERA,ORIENTBELL,nse_symbolchange,symbolchange.csv,2012-04-17
OTL,ORIENTALTL,nse_symbolchange,symbolchange.csv,2009-12-17
BINDALAGRO,OSWALGREEN,nse_symbolchange,symbolchange.csv,2023-05-19
PREMAUTOEL,PAEL,nse_symbolchange,symbolchange.csv,2005-11-23
AMJUMBO,PARAMPARA,nse_symbolchange,symbolchange.csv,2026-01-23
DPRMDAD1,PGIMDAD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDAD3,PGIMDAD3D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDAD2,PGIMDAD2D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDAAD,PGIMDAADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDAGP,PGIMDAGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDAQD,PGIMDAQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMDADP,PGIMDADPD,nse_symbolchange,symbolchange.csv,2019-08-22
PRM1SD1,PGIM1SD1G,nse_symbolchange,symbolchange.csv,2019-08-22
PRM1SDP,PGIM1SDPD,nse_symbolchange,symbolchange.csv,2019-08-22
PRM1SGP,PGIM1SGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAAD1,PGIMAAD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAAD3,PGIMAAD3D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAAAD,PGIMAAADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAAGP,PGIMAAGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAAQD,PGIMAAQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMABD1,PGIMABD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMABAD,PGIMABADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMABGP,PGIMABGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMABQD,PGIMABQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMABDP,PGIMABDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACD4,PGIMACD4D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACD1,PGIMACD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACD2,PGIMACD2D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACAD,PGIMACADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACGP,PGIMACGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACQD,PGIMACQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMACDP,PGIMACDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAED4,PGIMAED4D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAED1,PGIMAED1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAEAD,PGIMAEADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAEGP,PGIMAEGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAEDP,PGIMAEDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMFAD4,PGIMFAD4D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMFAD1,PGIMFAD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMFAAD,PGIMFAADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMFAGP,PGIMFAGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMFAQD,PGIMFAQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAGD1,PGIMAGD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAGGP,PGIMAGGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHD4,PGIMAHD4D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHD1,PGIMAHD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHD3,PGIMAHD3D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHAD,PGIMAHADD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHGP,PGIMAHGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAHQD,PGIMAHQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAPD1G,PGIMAPD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAPGPG,PGIMAPGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAPDPD,PGIMAPDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAQD1G,PGIMAQD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAQD2D,PGIMAQD2D,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAQGPG,PGIMAQGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMARD1G,PGIMRAD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMARGPG,PGIMRAGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMARQDD,PGIMRAQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMARDPD,PGIMRADPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMATD1G,PGIMATD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMATGPG,PGIMATGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMATQDD,PGIMATQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMATDPD,PGIMATDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAUD1G,PGIMAUD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAUGPG,PGIMAUGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAUQDD,PGIMAUQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAUDPD,PGIMAUDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAYD1G,PGIMAYD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAYGPG,PGIMAYGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAZD1G,PGIMAZD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAZGPG,PGIMAZGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMAZDPD,PGIMAZDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBAD1G,PGIMBAD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBAGPG,PGIMBAGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBAQDD,PGIMBAQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBADPD,PGIMBADPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBBD1G,PGIMBBD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBBGPG,PGIMBBGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBBQDD,PGIMBBQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBBDPD,PGIMBBDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBCD1G,PGIMBCD1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBCD2S,PGIMBCD2S,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBCGPG,PGIMBCGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBCQDD,PGIMBCQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBCDPD,PGIMBCDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBED1G,PGIMBED1G,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBEGPG,PGIMBEGPG,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBEQDD,PGIMBEQDD,nse_symbolchange,symbolchange.csv,2019-08-22
DPRMBEDPD,PGIMBEDPD,nse_symbolchange,symbolchange.csv,2019-08-22
DWSLCFS2DD,PGIMC6D2D,nse_symbolchange,symbolchange.csv,2019-08-22
DWSLCFS2DG,PGIMC6D1G,nse_symbolchange,symbolchange.csv,2019-08-22
DWSLCFS2RD,PGIMC6DPD,nse_symbolchange,symbolchange.csv,2019-08-22
DWSLCFS2RG,PGIMC6GPG,nse_symbolchange,symbolchange.csv,2019-08-22
PILIND,PILITA,nse_symbolchange,symbolchange.csv,2015-09-03
PSLHOLD,PSL,nse_symbolchange,symbolchange.csv,2003-05-19
SOFTSOLINT,PVP,nse_symbolchange,symbolchange.csv,2008-06-23
PVR,PVRINOX,nse_symbolchange,symbolchange.csv,2023-05-12
SEINV,PAISALO,nse_symbolchange,symbolchange.csv,2018-01-24
FOURSOFT,PALRED,nse_symbolchange,symbolchange.csv,2014-01-16
MTAL,PAVCI,nse_symbolchange,symbolchange.csv,2004-03-12
GMRINDS,PARRYSUGAR,nse_symbolchange,symbolchange.csv,2010-12-02
HOPFL,PGIL,nse_symbolchange,symbolchange.csv,2012-07-02
MORARJESPG,MORAREALTY,nse_symbolchange,symbolchange.csv,2004-10-15
MORAREALTY,PENINLAND,nse_symbolchange,symbolchange.csv,2006-06-09
ABBOTTLAB,PHARMACIA,nse_symbolchange,symbolchange.csv,2003-03-24
HALONIX,PHOENIXLL,nse_symbolchange,symbolchange.csv,2013-10-30
PHOENIXLMP,HALONIX,nse_symbolchange,symbolchange.csv,2009-03-09
PIRHEALTH,PEL,nse_symbolchange,symbolchange.csv,2012-09-21
NICOLASPIR,PIRHEALTH,nse_symbolchange,symbolchange.csv,2008-06-19
GUJGLASS,PIRGLASS,nse_symbolchange,symbolchange.csv,2008-05-12
PIRLIFE,PIRPHYTO,nse_symbolchange,symbolchange.csv,2013-10-23
PITTILAM,PITTIENG,nse_symbolchange,symbolchange.csv,2018-06-06
MAGMA,POONAWALLA,nse_symbolchange,symbolchange.csv,2021-08-05
PRECOTMILL,PRECOT,nse_symbolchange,symbolchange.csv,2006-11-01
PREMAUTO,PREMIER,nse_symbolchange,symbolchange.csv,2005-06-14
NUCENT,PRESSMN,nse_symbolchange,symbolchange.csv,2013-09-11
PREMINSTR,PRICOL,nse_symbolchange,symbolchange.csv,2005-08-16
PRISMCEM,PRSMJOHNSN,nse_symbolchange,symbolchange.csv,2018-05-04
ADI,FAIRCHEM,nse_symbolchange,symbolchange.csv,2017-01-19
FAIRCHEM,PRIVISCL,nse_symbolchange,symbolchange.csv,2020-10-14
MERCK,PGHL,nse_symbolchange,symbolchange.csv,2019-06-11
EMERCK,MERCK,nse_symbolchange,symbolchange.csv,2007-11-05
P&G,PGHH,nse_symbolchange,symbolchange.csv,2004-07-07
PCPL27,975PCPL27A,nse_symbolchange,symbolchange.csv,2026-07-03
10157PCP24,10157PCP27,nse_symbolchange,symbolchange.csv,2025-04-02
GREENFIRE,PROSEED,nse_symbolchange,symbolchange.csv,2018-07-18
PROZONE,PROZONECSC,nse_symbolchange,symbolchange.csv,2012-09-24
PROZONECSC,PROZONINTU,nse_symbolchange,symbolchange.csv,2014-10-07
PROZONINTU,PROZONER,nse_symbolchange,symbolchange.csv,2023-08-04
SOFFIASOFT,QUINTEGRA,nse_symbolchange,symbolchange.csv,2005-08-22
ORIENTREF,RHIM,nse_symbolchange,symbolchange.csv,2021-07-22
RPGTELECOM,RPGCABLES,nse_symbolchange,symbolchange.csv,2006-04-04
SAELTD,RPGTLTD,nse_symbolchange,symbolchange.csv,2006-12-05
CESCVENT,RPSGVENT,nse_symbolchange,symbolchange.csv,2021-02-01
RAJASSPG,RSWM,nse_symbolchange,symbolchange.csv,2006-09-01
RAINCOM,RAIN,nse_symbolchange,symbolchange.csv,2013-08-23
PRIYADCEM,RAINCOM,nse_symbolchange,symbolchange.csv,2008-03-03
RANEMADRAS,RANEHOLDIN,nse_symbolchange,symbolchange.csv,2005-08-22
IBIPL,RTNINFRA,nse_symbolchange,symbolchange.csv,2014-11-20
RTNINFRA,RTNINDIA,nse_symbolchange,symbolchange.csv,2021-04-07
IBPOW,RTNPOWER,nse_symbolchange,symbolchange.csv,2014-11-20
RRL,RAYMONDREL,nse_symbolchange,symbolchange.csv,2025-06-27
RMEDIA,RBN,nse_symbolchange,symbolchange.csv,2010-08-20
RCVL,RCOM,nse_symbolchange,symbolchange.csv,2006-06-30
REL,RELINFRA,nse_symbolchange,symbolchange.csv,2008-05-16
BSES,REL,nse_symbolchange,symbolchange.csv,2004-03-12
ADLABSFILM,RELMEDIA,nse_symbolchange,symbolchange.csv,2009-10-20
PIPAVAVYD,PIPAVAVDOC,nse_symbolchange,symbolchange.csv,2011-09-29
RDEL,RNAVAL,nse_symbolchange,symbolchange.csv,2017-09-18
PIPAVAVDOC,RDEL,nse_symbolchange,symbolchange.csv,2016-03-18
RJL,RGL,nse_symbolchange,symbolchange.csv,2019-04-08
RENOL,RNPL,nse_symbolchange,symbolchange.csv,2025-08-06
REVATHIEQU,RVTH,nse_symbolchange,symbolchange.csv,2024-11-26
RATNABLDG,ROOFITIND,nse_symbolchange,symbolchange.csv,1999-09-15
SBIGETS,SETFGOLD,nse_symbolchange,symbolchange.csv,2015-11-24
SETFNIFTY,SETFNIF50,nse_symbolchange,symbolchange.csv,2015-11-24
SETFBANK,SETFNIFBK,nse_symbolchange,symbolchange.csv,2015-11-24
SETFNIFJR,SETFNN50,nse_symbolchange,symbolchange.csv,2015-11-24
8KMILES,SECURKLOUD,nse_symbolchange,symbolchange.csv,2021-01-20
SEZAL,SEJAL,nse_symbolchange,symbolchange.csv,2021-08-16
SCHENHERD,SIGROUPIND,nse_symbolchange,symbolchange.csv,2006-11-28
HERDILCHEM,SCHENHERD,nse_symbolchange,symbolchange.csv,2006-04-04
MEGASOFT,SIGMAADV,nse_symbolchange,symbolchange.csv,2026-02-09
SUTLEJINDS,SILINV,nse_symbolchange,symbolchange.csv,2007-06-21
SKFBEARING,SKFINDIA,nse_symbolchange,symbolchange.csv,2004-10-20
HORIZONINF,SKIL,nse_symbolchange,symbolchange.csv,2014-03-24
HORIZONBAT,HORIZONINF,nse_symbolchange,symbolchange.csv,2008-02-22
SWARAJMAZD,SMLISUZU,nse_symbolchange,symbolchange.csv,2011-01-17
SMLISUZU,SMLMAH,nse_symbolchange,symbolchange.csv,2025-11-10
SONAMCLOCK,SONAMLTD,nse_symbolchange,symbolchange.csv,2023-11-15
IBRETAILS,STOREONE,nse_symbolchange,symbolchange.csv,2009-10-26
STOREONE,SORILINFRA,nse_symbolchange,symbolchange.csv,2017-01-10
PIRAMYDRET,IBRETAILS,nse_symbolchange,symbolchange.csv,2008-06-09
SGBJUN29IV,SGBJUL29IV,nse_symbolchange,symbolchange.csv,2021-07-28
MODILUFT,SPICEJET,nse_symbolchange,symbolchange.csv,2019-08-19
SUBHASPROJ,SPMLINFRA,nse_symbolchange,symbolchange.csv,2010-05-14
SREINTFIN,SREINFRA,nse_symbolchange,symbolchange.csv,2010-07-21
SHIV-VANI,SVOGL,nse_symbolchange,symbolchange.csv,2015-10-23
SWANENERGY,SWANCORP,nse_symbolchange,symbolchange.csv,2025-09-04
SAGARCEM,SAGCEM,nse_symbolchange,symbolchange.csv,2007-01-29
PERLENGINF,SAMBHAAV,nse_symbolchange,symbolchange.csv,2005-10-18
IBULHSGFIN,SAMMAANCAP,nse_symbolchange,symbolchange.csv,2024-07-26
IBULPP,SCLPP,nse_symbolchange,symbolchange.csv,2024-07-26
SEPOWER,SAMPANN,nse_symbolchange,symbolchange.csv,2023-08-23
MOTHERSUMI,MOTHERSON,nse_symbolchange,symbolchange.csv,2022-06-09
HOECHST,AVENTIS,nse_symbolchange,symbolchange.csv,2003-05-19
AVENTIS,SANOFI,nse_symbolchange,symbolchange.csv,2012-07-11
GRAMOPHONE,SAREGAMA,nse_symbolchange,symbolchange.csv,2001-08-20
MICROSEC,SASTASUNDR,nse_symbolchange,symbolchange.csv,2016-11-22
SATHVANISP,SATHAISPAT,nse_symbolchange,symbolchange.csv,2006-12-27
SAVITACHEM,SOTL,nse_symbolchange,symbolchange.csv,2009-08-24
FAGPRECISN,FAGBEARING,nse_symbolchange,symbolchange.csv,2001-08-20
FAGBEARING,SCHAEFFLER,nse_symbolchange,symbolchange.csv,2017-08-01
PEERLESHIP,SEAMECLTD,nse_symbolchange,symbolchange.csv,2001-08-20
REVATHI,SEMAC,nse_symbolchange,symbolchange.csv,2023-09-21
PRAKASHCON,SETUINFRA,nse_symbolchange,symbolchange.csv,2019-07-30
SEJALGLASS,SEZALGLASS,nse_symbolchange,symbolchange.csv,2010-07-14
GAL,SHAH,nse_symbolchange,symbolchange.csv,2023-07-03
SHALMPAINT,SHALPAINTS,nse_symbolchange,symbolchange.csv,2008-03-03
SHASUNCHEM,SHASUNPHAR,nse_symbolchange,symbolchange.csv,2011-01-28
SPYL,SHEKHAWATI,nse_symbolchange,symbolchange.csv,2024-08-09
AGEEGOLD,SHIRPUR-G,nse_symbolchange,symbolchange.csv,2013-01-17
ANAMALFIN,SHIVTEX,nse_symbolchange,symbolchange.csv,2004-01-22
SHREYASHIP,SHREYAS,nse_symbolchange,symbolchange.csv,2006-04-03
ASTERSILI,SHRIASTER,nse_symbolchange,symbolchange.csv,2014-02-03
SRTRANSFIN,SHRIRAMFIN,nse_symbolchange,symbolchange.csv,2022-12-20
SIMPLEXCON,SIMPLEXINF,nse_symbolchange,symbolchange.csv,2005-12-21
SITICABLE,SITINET,nse_symbolchange,symbolchange.csv,2016-08-17
WWIL,SITICABLE,nse_symbolchange,symbolchange.csv,2012-10-03
SIYARSILK,SIYSIL,nse_symbolchange,symbolchange.csv,2007-01-29
768SIDBI27,768SID27,nse_symbolchange,symbolchange.csv,2026-09-11
D-LINK,SMARTLINK,nse_symbolchange,symbolchange.csv,2009-07-29
SOLAREX,SOLARINDS,nse_symbolchange,symbolchange.csv,2009-04-13
SPLLTD,SOMANYCERA,nse_symbolchange,symbolchange.csv,2007-03-21
GBNOV23,SBNOV23,nse_symbolchange,symbolchange.csv,2016-09-15
SBNOV23,SGBNOV23,nse_symbolchange,symbolchange.csv,2016-09-15
SPENTXIND,SPENTEX,nse_symbolchange,symbolchange.csv,2006-12-20
SHAKTIGAS,HAVISHA,nse_symbolchange,symbolchange.csv,2018-04-12
LANCOIND,LANCOIN,nse_symbolchange,symbolchange.csv,2007-08-28
LANCOIN,SRIPIPES,nse_symbolchange,symbolchange.csv,2014-12-17
SGLTL,SETL,nse_symbolchange,symbolchange.csv,2026-01-19
SENTINEL,STEL,nse_symbolchange,symbolchange.csv,2011-11-08
STERLINTEA,STERLINBIO,nse_symbolchange,symbolchange.csv,2003-07-09
STRTECH,STLTECH,nse_symbolchange,symbolchange.csv,2020-10-29
STROPTICAL,STRTECH,nse_symbolchange,symbolchange.csv,2007-12-17
INEOSSTYRO,STYRENIX,nse_symbolchange,symbolchange.csv,2023-01-20
HEUBACHIND,SUDARCOLOR,nse_symbolchange,symbolchange.csv,2026-01-20
CLNINDIA,HEUBACHIND,nse_symbolchange,symbolchange.csv,2023-03-10
KECINTL,KECINFRA,nse_symbolchange,symbolchange.csv,2006-02-21
KECINFRA,SUMMIT,nse_symbolchange,symbolchange.csv,2008-04-21
ATFL,SUNDROP,nse_symbolchange,symbolchange.csv,2025-03-28
SUNFLAGIRN,SUNFLAG,nse_symbolchange,symbolchange.csv,2005-09-29
SUPREMYARN,SUPREMETEX,nse_symbolchange,symbolchange.csv,2008-02-15
SURANAVEL,SURANASOL,nse_symbolchange,symbolchange.csv,2014-11-19
SURANATELE,SURANAT&P,nse_symbolchange,symbolchange.csv,2010-02-08
NUMERICPW,SWELECTES,nse_symbolchange,symbolchange.csv,2012-07-09
TATAGLOBAL,TATACONSUM,nse_symbolchange,symbolchange.csv,2020-02-27
TATATEA,TATAGLOBAL,nse_symbolchange,symbolchange.csv,2010-07-21
BHAGWATIHO,TGBHOTELS,nse_symbolchange,symbolchange.csv,2013-05-31
TWL,TITAGARH,nse_symbolchange,symbolchange.csv,2023-06-19
SHREYAS,TRANSWORLD,nse_symbolchange,symbolchange.csv,2024-10-23
SUNDARMHLD,TSFINV,nse_symbolchange,symbolchange.csv,2025-10-16
IBN18,TV18BRDCST,nse_symbolchange,symbolchange.csv,2011-07-19
GBN,IBN18,nse_symbolchange,symbolchange.csv,2008-05-15
SUNCLAYLTD,TVSHLTD,nse_symbolchange,symbolchange.csv,2023-08-10
TVS-SUZUKI,TVSMOTOR,nse_symbolchange,symbolchange.csv,2001-12-03
SRICHAKTYR,TVSSRICHAK,nse_symbolchange,symbolchange.csv,2007-02-13
ROMAN,TARMAT,nse_symbolchange,symbolchange.csv,2012-09-12
CONSCOFFEE,TATACOFFEE,nse_symbolchange,symbolchange.csv,2006-04-04
VSNL,TATACOMM,nse_symbolchange,symbolchange.csv,2008-02-25
INVESTCORP,TATAINVEST,nse_symbolchange,symbolchange.csv,2005-07-07
TELCO,TATAMOTORS,nse_symbolchange,symbolchange.csv,2003-12-26
TATAMOTORS,TMPV,nse_symbolchange,symbolchange.csv,2025-10-24
BHUSANSTL,TATASTLBSL,nse_symbolchange,symbolchange.csv,2018-12-10
TISCO,TATASTEEL,nse_symbolchange,symbolchange.csv,2005-10-17
IPITATASPO,TATASPONGE,nse_symbolchange,symbolchange.csv,2004-02-11
TATASPONGE,TATASTLLP,nse_symbolchange,symbolchange.csv,2019-09-03
HUGHESTELE,TATATELSER,nse_symbolchange,symbolchange.csv,2003-06-25
TATATELSER,TTML,nse_symbolchange,symbolchange.csv,2005-01-14
TIMESGTY,TEAMGTY,nse_symbolchange,symbolchange.csv,2025-08-13
GISOLUTION,TPHQ,nse_symbolchange,symbolchange.csv,2023-10-20
NATHSEED,TECHIN,nse_symbolchange,symbolchange.csv,2014-10-31
SAKETH,TEMBO,nse_symbolchange,symbolchange.csv,2020-04-13
TEXMACOLTD,TEXINFRA,nse_symbolchange,symbolchange.csv,2012-03-20
FORTUNEFIN,THEINVEST,nse_symbolchange,symbolchange.csv,2018-07-25
MADRASALMN,MALCO,nse_symbolchange,symbolchange.csv,2007-04-12
MADRASCEM,RAMCOCEM,nse_symbolchange,symbolchange.csv,2013-09-30
TATATIMKEN,TIMKEN,nse_symbolchange,symbolchange.csv,2007-02-06
TIPSINDLTD,TIPSMUSIC,nse_symbolchange,symbolchange.csv,2024-09-30
FORGE,TIRUPATIFL,nse_symbolchange,symbolchange.csv,2018-01-15
AHMEDELEC,TORRENTAEC,nse_symbolchange,symbolchange.csv,2005-06-17
SURATELEC,TORRENTSEC,nse_symbolchange,symbolchange.csv,2005-06-07
TRIL,TARIL,nse_symbolchange,symbolchange.csv,2024-08-26
LAKME,TRENT,nse_symbolchange,symbolchange.csv,2004-06-07
ABSHEKINDS,TRIDENT,nse_symbolchange,symbolchange.csv,2011-05-03
LEADEDSYS,TRIGYN,nse_symbolchange,symbolchange.csv,2005-07-26
DHANVARSHA,TRU,nse_symbolchange,symbolchange.csv,2022-09-01
TCLCONS,TICL,nse_symbolchange,symbolchange.csv,2025-02-07
UCALFUEL,UCAL,nse_symbolchange,symbolchange.csv,2023-07-26
FLEX,UFLEX,nse_symbolchange,symbolchange.csv,2007-04-17
MRO-TEK,UMIYA-MRO,nse_symbolchange,symbolchange.csv,2025-04-15
MINDAIND,UNOMINDA,nse_symbolchange,symbolchange.csv,2022-08-05
UNIPHOS,UPL,nse_symbolchange,symbolchange.csv,2013-10-23
UTISENSETF,SENSEXBETA,nse_symbolchange,symbolchange.csv,2025-12-24
UTISXN50,SNXT50BETA,nse_symbolchange,symbolchange.csv,2025-12-24
GOLDSHARE,GOLDBETA,nse_symbolchange,symbolchange.csv,2025-12-24
UTINEXT50,NEXT50BETA,nse_symbolchange,symbolchange.csv,2025-12-24
NIF10GETF,GILT10BETA,nse_symbolchange,symbolchange.csv,2025-12-24
NIF5GETF,GILT5BETA,nse_symbolchange,symbolchange.csv,2025-12-24
NIFITETF,ITBETA,nse_symbolchange,symbolchange.csv,2025-12-24
NIFMID150,MIDCAPBETA,nse_symbolchange,symbolchange.csv,2025-12-24
SILVERETF,SILVERBETA,nse_symbolchange,symbolchange.csv,2025-12-24
UTINIFTETF,NIFTYBETA,nse_symbolchange,symbolchange.csv,2025-12-24
UTIBANKETF,BANKBETA,nse_symbolchange,symbolchange.csv,2025-12-24
MBSWITCH,UJAAS,nse_symbolchange,symbolchange.csv,2013-09-23
BARBEQUE,UFBL,nse_symbolchange,symbolchange.csv,2025-10-13
MCDOWELL-N,UNITDSPR,nse_symbolchange,symbolchange.csv,2024-06-07
HOTELRUGBY,UNIVAFOODS,nse_symbolchange,symbolchange.csv,2022-11-23
URAVI,URAVIDEF,nse_symbolchange,symbolchange.csv,2025-01-16
UMITL,UMESL,nse_symbolchange,symbolchange.csv,2010-01-07
USHABEL,USHAMART,nse_symbolchange,symbolchange.csv,2004-10-20
LLOYDSTEEL,UTTAMVALUE,nse_symbolchange,symbolchange.csv,2013-04-29
VISHALRET,V2RETAIL,nse_symbolchange,symbolchange.csv,2012-02-24
VATECH,WABAG,nse_symbolchange,symbolchange.csv,2010-12-15
AARVEEDEN,VGL,nse_symbolchange,symbolchange.csv,2025-10-13
MAXWELL,VIPCLOTHNG,nse_symbolchange,symbolchange.csv,2016-12-21
VISASTEEL,VISACHROME,nse_symbolchange,symbolchange.csv,2026-05-20
VIJAYTEX,VTXIND,nse_symbolchange,symbolchange.csv,2011-04-04
VAIBHAVGEM,VAIBHAVGBL,nse_symbolchange,symbolchange.csv,2012-12-24
VAKRANSOFT,VAKRANGEE,nse_symbolchange,symbolchange.csv,2013-11-27
VDOCONAPPL,VALUEIND,nse_symbolchange,symbolchange.csv,2008-05-22
VSGML,VHL,nse_symbolchange,symbolchange.csv,2006-04-17
MAHAVIRSPG,VTL,nse_symbolchange,symbolchange.csv,2006-10-11
BABABUSERV,VATSMUSC,nse_symbolchange,symbolchange.csv,2001-08-20
SSLT,VEDL,nse_symbolchange,symbolchange.csv,2015-05-07
SESAGOA,SSLT,nse_symbolchange,symbolchange.csv,2013-10-04
VPL,VEDPOWER,nse_symbolchange,symbolchange.csv,2026-06-11
TIDEWATER,VEEDOL,nse_symbolchange,symbolchange.csv,2024-10-09
WESTHATCH,VENKEYS,nse_symbolchange,symbolchange.csv,2003-09-17
HIGHWAYS,VERTIS,nse_symbolchange,symbolchange.csv,2025-07-22
VDOLEASE,VIDEOIND,nse_symbolchange,symbolchange.csv,2004-09-21
VIDHIDYE,VIDHIING,nse_symbolchange,symbolchange.csv,2017-03-01
VIKASGLOB,VIKASECO,nse_symbolchange,symbolchange.csv,2015-12-21
VIKASMCORP,VIKASLIFE,nse_symbolchange,symbolchange.csv,2021-05-06
KEL,VISDEM,nse_symbolchange,symbolchange.csv,2026-08-06
SEQUENT,VIYASH,nse_symbolchange,symbolchange.csv,2026-01-23
WSIND,WSI,nse_symbolchange,symbolchange.csv,2007-08-01
WABCO-TVS,WABCOINDIA,nse_symbolchange,symbolchange.csv,2011-09-06
SUREVIN,WEWIN,nse_symbolchange,symbolchange.csv,2020-07-01
WARTDEISEL,WARTSILA,nse_symbolchange,symbolchange.csv,2000-09-20
WELGUJ,WELCORP,nse_symbolchange,symbolchange.csv,2010-05-17
WELPROJ,WELENT,nse_symbolchange,symbolchange.csv,2015-06-24
MSKPROJ,WELPROJ,nse_symbolchange,symbolchange.csv,2011-01-04
WELSPUNIND,WELSPUNLIV,nse_symbolchange,symbolchange.csv,2023-12-14
WENDTINDIA,WENDT,nse_symbolchange,symbolchange.csv,2006-08-07
JUMPNET,WINPRO,nse_symbolchange,symbolchange.csv,2021-12-22
DGPWINDSOR,WINDSOR,nse_symbolchange,symbolchange.csv,2005-04-05
SURAJDIAMN,WINSOMEDJ,nse_symbolchange,symbolchange.csv,2012-07-24
WFL,WEL,nse_symbolchange,symbolchange.csv,2023-01-04
