symbol_a,symbol_b,source,evidence,effective_date
HINDLEVER,HINDUNILVR,nse_symbolchange,symbolchange.csv,2007-07-19
SHIL,HINDWAREAP,nse_symbolchange,symbolchange.csv,2022-06-21
HITECHPLAS,HITECHCORP,nse_symbolchange,symbolchange.csv,2017-05-23
SHRMHONDA,HONDAPOWER,nse_symbolchange,symbolchange.csv,2006-04-04
TATAHONEY,HONAUT,nse_symbolchange,symbolchange.csv,2005-03-24
AKRUTI,ACKRUTI,nse_symbolchange,symbolchange.csv,2009-06-30
ACKRUTI,HUBTOWN,nse_symbolchange,symbolchange.csv,2011-11-15
PAPERPROD,HUHTAMAKI,nse_symbolchange,symbolchange.csv,2020-11-26
ICICIFMCG,FMCGIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICIPHARM,HEALTHIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICITECH,ITIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICIM150,MIDCAPIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICI10GS,GSEC10IETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICI500,BSE500IETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICILIQ,LIQUIDIETF,nse_symbolchange,symbolchange.csv,2023-12-20
IPRU5008,ICICIBANKN,nse_symbolchange,symbolchange.csv,2019-07-19
IGOLD,GOLDIWIN,nse_symbolchange,symbolchange.csv,2016-07-25
GOLDIWIN,ICICIGOLD,nse_symbolchange,symbolchange.csv,2018-04-10
IPGETF,IGOLD,nse_symbolchange,symbolchange.csv,2014-05-05
IPRU8112,IPRU8122,nse_symbolchange,symbolchange.csv,2013-12-16
ICICIQTY30,QUAL30IETF,nse_symbolchange,symbolchange.csv,2023-12-20
IMIDCAP,MIDCAPIWIN,nse_symbolchange,symbolchange.csv,2016-07-25
MIDCAPIWIN,ICICIMCAP,nse_symbolchange,symbolchange.csv,2018-04-10
ICICIMOM30,MOM30IETF,nse_symbolchange,symbolchange.csv,2023-12-20
BHARATIWIN,ICICIB22,nse_symbolchange,symbolchange.csv,2018-04-19
ICICIFIN,FINIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICIAUTO,AUTOIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICICOMMO,COMMOIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICINXT50,NEXT50IETF,nse_symbolchange,symbolchange.csv,2023-12-20
PSUBANKICI,PSUBNKIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICISILVE,SILVERIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICIINFRA,INFRAIETF,nse_symbolchange,symbolchange.csv,2023-12-20
INV20,NV20IWIN,nse_symbolchange,symbolchange.csv,2016-07-25
NV20IWIN,ICICINV20,nse_symbolchange,symbolchange.csv,2018-04-10
ICNX100,NIF100IWIN,nse_symbolchange,symbolchange.csv,2016-07-25
NIF100IWIN,ICICINF100,nse_symbolchange,symbolchange.csv,2018-04-10
ICCNX100,ICNX100,nse_symbolchange,symbolchange.csv,2014-05-05
ICICI5GSEC,GSEC5IETF,nse_symbolchange,symbolchange.csv,2023-12-20
ICICIALPLV,ALPL30IETF,nse_symbolchange,symbolchange.csv,2023-12-20
INIFTY,NIFTYIWIN,nse_symbolchange,symbolchange.csv,2016-07-25
NIFTYIWIN,ICICINIFTY,nse_symbolchange,symbolchange.csv,2018-04-10
NIFETF,INIFTY,nse_symbolchange,symbolchange.csv,2014-05-05
ICICICONSU,CONSUMIETF,nse_symbolchange,symbolchange.csv,2023-12-20
LOWVOLIWIN,ICICILOVOL,nse_symbolchange,symbolchange.csv,2018-04-10
ICICIBANKP,PVTBANIETF,nse_symbolchange,symbolchange.csv,2023-12-20
ISENSEX,SENSEXIWIN,nse_symbolchange,symbolchange.csv,2016-07-25
SPICE,ISENSEX,nse_symbolchange,symbolchange.csv,2014-08-18
SENSEXIWIN,ICICISENSX,nse_symbolchange,symbolchange.csv,2018-04-10
IDFCBANK,IDFCFIRSTB,nse_symbolchange,symbolchange.csv,2019-01-16
IGPETRO,IGPL,nse_symbolchange,symbolchange.csv,2007-01-29
IIFLSEC,IIFLCAPS,nse_symbolchange,symbolchange.csv,2024-12-03
INDIAINFO,IIFL,nse_symbolchange,symbolchange.csv,2014-03-13
MAYTASINFR,IL&FSENGG,nse_symbolchange,symbolchange.csv,2011-02-08
ILFSTRANS,IL&FSTRANS,nse_symbolchange,symbolchange.csv,2010-04-16
ADHUNIKIND,INCREDIBLE,nse_symbolchange,symbolchange.csv,2021-05-20
LANABS,INEABS,nse_symbolchange,symbolchange.csv,2008-07-21
INEABS,STYABS,nse_symbolchange,symbolchange.csv,2012-06-20
ABSIND,LANABS,nse_symbolchange,symbolchange.csv,2005-06-14
STYABS,INEOSSTYRO,nse_symbolchange,symbolchange.csv,2016-04-04
VYSYABANK,INGVYSYABK,nse_symbolchange,symbolchange.csv,2005-08-16
IOLB,IOLN,nse_symbolchange,symbolchange.csv,2008-02-18
TRAFALHSE,ITDCEM,nse_symbolchange,symbolchange.csv,2005-08-16
IVRPRIME,IVRCLAH,nse_symbolchange,symbolchange.csv,2010-04-13
LOGIXMICRO,IZMO,nse_symbolchange,symbolchange.csv,2015-05-15
CGIGARSH,IGARASHI,nse_symbolchange,symbolchange.csv,2005-04-21
ADLABS,IMAGICAA,nse_symbolchange,symbolchange.csv,2020-04-22
INDBANKMER,INDBANK,nse_symbolchange,symbolchange.csv,2008-10-08
IIISL,IIFLFIN,nse_symbolchange,symbolchange.csv,2012-08-27
955ICCL26,955SFIL26,nse_symbolchange,symbolchange.csv,2025-12-26
980ICCL29,980SFIL29,nse_symbolchange,symbolchange.csv,2025-12-26
YAARI,IBULLSLTD,nse_symbolchange,symbolchange.csv,2025-11-10
INDOCOUNT,ICIL,nse_symbolchange,symbolchange.csv,2005-09-12
INDOSOLAR,WAAREEINDO,nse_symbolchange,symbolchange.csv,2025-06-17
BHINVIT,INDUSINVIT,nse_symbolchange,symbolchange.csv,2025-01-23
INFRATEL,INDUSTOWER,nse_symbolchange,symbolchange.csv,2020-12-18
TATAPRESS,TATAINFO,nse_symbolchange,symbolchange.csv,2003-09-17
INFOSYSTCH,INFY,nse_symbolchange,symbolchange.csv,2011-06-29
IILTD,INSECTICID,nse_symbolchange,symbolchange.csv,2009-05-11
AFL,INSPIRISYS,nse_symbolchange,symbolchange.csv,2018-10-12
INDINFR,INTERISE,nse_symbolchange,symbolchange.csv,2024-11-12
RELIGAREGO,IVZINGOLD,nse_symbolchange,symbolchange.csv,2016-06-23
RELGRNIFTY,IVZINNIFTY,nse_symbolchange,symbolchange.csv,2016-06-23
RIMFAI1BDG,IVZINA1BDG,nse_symbolchange,symbolchange.csv,2016-06-23
RIMFAI1BRG,IVZINA1BRG,nse_symbolchange,symbolchange.csv,2016-06-23
JBMAUTOCOM,JBMA,nse_symbolchange,symbolchange.csv,2006-01-04
JAYSYNTDYE,JDORGO,nse_symbolchange,symbolchange.csv,2004-09-13
AKZOINDIA,JSWDULUX,nse_symbolchange,symbolchange.csv,2026-04-15
JINDALSWHL,JSWHL,nse_symbolchange,symbolchange.csv,2013-07-30
ISPATIND,JSWISPAT,nse_symbolchange,symbolchange.csv,2011-08-16
AIONJSW,JSWISPL,nse_symbolchange,symbolchange.csv,2020-10-12
JSWSTL,JSWSTEEL,nse_symbolchange,symbolchange.csv,2005-09-16
JTLINFRA,JTLIND,nse_symbolchange,symbolchange.csv,2022-11-21
BALASPONGE,JAIBALAJI,nse_symbolchange,symbolchange.csv,2007-08-10
JPHYDRO,JPPOWER,nse_symbolchange,symbolchange.csv,2010-01-08
NAGPURENG,JAYNECOIND,nse_symbolchange,symbolchange.csv,2008-02-22
SAWPIPES,JINDALSAW,nse_symbolchange,symbolchange.csv,2005-02-18
JSTAINLESS,JSL,nse_symbolchange,symbolchange.csv,2008-10-23
HITACHIHOM,JCHAC,nse_symbolchange,symbolchange.csv,2016-09-12
AMTREXAPPL,HITACHIHOM,nse_symbolchange,symbolchange.csv,2006-04-04
SONASTEER,JTEKTINDIA,nse_symbolchange,symbolchange.csv,2018-04-23
JACPL,JUBLCPL,nse_symbolchange,symbolchange.csv,2025-07-03
VAMORGANIC,JUBILANT,nse_symbolchange,symbolchange.csv,2003-09-30
JUBILANT,JUBLPHARMA,nse_symbolchange,symbolchange.csv,2021-02-12
CEBBCO,JWL,nse_symbolchange,symbolchange.csv,2022-06-20
KARDA,KBCGLOBAL,nse_symbolchange,symbolchange.csv,2021-12-16
MANBRO,KDGREEN,nse_symbolchange,symbolchange.csv,2026-09-03
KPIGLOBAL,KPIGREEN,nse_symbolchange,symbolchange.csv,2022-04-27
KSERAPRO,KSERASERA,nse_symbolchange,symbolchange.csv,2011-03-07
KALPATPOWR,KPIL,nse_symbolchange,symbolchange.csv,2023-06-06
KALYANISTL,KALSTEELS,nse_symbolchange,symbolchange.csv,2008-10-21
KIL,KAMDHENU,nse_symbolchange,symbolchange.csv,2016-03-18
GOODLASNER,KANSAINER,nse_symbolchange,symbolchange.csv,2006-07-26
KNL,KGL,nse_symbolchange,symbolchange.csv,2008-11-20
KAVVERITEL,KAVDEFENCE,nse_symbolchange,symbolchange.csv,2025-06-23
WIDIA,KENNAMET,nse_symbolchange,symbolchange.csv,2019-08-19
KESARENTER,KESARENT,nse_symbolchange,symbolchange.csv,2007-01-02
KEYCORPSER,KEYFINSERV,nse_symbolchange,symbolchange.csv,2019-05-03
KINHONDA,KINETICMOT,nse_symbolchange,symbolchange.csv,2004-09-20
AIRDECCAN,KFA,nse_symbolchange,symbolchange.csv,2008-10-06
KIRIDYES,KIRIINDUS,nse_symbolchange,symbolchange.csv,2011-03-28
KIRELECTRI,KECL,nse_symbolchange,symbolchange.csv,2010-03-09
SATNAMOVER,KOHINOOR,nse_symbolchange,symbolchange.csv,2006-08-18
CAMLIN,KOKUYOCMLN,nse_symbolchange,symbolchange.csv,2012-02-14
KOTAKMAH,KOTAKBANK,nse_symbolchange,symbolchange.csv,2003-04-21
KTKNV20ETF,KOTAKNV20,nse_symbolchange,symbolchange.csv,2015-12-21
KOTAKLIQ,LIQUID1,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKALPHA,ALPHA,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKMNC,MNC,nse_symbolchange,symbolchange.csv,2024-03-20
QUALITY,QUALITY30,nse_symbolchange,symbolchange.csv,2025-07-18
KOTAKSILVE,SILVER1,nse_symbolchange,symbolchange.csv,2024-04-16
KOTAKGOLD,GOLD1,nse_symbolchange,symbolchange.csv,2024-04-16
KOTAKLOVOL,LOWVOL1,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKNIFTY,NIFTY1,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKBKETF,BANKNIFTY1,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKIT,IT,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKCONS,CONS,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKMID50,MIDCAP,nse_symbolchange,symbolchange.csv,2024-03-20
KOTAKPSUBK,PSUBANK,nse_symbolchange,symbolchange.csv,2024-03-20
KSBPUMPS,KSB,nse_symbolchange,symbolchange.csv,2018-10-23
EASTSUGIND,KUNDANMM,nse_symbolchange,symbolchange.csv,2024-10-09
L&TFH,LTF,nse_symbolchange,symbolchange.csv,2024-04-23
FIFMPS6FG,LTFMPS6FG,nse_symbolchange,symbolchange.csv,2013-01-14
FIFMPS6EG,LTFMPS6EG,nse_symbolchange,symbolchange.csv,2013-01-14
FIFMPS6ED,LTFMPS6ED,nse_symbolchange,symbolchange.csv,2013-01-14
LEAP,LEAPIND,nse_symbolchange,symbolchange.csv,2026-08-21
LLOYDELENG,LEEL,nse_symbolchange,symbolchange.csv,2017-06-19
LICNFENGP,LICNETFN50,nse_symbolchange,symbolchange.csv,2015-12-30
LICNMFET,LICNETFGSC,nse_symbolchange,symbolchange.csv,2015-12-30
IDBIGOLD,LICMFGOLD,nse_symbolchange,symbolchange.csv,2023-07-31
LICNFESGP,LICNETFSEN,nse_symbolchange,symbolchange.csv,2015-12-30
LSIL,LLOYDSENGG,nse_symbolchange,symbolchange.csv,2023-10-16
LAXMIMACH,LMW,nse_symbolchange,symbolchange.csv,2024-10-10
DAAWAT,LTFOODS,nse_symbolchange,symbolchange.csv,2023-11-06
LTI,LTIM,nse_symbolchange,symbolchange.csv,2022-12-05
LTIM,LTM,nse_symbolchange,symbolchange.csv,2026-02-27
EXCEL,LANDSMILL,nse_symbolchange,symbolchange.csv,2026-04-02
LINCPEN,LINC,nse_symbolchange,symbolchange.csv,2021-12-20
IOL,BOC,nse_symbolchange,symbolchange.csv,2005-03-10
BOC,LINDEINDIA,nse_symbolchange,symbolchange.csv,2013-04-10
PARRYSCON,LOTTEINDIA,nse_symbolchange,symbolchange.csv,2004-12-17
MAESGETF,ESG,nse_symbolchange,symbolchange.csv,2023-09-01
MMFORGINGS,MMFL,nse_symbolchange,symbolchange.csv,2006-12-20
MODISNME,MODISONLTD,nse_symbolchange,symbolchange.csv,2022-08-16
MACMILLAN,MPSLTD,nse_symbolchange,symbolchange.csv,2009-09-11
MANALU,MAANALU,nse_symbolchange,symbolchange.csv,2011-03-16
COATVIYELA,MADURACOAT,nse_symbolchange,symbolchange.csv,2002-11-29
MAHINDFORG,MAHINDCIE,nse_symbolchange,symbolchange.csv,2013-12-17
GESCOCORP,MAHLIFE,nse_symbolchange,symbolchange.csv,2007-11-23
MANALUMN,MANINDS,nse_symbolchange,symbolchange.csv,2005-06-24
MARICOIND,MARICO,nse_symbolchange,symbolchange.csv,2005-06-14
TASCPHARMA,MARKSANS,nse_symbolchange,symbolchange.csv,2005-11-14
MAX,MFSL,nse_symbolchange,symbolchange.csv,2016-02-26
MLL,MERCATOR,nse_symbolchange,symbolchange.csv,2011-12-08
AHMEDFORGE,METALFORGE,nse_symbolchange,symbolchange.csv,2015-06-01
GMRFER,CRONIMET,nse_symbolchange,symbolchange.csv,2010-06-02
CRONIMET,METKORE,nse_symbolchange,symbolchange.csv,2012-04-02
HINDINKS,MICRO,nse_symbolchange,symbolchange.csv,2004-03-26
MANXT50,NEXT50,nse_symbolchange,symbolchange.csv,2023-09-01
MAGOLDETF,GOLDETF,nse_symbolchange,symbolchange.csv,2023-09-01
MANV30F,LOWVOL,nse_symbolchange,symbolchange.csv,2023-09-01
MAN50ETF,NIFTYETF,nse_symbolchange,symbolchange.csv,2023-09-01
MAGS813ETF,GSEC10YEAR,nse_symbolchange,symbolchange.csv,2023-09-01
MAFSETF,BFSI,nse_symbolchange,symbolchange.csv,2023-09-01
MAMFGETF,MAKEINDIA,nse_symbolchange,symbolchange.csv,2023-09-01
MAM150ETF,MIDCAPETF,nse_symbolchange,symbolchange.csv,2023-09-01
SILVRETF,SILVERAG,nse_symbolchange,symbolchange.csv,2025-09-15
MASILVER,SILVRETF,nse_symbolchange,symbolchange.csv,2023-09-01
MIRZATAN,MIRZAINT,nse_symbolchange,symbolchange.csv,2006-07-05
MOHOTAMILL,MOHOTAIND,nse_symbolchange,symbolchange.csv,2017-12-26
RAIREKMOH,MOHOTAMILL,nse_symbolchange,symbolchange.csv,2017-08-01
G5,MOGSEC,nse_symbolchange,symbolchange.csv,2021-06-16
M100,MOM100,nse_symbolchange,symbolchange.csv,2021-06-16
M50,MOM50,nse_symbolchange,symbolchange.csv,2021-06-16
N100,MON100,nse_symbolchange,symbolchange.csv,2021-06-16
MPHASISBFL,MPHASIS,nse_symbolchange,symbolchange.csv,2006-12-26
BFLSOFTWAR,MPHASISBFL,nse_symbolchange,symbolchange.csv,2004-06-15
NAGAAGRI,NACLIND,nse_symbolchange,symbolchange.csv,2017-09-29
NAVBARFERO,NBVENTURES,nse_symbolchange,symbolchange.csv,2006-07-31
NBVENTURES,NAVA,nse_symbolchange,symbolchange.csv,2022-07-29
NAGARCONST,NCC,nse_symbolchange,symbolchange.csv,2011-03-15
NXTDIGITAL,NDLVENTURE,nse_symbolchange,symbolchange.csv,2023-05-09
RELCONS,NETFCONSUM,nse_symbolchange,symbolchange.csv,2019-10-30
NETFCONSUM,CONSUMBEES,nse_symbolchange,symbolchange.csv,2022-05-10
RRSLGETF,NETFLTGILT,nse_symbolchange,symbolchange.csv,2016-07-08
RELCNX100,NETFNIF100,nse_symbolchange,symbolchange.csv,2019-10-30
NETFNIF100,NIF100BEES,nse_symbolchange,symbolchange.csv,2022-05-10
RETFMID150,NETFMID150,nse_symbolchange,symbolchange.csv,2019-10-30
NETFMID150,MID150BEES,nse_symbolchange,symbolchange.csv,2022-05-10
RELNV20,NETFNV20,nse_symbolchange,symbolchange.csv,2015-06-22
NETFNV20,NV20BEES,nse_symbolchange,symbolchange.csv,2022-05-10
RDAIIIADG,NDAIIIADG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIIIARD,NDAIIIARD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIIIARG,NDAIIIARG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXDDD,NDAIXDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXDDG,NDAIXDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXDD,NDAIXDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXDG,NDAIXDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXEDDD,NDAIXEDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXEDDG,NDAIXEDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXEDD,NDAIXEDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXEDG,NDAIXEDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXFDDD,NDAIXFDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXFDDG,NDAIXFDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXFDD,NDAIXFDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAIXFDG,NDAIXFDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAVIIPCDG,NDAVIIPCDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAVIIPDDD,NDAVIIPDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAVIIPDDG,NDAVIIPDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAVIIPDD,NDAVIIPDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAVIIPDG,NDAVIIPDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVIIICX,NDAFVIIICX,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVIIICD,NDAFVIIICD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXADDD,NDAXADDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXADDG,NDAXADDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXADD,NDAXADD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXADG,NDAXADG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXDDDD,NDAXDDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXDDDG,NDAXDDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXDDD,NDAXDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXDDG,NDAXDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTVCDG,NDAFTVCDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTFVCD,NDAFTFVCD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTFVCG,NDAFTFVCG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXICDDD,NDAXICDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXICDDG,NDAXICDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXICDD,NDAXICDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXICDG,NDAXICDG,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINAIDR1,NMFINAIDR1,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINQADP1,NMFINQADP1,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINQRAG1,NMFINQRAG1,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXBDG,NDAXBDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXBDD,NDAXBDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXBDDD,NDAXBDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXCDG,NDAXCDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXCDD,NDAXCDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXBDDG,NDAXBDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXCDDG,NDAXCDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXCDDD,NDAXCDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTFIVCD,NDAFTFIVCD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTIVCDD,NDAFTIVCDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTIVCDG,NDAFTIVCDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTFIVCG,NDAFTFIVCG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTIIPGD,NDAFTIIPGD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTIIPGG,NDAFTIIPGG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIADG,NDAXIADG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIDDDD,NDAXIDDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIDDDG,NDAXIDDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIDDG,NDAXIDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIIADDD,NDAXIIADDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFDVHDR,NDAFDVHDR,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFDVHGR,NDAFDVHGR,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTVHDR,NDAFTVHDR,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFTVHGR,NDAFTVHGR,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIADDD,NDAXIADDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIADDG,NDAXIADDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIADD,NDAXIADD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXFDDD,NDAXFDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXFDD,NDAXFDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIEDG,NDAXIEDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIDDD,NDAXIDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIBDD,NDAXIBDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIBDDG,NDAXIBDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIIADDG,NDAXIIADDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIIADD,NDAXIIADD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIIADG,NDAXIIADG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXFDDG,NDAXFDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXFDG,NDAXFDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVGDD,NDAFVGDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVGDG,NDAFVGDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVGDO,NDAFVGDO,nse_symbolchange,symbolchange.csv,2019-10-30
RDAFVGGO,NDAFVGGO,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIEDD,NDAXIEDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIEDDD,NDAXIEDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIEDDG,NDAXIEDDG,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINQIDP1,NMFINQIDP1,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIBDG,NDAXIBDG,nse_symbolchange,symbolchange.csv,2019-10-30
RDAXIBDDD,NDAXIBDDD,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINARDR1,NMFINARDR1,nse_symbolchange,symbolchange.csv,2019-10-30
RMFINQRDP1,NMFINQRDP1,nse_symbolchange,symbolchange.csv,2019-10-30
NEYVELILIG,NLCINDIA,nse_symbolchange,symbolchange.csv,2016-08-04
HINDUJATMT,HINDUJAVEN,nse_symbolchange,symbolchange.csv,2007-11-29
HINDUJAVEN,NXTDIGITAL,nse_symbolchange,symbolchange.csv,2019-11-11
NAGREKAEXP,NAGREEKA,nse_symbolchange,symbolchange.csv,2005-12-22
NAHARINVST,NAHARPOLY,nse_symbolchange,symbolchange.csv,2011-06-15
NAHAREXPOT,NAHARINVST,nse_symbolchange,symbolchange.csv,2007-11-01
JSTRIPS,NSIL,nse_symbolchange,symbolchange.csv,2005-06-07
NANDANEXIM,NDL,nse_symbolchange,symbolchange.csv,2013-11-21
NANDANI,JAIPURKURT,nse_symbolchange,symbolchange.csv,2021-08-06
0503260317,805NMC29,nse_symbolchange,symbolchange.csv,2026-03-09
725NBFID40,725NBFI40,nse_symbolchange,symbolchange.csv,2026-06-08
NAVNETPUBL,NAVNETEDUL,nse_symbolchange,symbolchange.csv,2013-09-19
NET4INDIA,NET4,nse_symbolchange,symbolchange.csv,2011-02-28
KRAFTIND,NETVISTAIT,nse_symbolchange,symbolchange.csv,2000-08-09
NTL,NEUEON,nse_symbolchange,symbolchange.csv,2025-12-22
SUJANATWR,NTL,nse_symbolchange,symbolchange.csv,2017-02-17
MID-DAY,NEXTMEDIA,nse_symbolchange,symbolchange.csv,2011-06-15
EHFLNCD,NIDO,nse_symbolchange,symbolchange.csv,2023-07-18
NILKAMPLST,NILKAMAL,nse_symbolchange,symbolchange.csv,2007-01-05
NETFSDL26,SDL26BEES,nse_symbolchange,symbolchange.csv,2022-05-10
NETFGILT5Y,GILT5YBEES,nse_symbolchange,symbolchange.csv,2022-05-10
NETFAUTO,AUTOBEES,nse_symbolchange,symbolchange.csv,2022-05-10
NETFPHARMA,PHARMABEES,nse_symbolchange,symbolchange.csv,2022-05-10
NETFSILVER,SILVERBEES,nse_symbolchange,symbolchange.csv,2022-05-10
NCPSESDL24,SDL24BEES,nse_symbolchange,symbolchange.csv,2022-05-10
RNAM,NAM-INDIA,nse_symbolchange,symbolchange.csv,2020-01-23
NETFIT,ITBEES,nse_symbolchange,symbolchange.csv,2022-05-10
MEDIA,MVLIND,nse_symbolchange,symbolchange.csv,2009-02-20
MVLIND,NOESISIND,nse_symbolchange,symbolchange.csv,2014-06-04
PRESSMAN,NUCENTFIN,nse_symbolchange,symbolchange.csv,2001-08-20
ORISSACEM,OCL,nse_symbolchange,symbolchange.csv,2004-09-15
OMMETALS,OMINFRAL,nse_symbolchange,symbolchange.csv,2021-02-10
ORIENTABRA,ORIENTCER,nse_symbolchange,symbolchange.csv,2023-07-31
ORTINLAB,ORTINGLOBE,nse_symbolchange,symbolchange.csv,2024-09-03
OBEROIREAL,OBEROIRLTY,nse_symbolchange,symbolchange.csv,2010-12-10
GOLDTELE,GOLDINFRA,nse_symbolchange,symbolchange.csv,2008-02-29
GOLDINFRA,OLECTRA,nse_symbolchange,symbolchange.csv,2018-07-26
MIRCELECTR,ONIDA,nse_symbolchange,symbolchange.csv,2026-06-19
I-FLEX,OFSS,nse_symbolchange,symbolchange.csv,2008-09-18
ORCHIDCHEM,ORCHIDPHAR,nse_symbolchange,symbolchange.csv,2015-12-21
