event_id,security_id,symbol,series,ex_date,primary_class,purpose_normalized,source_file,repair_status,parsed_amount_or_ratio,membership_status,identity_candidate_count,identity_mapping_method,treatment_reviewed_for_in_universe_event,accepted_status,accepted_evidence,previous_close,ex_date_close,calculated_price_return,application_status,application_reason,cash_effect,share_effect,entitlement_effect,calculated_total_return,first_possible_hold,record_date,payment_date,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,treatment_status,share_multiplier,cash_per_pre_event_share,evidence_source,rights_entitlement_observed,rights_entitlement_symbol,in_normal_window,payment_date_evidenced,bonus_credit_date_evidenced,settlement_calendar_evidenced,account_mechanics_status,account_evidence_issue
CA_03bf72dc62e06087ebb2,NSE_4FD30BCE01EE,TVSMOTOR,EQ,2015-05-05,DIVIDEND,SECOND INTERIM DIVIDEND - RS 1.15 PER SHARE (PURPOSE REVISED),corporate_actions_20150501_20150531.json,UNCHANGED,1.15,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,249.65,240.35,-0.0372521530142199,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.15,1.0,0.0,-0.0326457039855798,2015-04-01,2015-05-06,,1.15,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_4add422b18626da683f7,NSE_9A051282CA4A,KITEX,EQ,2015-05-25,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 1.25/- PER SHARE,corporate_actions_20150501_20150531.json,UNCHANGED,1.25,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,790.8,802.5,0.0147951441578149,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.25,1.0,0.0,0.0163758219524532,2015-04-01,,,1.25,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_992fdb7a5d708c2e2eaf,NSE_72140149E6B1,PAGEIND,EQ,2015-06-04,DIVIDEND,INTERIM DIVIDEND - RS 19/- PER SHARE (PURPOSE REVISED),corporate_actions_20150601_20150630.json,UNCHANGED,19.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,15275.0,15704.05,0.028088379705401,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,19.0,1.0,0.0,0.0293322422258592,2015-06-01,2015-06-05,,19.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_34ad87c52f19283b8953,NSE_85D928902B89,SUNDRMFAST,EQ,2015-06-09,DIVIDEND,SECOND INTERIM DIVIDEND - RE 0.90/- PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,0.9,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,163.65,161.3,-0.0143599144515734,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.9,1.0,0.0,-0.0088603727467154,2015-04-01,2015-06-10,,0.9,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_7b981245cb5b847cf34a,NSE_9B0B508C6670,TORNTPHARM,EQ,2015-06-15,DIVIDEND,DIVIDEND - RS 6.25/- PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,6.25,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1280.6,1278.95,-0.0012884585350615,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.25,1.0,0.0,0.0035920662189599,2015-06-01,,,6.25,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_e44c97696a0b3a8fd9d7,NSE_54AEFF95FAC0,ASHOKLEY,EQ,2015-06-17,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.45 PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,0.45,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,64.95,65.65,0.0107775211701308,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.45,1.0,0.0,0.0177059276366435,2015-04-01,,,0.45,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_7cf362b1eb97b1a3e473,NSE_5A7F81BD0EAE,ATUL,EQ,2015-06-18,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50/- PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,8.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1152.05,1169.55,0.0151903129204462,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,8.5,1.0,0.0,0.0225684649103772,2015-04-01,,,8.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_23111981806e94c51e1b,NSE_499FFD70F55B,CANFINHOME,EQ,2015-06-24,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 7/- PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,7.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,708.5,700.9,-0.0107268877911079,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,7.0,1.0,0.0,-0.0008468595624558,2015-04-01,,,7.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_813217c02a5c916f6765,NSE_790EA781FCF2,AJANTPHARM,EQ,2015-06-25,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6/- PER SHARE,corporate_actions_20150601_20150630.json,UNCHANGED,6.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1556.05,1519.95,-0.0231997686449663,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.0,1.0,0.0,-0.0193438514186561,2015-04-01,,,6.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_34d557ab538b7645a400,NSE_328A23F1543C,ZENSARTECH,EQ,2015-07-03,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 6.50 PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,6.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,686.35,677.0,-0.0136227872076929,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.5,1.0,0.0,-0.0041524003788154,2015-07-01,,,6.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_051be4ef0d0454e413ff,NSE_5FC304B0807C,HONAUT,EQ,2015-07-07,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 12.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,12.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,7602.15,7598.85,-0.0004340877251829,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,12.5,1.0,0.0,0.0012101839611162,2015-04-01,,,12.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_53b031ac5f222b00b241,NSE_40F417DAB497,MBLINFRA,EQ,2015-07-08,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 3/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,577.55,561.4,-0.0279629469310016,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,-0.0227685914639425,2015-04-01,,,3.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_26f3037fc69353ea6bca,NSE_509E811DE5D8,BAJFINANCE,EQ,2015-07-09,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND - RS 18/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,18.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,5225.9,5021.35,-0.0391415832679536,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,18.0,1.0,0.0,-0.0356972004822134,2015-06-01,,,18.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_66cb8196856181ddb122,NSE_5584AA4A2119,CAPF,EQ,2015-07-10,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.20/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,2.2,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,397.45,394.6,-0.00717071329727,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.2,1.0,0.0,-0.0016354258397281,2015-07-01,,,2.2,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_a506926458246741be35,NSE_00202FB0EFF6,TATAELXSI,EQ,2015-07-15,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 11/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,11.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1291.7,1289.55,-0.0016644731748858,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,11.0,1.0,0.0,0.0068514360919718,2015-06-01,,,11.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_71c2f0551bc5de111236,NSE_669FD3BA064F,BHARATFORG,EQ,2015-07-20,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 4.50 PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,4.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1131.6,1112.35,-0.017011311417462,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,4.5,1.0,0.0,-0.0130346412159774,2015-04-01,,,4.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_688b757085651faed7ff,NSE_675CFCEE5D02,GABRIEL,EQ,2015-07-20,DIVIDEND,ANNUALGENERAL MEETING / DIVIDEND - RS. 0.60/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,0.6,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,83.45,84.15,0.0083882564409827,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.6,1.0,0.0,0.0155781905332534,2015-04-01,,,0.6,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_f9281c0e78d4ad4b82c0,NSE_974D64708E19,AUROPHARMA,EQ,2015-07-20,BONUS,BONUS 1:1,corporate_actions_20150701_20150731.json,UNCHANGED,1.0:1.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1515.7,771.05,-0.4912911526027578,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.0,2.0,0.0,0.0174176947944844,2015-07-01,2015-07-21,,,1.0,1.0,,,,,,,,,True,False,False,True,BONUS_RATIO_KNOWN_CREDIT_PENDING,
CA_316887eec377893d0135,NSE_E4C7D1FEF3D3,JKCEMENT,EQ,2015-07-20,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 4/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,4.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,608.85,605.95,-0.0047630779338095,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,4.0,1.0,0.0,0.001806684733514,2015-04-01,,,4.0,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_dad08cd40d3ac3c7e40f,NSE_4D6B580AA864,APLLTD,EQ,2015-07-22,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,770.4,767.7,-0.0035046728971961,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.5,1.0,0.0,0.0010384215991694,2015-07-01,,,3.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_a9752badaf080e3bb94b,NSE_72AFBEE07E5D,STAR,EQ,2015-07-22,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1268.2,1305.8,0.0296483204541868,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,0.0320138779372338,2015-04-01,,,3.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_f009c39d58074cb1a53d,NSE_8EE3E878FAE5,SONATSOFTW,EQ,2015-07-22,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND - RS 4.25/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,4.25,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,149.05,144.25,-0.0322039584032204,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,4.25,1.0,0.0,-0.003690036900369,2015-04-01,,,4.25,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_fb5b1271859312a9fd60,NSE_3BC23EE3CDD9,SUVEN,EQ,2015-07-23,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.60/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,0.6,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,264.05,261.95,-0.0079530391971218,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.6,1.0,0.0,-0.0056807422836584,2015-04-01,,,0.6,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_2efd016ed70883733725,NSE_D8BF1C07E0AE,STLTECH,EQ,2015-07-23,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RE 0.60/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,0.6,IN_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,101.1,100.55,-0.0054401582591493,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.6,1.0,0.0,0.0004945598417407,2015-04-01,,,0.6,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_5211f9a502984be5d9e3,NSE_39600F11BB9A,ZFCVINDIA,EQ,2015-07-27,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND - RS. 5/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,5.0,IN_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,5387.55,5394.2,0.0012343272916259,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,5.0,1.0,0.0,0.0021623929244276,2015-05-04,,,5.0,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_9b21775a445770deae8c,NSE_444C594AB9B7,BRITANNIA,EQ,2015-07-27,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 16/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,16.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,2895.1,2932.0,0.012745673724569,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,16.0,1.0,0.0,0.0182722531173362,2015-05-04,,,16.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_e9f7c40f6ad2bfff39c8,NSE_2E60454DAC8D,BBTC,EQ,2015-07-28,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RE 1/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,1.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,512.0,525.7,0.0267578125,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.0,1.0,0.0,0.0287109375,2015-04-01,,,1.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_64da030f984ad7ccb3c9,NSE_40F417DAB497,MBLINFRA,EQ,2015-07-28,BONUS,BONUS 1:1,corporate_actions_20150701_20150731.json,UNCHANGED,1.0:1.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,568.1,283.7,-0.5006160887167752,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.0,2.0,0.0,-0.0012321774335505,2015-04-01,2015-07-29,,,1.0,1.0,,,,,,,,,True,False,False,True,BONUS_RATIO_KNOWN_CREDIT_PENDING,
CA_439b8a86f53261cb1ce0,NSE_AF3172BFD228,EMAMILTD,EQ,2015-07-28,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND RS 3/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1175.85,1213.1,0.0316792107836882,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.0,1.0,0.0,0.0342305566186162,2015-06-01,,,3.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_bdf096ec8a2ffa9c900d,NSE_FD70F2989DA1,VINATIORGA,EQ,2015-07-28,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,568.35,557.1,-0.0197941409342834,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.5,1.0,0.0,-0.0136359637547286,2015-06-01,,,3.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_632df16241564b8bfba3,NSE_05F316A71726,APARINDS,EQ,2015-07-30,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,3.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,397.9,394.35,-0.0089218396582054,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,3.5,1.0,0.0,-0.0001256597134957,2015-05-04,,,3.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_3c64b2613e3e5311a4c1,NSE_3D6C785A9060,TECHNO,EQ,2015-07-30,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,1.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,542.7,539.85,-0.0052515201768933,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.5,1.0,0.0,-0.0024875621890547,2015-04-01,,,1.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_05d106122d628bd88919,NSE_5C11B50967B3,LAOPALA,EQ,2015-07-30,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.30/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,1.3,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,439.7,432.55,-0.0162610871048441,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.3,1.0,0.0,-0.0133045258130543,2015-04-01,,,1.3,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_dcd07701ee3c2ed7faca,NSE_AE2862139B09,WHEELS,EQ,2015-07-30,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 4.50/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,4.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,1237.95,1241.6,0.002948422795751,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,4.5,1.0,0.0,0.0065834645987317,2015-04-01,,,4.5,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_07fc160cb7889d7135d7,NSE_EBCA7C65B503,MOTILALOFS,EQ,2015-07-30,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RE 1/- PER SHARE,corporate_actions_20150701_20150731.json,UNCHANGED,1.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,346.85,343.3,-0.0102349718898659,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.0,1.0,0.0,-0.0073518812166643,2015-04-01,,,1.0,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_f4ab9c8bbb670eccf2b4,NSE_EC4644B51BC9,INDUSTOWER,EQ,2015-08-03,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6.50/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,6.5,IN_MEMBERSHIP,0,UNIQUE_ACCEPTED_ALIAS_WITH_EX_DATE_PANEL_ID,False,,,447.65,474.75,0.0605383670278119,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,6.5,1.0,0.0,0.0750586395621579,2015-07-01,,,6.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_09f1fe3e1a05499fd339,NSE_72140149E6B1,PAGEIND,EQ,2015-08-05,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 20/- PER SHARE (PURPOSE REVISED),corporate_actions_20150801_20150831.json,UNCHANGED,20.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,14226.2,14570.6,0.0242088540861227,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,20.0,1.0,0.0,0.0256147108855491,2015-06-01,,,20.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_b71c524296d8c6ec1bdd,NSE_64F9D3F9FC06,BEL,EQ,2015-08-10,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 23.20/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,23.2,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,3965.15,3917.85,-0.0119289308096793,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,23.2,1.0,0.0,-0.0060779541757564,2015-04-01,,,23.2,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_46a380885e9e26df96fb,NSE_AC850CBABC55,NCC,EQ,2015-08-10,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,0.4,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,82.2,80.95,-0.0152068126520681,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.4,1.0,0.0,-0.0103406326034062,2015-04-01,,,0.4,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_f31b9cdb0bdc24eb21d2,NSE_5813C47C6758,HEXAWARE,EQ,2015-08-13,DIVIDEND,INTERIM DIVIDEND - RS 2/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,2.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,275.7,275.55,-0.0005440696409139,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,2.0,1.0,0.0,0.0067101922379397,2015-06-01,2015-08-14,,2.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_96568698db143bf54cbd,NSE_03C46C5018D2,KPRMILL,EQ,2015-08-14,DIVIDEND,ANNUAL GENERAL MEETING / DIVIDEND - RS 5/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,5.0,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,741.4,768.9,0.0370919881305638,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,5.0,1.0,0.0,0.0438359859724843,2015-04-01,,,5.0,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_8897220e99ddc8924a9a,NSE_AA256B638694,THOMASCOOK,EQ,2015-08-17,DIVIDEND,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.50/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,0.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,206.55,208.6,0.0099249576373758,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.5,1.0,0.0,0.0123456790123455,2015-06-01,,,0.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_c10da0f5617dc3bf2c1b,NSE_0C54BB903E03,CENTURYPLY,EQ,2015-08-19,DIVIDEND,ANNUAL GENERAL MEETING/ DIVIDEND - RS 1.25/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,1.25,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,194.85,188.05,-0.0348986399794712,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,1.25,1.0,0.0,-0.0284834488067743,2015-04-01,,,1.25,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_26c9f9cce5c6042d9a6b,NSE_7F1FE9599769,SINTEX,EQ,2015-08-20,DIVIDEND,DIVIDEND - RE 0.70/- PER SHARE,corporate_actions_20150801_20150831.json,UNCHANGED,0.7,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,102.6,100.1,-0.0243664717348928,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.7,1.0,0.0,-0.0175438596491227,2015-04-01,,,0.7,,,,,,,,,,,False,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
CA_1a69c343231c4ae0cdfd,NSE_974D64708E19,AUROPHARMA,EQ,2015-08-21,DIVIDEND,ANNUAL GENERAL MEETING/ INTERIM DIVIDEND - RE 0.50/- PER SHARE (PURPOSE REVISED),corporate_actions_20150801_20150831.json,UNCHANGED,0.5,IN_MEMBERSHIP,1,DATED_ALIAS,False,,,798.85,804.45,0.0070100769856669,APPLIED_TO_RETURN,UNAMBIGUOUS_PARSED_ORDINARY_ACTION,0.5,1.0,0.0,0.0076359767165299,2015-07-01,,,0.5,,,,,,,,,,,True,False,False,True,CASH_AMOUNT_KNOWN_PAYMENT_PENDING,
