source_id,local_path,source_url,retrieved_at_utc,publication_date,applicable_date,effective_date_candidates,document_type,mime_type,byte_count,sha256,retrieval_status,parsed_additions,parsed_deletions,parsed_event_rows,contains_nifty500_text,parse_status,parse_error
NIFTY_52038c3aa285,data/raw/membership_official/ledgers/IndexInclExcl.xls,https://archives.nseindia.com/content/indices/IndexInclExcl.xls,2026-09-14T20:12:37.229421+00:00,,,,official_event_ledger,application/vnd.ms-excel,820736,8869bb7c4df67403131a494a8cc65509e80828f9438bc150b506cdbf55378046,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_1a033c056539,data/raw/membership_official/monthly/indices_dataAug2014.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataAug2014.zip,2026-09-14T20:10:48.261887+00:00,,,,monthly_constituent_archive,application/zip,654798,6602912e34d6b6fc66f1cda520094669029c006ae89a2ac0e5aa0a3fe82af360,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_7f78ebd009e8,data/raw/membership_official/monthly/indices_dataMar2021.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2021.zip,2026-09-14T20:17:10.565078+00:00,,,,monthly_constituent_archive,application/zip,5346035,c5678dfaf5e0b0a79b329509854404f18f164da83513e2a38a69c496e90b4155,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_49cdb9a9eac2,data/raw/membership_official/monthly/indices_dataMar2022.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataMar2022.zip,2026-09-14T20:17:12.335360+00:00,,,,monthly_constituent_archive,application/zip,5475885,44a182c845eac8ddd6864abe535d02c6ce9bdecc0adbf11a16e25133cc44b969,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_1e2abaea515a,data/raw/membership_official/monthly/indices_dataOct2015.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2015.zip,2026-09-14T20:14:25.617217+00:00,,,,monthly_constituent_archive,application/zip,774798,4516bcfc6aa1b90a669191f42a979d92004962ec123114075e6514768154e251,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_3e300be37699,data/raw/membership_official/monthly/indices_dataOct2020.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataOct2020.zip,2026-09-14T20:14:27.312960+00:00,,,,monthly_constituent_archive,application/zip,5343930,62079b5a9c43c475f7f558453a4e27461cdf0ef06c056a521f852a4d85bde0c4,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_3c763bda75d8,data/raw/membership_official/monthly/indices_dataSep2014.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2014.zip,2026-09-14T20:14:24.541870+00:00,,,,monthly_constituent_archive,application/zip,654012,e000af7962c2f9a92ab273e7dcda50fc31f975cd69774e8d9f7a6ad2fa8d7e98,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_8962b7cfbd67,data/raw/membership_official/monthly/indices_dataSep2015.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2015.zip,2026-09-14T20:14:25.059834+00:00,,,,monthly_constituent_archive,application/zip,774607,65ba286fad3ea0bc2616e599e438df4dc4156524ce81b4e270eeca4c66cc273f,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_f31a816c4343,data/raw/membership_official/monthly/indices_dataSep2020.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2020.zip,2026-09-14T20:14:26.373642+00:00,,,,monthly_constituent_archive,application/zip,5343967,effeedd14ea6b036af96dbcba8587ed5d508042dc0f1ac2e20848bc4667e6ca3,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_6e6948c4aa7b,data/raw/membership_official/monthly/indices_dataSep2021.zip,https://niftyindices.com/Indices_-_Market_Capitalisation_and_Weightage/indices_dataSep2021.zip,2026-09-14T20:17:11.549590+00:00,,,,monthly_constituent_archive,application/zip,5347690,2ef5cba4356a50caefc3dfc1a04e38d3c753390bbb82ae1e29fb4055ddbbb8ee,OK,0,0,0,,NOT_APPLICABLE,
NIFTY_88dd07015f68,data/raw/membership_official/notices/ind_prs01062015.pdf,https://niftyindices.com/Press_Release/ind_prs01062015.pdf,2026-09-14T20:27:43.901670+00:00,2015-06-01,2015-06-08,2015-06-08,index_change_notice,application/pdf,11048,9bc863944eb7d81d9117eaf2fe6447421a8cad0aadc7681e4d711a089485bce8,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_c0390edc2fa7,data/raw/membership_official/notices/ind_prs01082018.pdf,https://niftyindices.com/Press_Release/ind_prs01082018.pdf,2026-09-14T20:16:43.063162+00:00,2018-08-01,2018-08-08,2018-08-08,index_change_notice,application/pdf,167864,5b31cf53425bf0e2da94c3ab237e58870ff74c3a7bc71fc5e6a929b59d88a36f,OK,1,1,2,True,PARSED,
NIFTY_8c548f7ad75f,data/raw/membership_official/notices/ind_prs01092022.pdf,https://niftyindices.com/Press_Release/ind_prs01092022.pdf,2026-09-14T20:16:35.768024+00:00,2022-09-01,2022-09-30,2022-09-30,index_change_notice,application/pdf,525961,16166ac483166d47c9b0aef2293f86e0c82a619999bd71902ee97803de89a0e1,OK,18,18,36,True,PARSED,
NIFTY_31a4bb3fa43e,data/raw/membership_official/notices/ind_prs02072020_1.pdf,https://niftyindices.com/Press_Release/ind_prs02072020_1.pdf,2026-09-14T20:16:43.905501+00:00,2020-07-02,,2020-07-09;2020-07-31,index_change_notice,application/pdf,498688,a1941f2afac0e2d9608dbf96607ed0f3101f7347c105c2b96068717a563f1218,OK,1,1,2,True,PARSED,
NIFTY_9a4db8fae35e,data/raw/membership_official/notices/ind_prs02112018.pdf,https://niftyindices.com/Press_Release/ind_prs02112018.pdf,2026-09-14T20:27:35.454925+00:00,2018-11-02,,,index_change_notice,application/pdf,248334,d2b96c89ac6508e3f691209b855391d918a9aa7d0c2a4932419c20c9f47ae80a,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_bf66c2f5f273,data/raw/membership_official/notices/ind_prs03012017.pdf,https://niftyindices.com/Press_Release/ind_prs03012017.pdf,2026-09-14T20:27:41.009357+00:00,2017-01-03,2017-01-10,2017-01-10,index_change_notice,application/pdf,242018,41c06a470c01450f20a25dc8f77634fb8330aa759aeed9c479e2a16210d1e331,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_3c807b7795c2,data/raw/membership_official/notices/ind_prs03112017.pdf,https://niftyindices.com/Press_Release/ind_prs03112017.pdf,2026-09-14T20:16:37.605573+00:00,2017-11-03,2017-11-13,2017-11-13,index_change_notice,application/pdf,156034,3a6333ae5618ff91fdc9d62df121577da716c65256881bf761d39b375f27e912,OK,2,2,4,True,PARSED,
NIFTY_25c2c325cebc,data/raw/membership_official/notices/ind_prs04112015.pdf,https://niftyindices.com/Press_Release/ind_prs04112015.pdf,2026-09-14T20:27:43.022589+00:00,2015-11-04,2015-11-13,2015-11-13,index_change_notice,application/pdf,79872,e4948db7f4451c10af3a6176269ef9bb5813c48a73329b0fa304c74f5094dd54,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_f68060720935,data/raw/membership_official/notices/ind_prs04112015_1.pdf,https://niftyindices.com/Press_Release/ind_prs04112015_1.pdf,2026-09-14T20:27:43.381734+00:00,2015-11-04,2015-12-07,2015-12-07,index_change_notice,application/pdf,92679,5a21b536ea4c60fa7335b22dd7888750aa79a234addb24d8486ce81b64e9c629,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_5583f4d22cca,data/raw/membership_official/notices/ind_prs05042022.pdf,https://niftyindices.com/Press_Release/ind_prs05042022.pdf,2026-09-14T20:16:46.491848+00:00,2022-04-05,2022-05-04,2022-05-04,index_change_notice,application/pdf,193433,25f02e601b344e8f069d32bc4e42ebc6a147ac74f29c31130bcd7ef6d241f2ec,OK,1,1,2,True,PARSED,
NIFTY_56f27dbc1a68,data/raw/membership_official/notices/ind_prs05042022_1.pdf,https://niftyindices.com/Press_Release/ind_prs05042022_1.pdf,2026-09-14T20:16:46.121211+00:00,2022-04-05,2022-04-12,2022-04-12,index_change_notice,application/pdf,189356,c76a16d556f016cdad7499a15e22fb0b505293eae06a5ca45e42bba5a7b570db,OK,1,1,2,True,PARSED,
NIFTY_377190396104,data/raw/membership_official/notices/ind_prs05062015.pdf,https://niftyindices.com/Press_Release/ind_prs05062015.pdf,2026-09-14T20:27:43.648410+00:00,2015-06-05,2015-06-15,2015-06-15,index_change_notice,application/pdf,17696,c023505c2fe3adc66832a9f9cb1ab698bf34580a69291e608e8459377e84cc0d,OK,1,1,2,True,PARSED,
NIFTY_6b229800c392,data/raw/membership_official/notices/ind_prs06032018.pdf,https://niftyindices.com/Press_Release/ind_prs06032018.pdf,2026-09-14T20:27:37.260778+00:00,2018-03-06,,2018-03-13;2018-04-02,index_change_notice,application/pdf,206745,8750a37dcd4d2e8fe7eb4301a4b422134d49409e11baf351f0cc7fc48ab0c38b,OK,1,1,2,True,PARSED,
NIFTY_85719ebce3b8,data/raw/membership_official/notices/ind_prs06032023.pdf,https://niftyindices.com/Press_Release/ind_prs06032023.pdf,2026-09-14T20:23:34.138289+00:00,2023-03-06,2023-03-31,2023-03-31,index_change_notice,application/pdf,226998,6c05149a37f3891a8c4bc3e87816e5bbd7985c01e6c2875a264dc9aae7402eaa,OK,0,0,0,True,NO_BASE_INDEX_ROWS,
NIFTY_0b3252cd29fa,data/raw/membership_official/notices/ind_prs06042022.pdf,https://niftyindices.com/Press_Release/ind_prs06042022.pdf,2026-09-14T20:16:38.397021+00:00,2022-04-06,2022-04-07,2022-04-07,index_change_notice,application/pdf,180107,28c87c7a5f3817a9fbfb393827af0a9a4e82a86d27086e1f06f07949d6407b4a,OK,1,1,2,True,PARSED,
NIFTY_65d4b95ab6ad,data/raw/membership_official/notices/ind_prs06052005.pdf,https://niftyindices.com/Press_Release/ind_prs06052005.pdf,2026-09-14T20:27:44.248310+00:00,2015-05-06,,,index_change_notice,application/pdf,66469,5218302c16723a5e957d62ac17213440b44207423860167c04b933b279276499,OK,0,0,0,True,NO_BASE_INDEX_ROWS,
NIFTY_5d7661cec7d3,data/raw/membership_official/notices/ind_prs06122022.pdf,https://niftyindices.com/Press_Release/ind_prs06122022.pdf,2026-09-14T20:16:46.897729+00:00,2022-12-06,2022-12-30,2022-12-30,index_change_notice,application/pdf,247337,93db2a1964717cb8ed1446778c69944826983679586ec84b55594668ee796097,OK,3,3,6,True,PARSED,
NIFTY_145d85eeb172,data/raw/membership_official/notices/ind_prs07032017.pdf,https://niftyindices.com/Press_Release/ind_prs07032017.pdf,2026-09-14T20:27:40.602058+00:00,2017-03-07,,2017-03-16;2017-03-31,index_change_notice,application/pdf,187910,2065a36eab9ffc150f77514f3198c24b603bdd3648b2be03d6ddc6d0eddc04bf,OK,3,3,6,True,PARSED,
NIFTY_827f29887447,data/raw/membership_official/notices/ind_prs07092020.pdf,https://niftyindices.com/Press_Release/ind_prs07092020.pdf,2026-09-14T20:16:33.170567+00:00,2020-09-07,,2020-09-14;2020-09-25,index_change_notice,application/pdf,227075,b44c4dcfe4b8fbfee048d2f524e316dcf23f718e2e95895e3adeb2efc439ea67,OK,5,5,10,True,PARSED,
NIFTY_42d0687bca32,data/raw/membership_official/notices/ind_prs07122015.pdf,https://niftyindices.com/Press_Release/ind_prs07122015.pdf,2026-09-14T20:16:23.856803+00:00,2015-12-07,2015-12-14,2015-12-14,index_change_notice,application/pdf,70051,76f37ce69775f04eb2861bdb9aae345d285aefd27e7229f57cff56154f309e92,OK,2,2,4,True,PARSED,
NIFTY_48fdee472094,data/raw/membership_official/notices/ind_prs08012018.pdf,https://niftyindices.com/Press_Release/ind_prs08012018.pdf,2026-09-14T20:16:29.883197+00:00,2018-01-08,2018-02-05,2018-02-05,index_change_notice,application/pdf,276399,364784c98963a7bc2d28fa19d7b0c5377063178e9215669b1c7b1dfcdc8981f2,OK,4,4,8,True,PARSED,
NIFTY_5ef50bedc2a4,data/raw/membership_official/notices/ind_prs08032018.pdf,https://niftyindices.com/Press_Release/ind_prs08032018.pdf,2026-09-14T20:27:36.848237+00:00,2018-03-08,2018-04-02,2018-04-02,index_change_notice,application/pdf,242325,478c21bf89e0c381415e56c73c77790d4eb1fe04588e450575239e98309908a1,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_5258afffe45c,data/raw/membership_official/notices/ind_prs08032022.pdf,https://niftyindices.com/Press_Release/ind_prs08032022.pdf,2026-09-14T20:23:37.527101+00:00,2022-03-08,2022-03-31,2022-03-31,index_change_notice,application/pdf,267552,f6e97992dc926c41cdd1dd7eac3b35e01a3dee6e34cb728a8b7041ad493baf27,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_284764695605,data/raw/membership_official/notices/ind_prs08042019.pdf,https://niftyindices.com/Press_Release/ind_prs08042019.pdf,2026-09-14T20:16:31.437986+00:00,2019-04-08,2019-04-15,2019-04-15,index_change_notice,application/pdf,142412,a4ff43189ea06cc6dbf53f3c5ac615b1b0c030fe0678c6fe38e991a5a05716af,OK,1,1,2,True,PARSED,
NIFTY_cf3f9459e1d2,data/raw/membership_official/notices/ind_prs08122021.pdf,https://niftyindices.com/Press_Release/ind_prs08122021.pdf,2026-09-14T20:23:38.048234+00:00,2021-12-08,2021-12-31,2021-12-31,index_change_notice,application/pdf,976206,317d21a69417370ff1ddde87fb42ff8f6e802dbcf3fe45ee132ebd4c47097345,OK,0,0,0,True,NO_BASE_INDEX_ROWS,
NIFTY_e42431c3a147,data/raw/membership_official/notices/ind_prs09012020.pdf,https://niftyindices.com/Press_Release/ind_prs09012020.pdf,2026-09-14T20:16:33.566087+00:00,2020-01-09,2020-01-16,2020-01-16,index_change_notice,application/pdf,75585,41b2bbb3dad1498a03965d8d2735db39afe31de24119c5cdfc2cb5fb41b6e8be,OK,1,1,2,True,PARSED,
NIFTY_5015e25df62c,data/raw/membership_official/notices/ind_prs09022023_1.pdf,https://niftyindices.com/Press_Release/ind_prs09022023_1.pdf,2026-09-14T20:16:47.685541+00:00,2023-02-09,2023-02-17,2023-02-17,index_change_notice,application/pdf,183345,9448843f26e0efe60d43161b525b15e8dd7f81fb93c79f82cf901524e2eff836,OK,1,1,2,True,PARSED,
NIFTY_213a40b605ff,data/raw/membership_official/notices/ind_prs09052017.pdf,https://niftyindices.com/Press_Release/ind_prs09052017.pdf,2026-09-14T20:27:39.747522+00:00,2017-05-09,2017-05-26,2017-05-26,index_change_notice,application/pdf,171569,1c848f0a2b4bf14680bdf0613754991a71072d484dfbed05a7438063f176bf5c,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_55ca8e0eaa49,data/raw/membership_official/notices/ind_prs10032021.pdf,https://niftyindices.com/Press_Release/ind_prs10032021.pdf,2026-09-14T20:23:38.845061+00:00,2021-03-10,2021-03-31,2021-03-31,index_change_notice,application/pdf,181433,8bd945bb83f563e662e26bc0752102e25b74f919720d965e80ebd106797646d7,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_c34d0dbd8cd2,data/raw/membership_official/notices/ind_prs10062020.pdf,https://niftyindices.com/Press_Release/ind_prs10062020.pdf,2026-09-14T20:16:32.348139+00:00,2020-06-10,2020-06-26,2020-06-26,index_change_notice,application/pdf,782320,ea83ae30ff9e8d80892e143ebd8f16fedd04c974e77d673539bb663a9f9de49e,OK,25,25,50,True,PARSED,
NIFTY_8f74c77dfd51,data/raw/membership_official/notices/ind_prs10092018.pdf,https://niftyindices.com/Press_Release/ind_prs10092018.pdf,2026-09-14T20:27:35.957212+00:00,2018-09-10,2018-09-28,2018-09-28,index_change_notice,application/pdf,837838,ee24507ede13781cf062c87c36694f3fd5ddca023f8b2bab62c11638c0a1e495,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_b933cc9487f0,data/raw/membership_official/notices/ind_prs10112017.pdf,https://niftyindices.com/Press_Release/ind_prs10112017.pdf,2026-09-14T20:16:34.433090+00:00,2017-11-10,2017-11-20,2017-11-20,index_change_notice,application/pdf,145998,48967e4b62390828177e01666980cb8e065c0c592fcdab849683d1c4a15d5fb6,OK,1,1,2,True,PARSED,
NIFTY_9d3ef6b24e81,data/raw/membership_official/notices/ind_prs11012016.pdf,https://niftyindices.com/Press_Release/ind_prs11012016.pdf,2026-09-14T20:16:24.755814+00:00,2016-01-11,2016-01-18,2016-01-18,index_change_notice,application/pdf,89094,f6e83a2126309b22e013657e396560833adbeedba0446d14bdcef667af9c28f8,OK,1,1,2,True,PARSED,
NIFTY_63cd1807393f,data/raw/membership_official/notices/ind_prs11072022.pdf,https://niftyindices.com/Press_Release/ind_prs11072022.pdf,2026-09-14T20:16:40.475174+00:00,2022-07-11,2022-08-08,2022-08-08,index_change_notice,application/pdf,245851,dd1021f2123de0facdce17c6dd3cd0e21dc30f1665f346c2798c93f700982e1f,OK,3,3,6,True,PARSED,
NIFTY_ee80074d53cd,data/raw/membership_official/notices/ind_prs11122020.pdf,https://niftyindices.com/Press_Release/ind_prs11122020.pdf,2026-09-14T20:23:39.249262+00:00,2020-12-11,2021-01-01,2021-01-01,index_change_notice,application/pdf,228314,944cd20b389290b32406c9ba89b93a7dd93c04bb8f9ad992348d467b9055dd06,OK,0,0,0,True,NO_BASE_INDEX_ROWS,
NIFTY_f5f1f73716dd,data/raw/membership_official/notices/ind_prs12032020.pdf,https://niftyindices.com/Press_Release/ind_prs12032020.pdf,2026-09-14T20:27:34.182456+00:00,2020-03-12,2020-03-27,2020-03-27,index_change_notice,application/pdf,671579,f268447e9886a9ab107db6049c286aecd425e2de0e4437d5dd79fb69a18bcddb,OK,1,1,2,True,PARSED,
NIFTY_8a8682487073,data/raw/membership_official/notices/ind_prs12082015.pdf,https://niftyindices.com/Press_Release/ind_prs12082015.pdf,2026-09-14T20:16:21.895865+00:00,2015-08-12,2015-09-28,2015-09-28,index_change_notice,application/pdf,174027,c72ec6c885cf94732522b58e741440eb961f13ecb4e12bcb351fb95b93737f88,OK,20,20,40,True,PARSED,
NIFTY_b6386f6d6bc8,data/raw/membership_official/notices/ind_prs12082016.pdf,https://niftyindices.com/Press_Release/ind_prs12082016.pdf,2026-09-14T20:27:41.793937+00:00,2016-08-12,2016-09-30,2016-09-30,index_change_notice,application/pdf,286768,5a62ae30702b448323496a7099a40cef446941cabd1b1677af63d6ff2aef6742,OK,25,25,50,True,PARSED,
NIFTY_3343fe9b7340,data/raw/membership_official/notices/ind_prs13032019.pdf,https://niftyindices.com/Press_Release/ind_prs13032019.pdf,2026-09-14T20:27:35.049780+00:00,2019-03-13,2019-03-29,2019-03-29,index_change_notice,application/pdf,322696,352ee16f28e2f26863c00188ccccbed8723909762f0fab419f99d98ce9e9df0d,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_4911ab62004e,data/raw/membership_official/notices/ind_prs13062019.pdf,https://niftyindices.com/Press_Release/ind_prs13062019.pdf,2026-09-14T20:16:29.115641+00:00,2019-06-13,2019-06-28,2019-06-28,index_change_notice,application/pdf,255072,b05a59c604e1c29cfa00931c71d6ffd9fbe201f0be60b78235eb6f9635447338,OK,2,2,4,True,PARSED,
NIFTY_202fd572ef2c,data/raw/membership_official/notices/ind_prs13092017.pdf,https://niftyindices.com/Press_Release/ind_prs13092017.pdf,2026-09-14T20:27:38.934683+00:00,2017-09-13,2017-09-29,2017-09-29,index_change_notice,application/pdf,163717,625ba05ebe751eb72ace13c0707f9f4aadc357dda1a4baa6b3dd885c34b2ae54,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_684ba2954e17,data/raw/membership_official/notices/ind_prs14122018.pdf,https://niftyindices.com/Press_Release/ind_prs14122018.pdf,2026-09-14T20:16:36.236265+00:00,2018-12-14,2018-12-28,2018-12-28,index_change_notice,application/pdf,799868,0a9fb1a90d69d6d34c7893409ff33806ce153fd464b2ed7809ac132362c6afe0,OK,5,5,10,True,PARSED,
NIFTY_7951a8922407,data/raw/membership_official/notices/ind_prs15062017.pdf,https://niftyindices.com/Press_Release/ind_prs15062017.pdf,2026-09-14T20:16:25.668249+00:00,2017-06-15,2017-06-23,2017-06-23,index_change_notice,application/pdf,156064,13fd0f5d2514f7d641d80883b8a874af20cbe118bdad95ddfc99c3cfa525f978,OK,1,1,2,True,PARSED,
NIFTY_44bb601a5948,data/raw/membership_official/notices/ind_prs15062018.pdf,https://niftyindices.com/Press_Release/ind_prs15062018.pdf,2026-09-14T20:27:36.449775+00:00,2018-06-15,2018-06-29,2018-06-29,index_change_notice,application/pdf,326021,0c5ea7d5de939747d644a930a113c9a1692642436229d27bda6daa48efe583ff,OK,0,0,0,False,NO_BASE_INDEX_ROWS,
NIFTY_d4a15f5b9abf,data/raw/membership_official/notices/ind_prs15062021.pdf,https://niftyindices.com/Press_Release/ind_prs15062021.pdf,2026-09-14T20:16:44.760353+00:00,2021-06-15,2021-06-30,2021-06-30,index_change_notice,application/pdf,270118,55918ff4d49cb9ac187e178131093b76f445851838608accedb5a1e438356300,OK,1,1,2,True,PARSED,
NIFTY_c0665a7f0e18,data/raw/membership_official/notices/ind_prs15062022.pdf,https://niftyindices.com/Press_Release/ind_prs15062022.pdf,2026-09-14T20:23:37.083888+00:00,2022-06-15,2022-06-30,2022-06-30,index_change_notice,application/pdf,334131,37e7ae0360c2bc0b2ba321c5f7cb7fb3439c3a590233cb68d5ac0b27b458ead5,OK,0,0,0,True,NO_BASE_INDEX_ROWS,
NIFTY_45a5504237c9,data/raw/membership_official/notices/ind_prs15092021.pdf,https://niftyindices.com/Press_Release/ind_prs15092021.pdf,2026-09-14T20:16:35.297700+00:00,2021-09-15,2021-09-30,2021-09-30,index_change_notice,application/pdf,416990,56ab5fbf0a9e6e934ba0c4f1bc89444455e808a7b041ad58cab64ae52e9084db,OK,22,22,44,True,PARSED,
NIFTY_d7936b6a88fd,data/raw/membership_official/notices/ind_prs16012017.pdf,https://niftyindices.com/Press_Release/ind_prs16012017.pdf,2026-09-14T20:16:22.679005+00:00,2017-01-16,2017-01-23,2017-01-23,index_change_notice,application/pdf,176015,0acabd9059d5456c115ffceb0231e3ee87df0c9517d312db2e2c2fcd31a74076,OK,4,4,8,True,PARSED,
NIFTY_c3c5d2c6c74c,data/raw/membership_official/notices/ind_prs16022017.pdf,https://niftyindices.com/Press_Release/ind_prs16022017.pdf,2026-09-14T20:16:23.170083+00:00,2017-02-16,2017-03-31,2017-03-31,index_change_notice,application/pdf,615299,f5809306fbefc99ab58960276c780b28e6bcf52f9a30e17cae552512a1c79348,OK,25,25,50,True,PARSED,
NIFTY_28226c2c6311,data/raw/membership_official/notices/ind_prs16092022.pdf,https://niftyindices.com/Press_Release/ind_prs16092022.pdf,2026-09-14T20:16:38.009812+00:00,2022-09-16,2022-09-30,2022-09-30,index_change_notice,application/pdf,270391,4c456435c1a862fa74ae71cd7a7af676b5ed173dd9e3805f56b133d361904166,OK,1,1,2,True,PARSED,
NIFTY_10b8c8e8a4b3,data/raw/membership_official/notices/ind_prs16102017.pdf,https://niftyindices.com/Press_Release/ind_prs16102017.pdf,2026-09-14T20:16:42.095634+00:00,2017-10-16,2017-10-30,2017-10-30,index_change_notice,application/pdf,154686,db77a33e235bb7283c3e8305c7f1b211099a13e2d9d43542a538696a54a4329c,OK,1,1,2,True,PARSED,
NIFTY_ae42b7ffe0a9,data/raw/membership_official/notices/ind_prs16122019.pdf,https://niftyindices.com/Press_Release/ind_prs16122019.pdf,2026-09-14T20:16:31.895755+00:00,2019-12-16,2019-12-27,2019-12-27,index_change_notice,application/pdf,560203,2525ecd8a9d22322b4f6179c67ef96c72fed484145f3ebd217159b0006af82a5,OK,7,7,14,True,PARSED,
NIFTY_22c35066eaf2,data/raw/membership_official/notices/ind_prs17022023_1.pdf,https://niftyindices.com/Press_Release/ind_prs17022023_1.pdf,2026-09-14T20:16:36.703209+00:00,2023-02-17,2023-03-31,2023-03-31,index_change_notice,application/pdf,546885,fc55cd8916629df82b94a31e03c050b096bcbf98bcd1fb6e700c3223e93b8cbe,OK,20,20,40,True,PARSED,
NIFTY_be22d4a49824,data/raw/membership_official/notices/ind_prs17092019.pdf,https://niftyindices.com/Press_Release/ind_prs17092019.pdf,2026-09-14T20:16:43.460500+00:00,2019-09-17,2019-09-27,2019-09-27,index_change_notice,application/pdf,223816,4222523b5b00120b597ff1ef2045274f1fcd93df9525660f669180394c376aeb,OK,1,1,2,True,PARSED,
NIFTY_2aec06fd45ee,data/raw/membership_official/notices/ind_prs17092019_1.pdf,https://niftyindices.com/Press_Release/ind_prs17092019_1.pdf,2026-09-14T20:16:38.795117+00:00,2019-09-17,2019-09-24,2019-09-24,index_change_notice,application/pdf,155273,befefb0ff804ad2540021442dd782e2dade35e9598fcf2cb2ed799b7f81cbf52,OK,1,1,2,True,PARSED,
NIFTY_93bf17ddfaae,data/raw/membership_official/notices/ind_prs17102016.pdf,https://niftyindices.com/Press_Release/ind_prs17102016.pdf,2026-09-14T20:27:41.389616+00:00,2016-10-17,,2016-10-24;2016-11-15,index_change_notice,application/pdf,152583,e3ad170876e6278ad7a1e99cc924ba610c3f8be4ef0dc85cd2c146e2152ca4ea,OK,1,1,2,True,PARSED,
NIFTY_6719a7e6c176,data/raw/membership_official/notices/ind_prs18022020.pdf,https://niftyindices.com/Press_Release/ind_prs18022020.pdf,2026-09-14T20:16:40.073092+00:00,2020-02-18,2020-03-27,2020-03-27,index_change_notice,application/pdf,388872,1943215214a0b967333ae4ec9c6aeaec9c5012fb03558c769ad895b7d1081f9e,OK,20,20,40,True,PARSED,
