symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review,repair_status,repair_reason,security_id,identity_match_method,is_nifty500_member_on_ex_date
NEULANDLAB,Neuland Laboratories Limited,EQ,10.0,Rights Issue 4 : 25 @ Premium Rs 194/- Per Equity Share,2014-08-13,2014-08-14,,,,,corporate_actions_20140801_20140831.json,NSE corporate actions API,RIGHTS ISSUE 4 : 25 @ PREMIUM RS 194/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,4.0,25.0,,,1,False,False,UNCHANGED,,NSE_7DC490F5BFB1,ACTIVE_DATE_MATCH,False
STAN,Standard Chartered PLC,DR,,Interim Dividend,2014-08-13,2014-08-14,,,,,corporate_actions_20140801_20140831.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
MANINFRA,Man Infraconstruction Limited,EQ,2.0,Annual General Meeting / Dividend - Rs 1.35/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 2/- Per Share,2014-08-28,,2014-09-02,2014-09-05,,,corporate_actions_20140801_20140831.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 1.35/- PER SHARE / FACE VALUE SPLIT - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,True,False,True,False,False,False,False,False,True,False,False,SPLIT,1.35,,,10.0,2.0,2,True,True,UNCHANGED,,NSE_79E6C5F02193,ACTIVE_DATE_MATCH,True
DVL,Dhunseri Ventures Limited,EQ,10.0,Scheme Of Arrangement,2014-09-18,2014-09-19,,,,,corporate_actions_20140901_20140930.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_DB8AB0AB2994,UNIQUE_SYMBOL_HISTORY,False
NCC,NCC Limited,EQ,2.0,Rights 7 : 6 @ Premium Rs 18/- Per Share,2014-09-18,2014-09-19,,,,,corporate_actions_20140901_20140930.json,NSE corporate actions API,RIGHTS 7 : 6 @ PREMIUM RS 18/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,7.0,6.0,,,1,False,False,UNCHANGED,,NSE_AC850CBABC55,ACTIVE_DATE_MATCH,True
ONIDA,Onida Electronics Limited,EQ,1.0,Rights 5:13 @Premium Rs.5,2014-09-18,,2014-09-22,2014-09-22,,,corporate_actions_20140901_20140930.json,NSE corporate actions API,RIGHTS 5:13 @PREMIUM RS.5,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,13.0,,,1,False,False,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,2.0,Bonus 1 : 1 / Face Value Split From Rs 10/- To Rs 2/- Per Share,2014-09-30,2014-10-01,,,,,corporate_actions_20140901_20140930.json,NSE corporate actions API,BONUS 1 : 1 / FACE VALUE SPLIT FROM RS 10/- TO RS 2/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,2.0,2,True,True,UNCHANGED,,NSE_8407496D15F8,ACTIVE_DATE_MATCH,False
JBMA,JBM Auto Limited,EQ,1.0,Bonus 1:1 And Face Value Split Rs.10/- To Rs.5/- Per Share,2014-10-08,2014-10-09,,,,,corporate_actions_20141001_20141031.json,NSE corporate actions API,BONUS 1:1 AND FACE VALUE SPLIT RS.10/- TO RS.5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,5.0,2,True,True,REPARSED,Parsed dotted face values when the phrase omits the word 'from'.,NSE_1846247E74B4,ACTIVE_DATE_MATCH,False
POLARIS,POLARIS CONSULTING & SERVICES LIMITED,EQ,5.0,Scheme Of Arrangement Cum Demerger,2014-10-09,2014-10-10,,,,,corporate_actions_20141001_20141031.json,NSE corporate actions API,SCHEME OF ARRANGEMENT CUM DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_A787B7252904,ACTIVE_DATE_MATCH,False
BLUEDART,Blue Dart Express Limited,EQ,10.0,Scheme Of Arrangement - Issue Of Bonus Debentures,2014-11-17,2014-11-18,,,,,corporate_actions_20141101_20141130.json,NSE corporate actions API,SCHEME OF ARRANGEMENT - ISSUE OF BONUS DEBENTURES,False,False,False,False,False,True,False,False,False,False,False,DEBENTURE_ENTITLEMENT,,,,,,1,False,True,RECLASSIFIED,A debenture entitlement is not an ordinary-equity bonus.,NSE_1789CF98709C,ACTIVE_DATE_MATCH,True
FEL,Future Enterprises Limited,EQ,2.0,Rights 5:8 @ Premium Rs.101/- Per Equity Share,2014-11-18,2014-11-19,,,,,corporate_actions_20141101_20141130.json,NSE corporate actions API,RIGHTS 5:8 @ PREMIUM RS.101/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,8.0,,,1,False,False,UNCHANGED,,NSE_EF0E9934D1DE,UNIQUE_SYMBOL_HISTORY,True
FELDVR,Future Enterprises Limited,EQ,2.0,Rights 5:8 @ Premium Rs 48.25/- Per Equity Share,2014-11-18,2014-11-19,,,,,corporate_actions_20141101_20141130.json,NSE corporate actions API,RIGHTS 5:8 @ PREMIUM RS 48.25/- PER EQUITY SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,8.0,,,1,False,False,UNCHANGED,,NSE_FEB436988103,UNIQUE_SYMBOL_HISTORY,False
GREENPLY,Greenply Industries Limited,EQ,1.0,Scheme Of Demerger,2014-11-26,2014-11-27,,,,,corporate_actions_20141101_20141130.json,NSE corporate actions API,SCHEME OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_E33BF28052EC,ACTIVE_DATE_MATCH,False
MANAKSIA,Manaksia Limited,EQ,2.0,Scheme Of Arrangement,2014-12-04,2014-12-05,,,,,corporate_actions_20141201_20141231.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_ACF6F7F21939,ACTIVE_DATE_MATCH,False
MINDACORP,Minda Corporation Limited,EQ,2.0,Bonus 1:1 / Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share,2015-01-05,2015-01-06,,,,,corporate_actions_20150101_20150131.json,NSE corporate actions API,BONUS 1:1 / FACE VALUE SPLIT FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,2.0,2,True,True,UNCHANGED,,NSE_D92A46834C0F,ACTIVE_DATE_MATCH,False
INTELLECT,Intellect Design Arena Limited,EQ,5.0,Scheme Of Arrangement-To Ascertain Eligible Members To Provide Option To Opt For Ncd In Place Of Equity Shares,2015-01-16,2015-01-19,,,,,corporate_actions_20150101_20150131.json,NSE corporate actions API,SCHEME OF ARRANGEMENT-TO ASCERTAIN ELIGIBLE MEMBERS TO PROVIDE OPTION TO OPT FOR NCD IN PLACE OF EQUITY SHARES,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_B3968699E9E2,ACTIVE_DATE_MATCH,False
RSSOFTWARE,R. S. Software (India) Limited,EQ,5.0,Interim Dividend - Rs 1.50/- Per Share / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share (Purpose Revised),2015-01-21,2015-01-22,,,,,corporate_actions_20150101_20150131.json,NSE corporate actions API,INTERIM DIVIDEND - RS 1.50/- PER SHARE / FACE VALUE SPLIT - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE (PURPOSE REVISED),True,False,True,False,False,False,False,False,False,False,False,SPLIT,1.5,,,10.0,5.0,2,True,True,UNCHANGED,,NSE_512CE7D98A26,ACTIVE_DATE_MATCH,False
CANFINHOME,Can Fin Homes Limited,EQ,2.0,Rights 3:10 @ Premium Rs 440/- Per Share,2015-01-23,2015-01-27,,,,,corporate_actions_20150101_20150131.json,NSE corporate actions API,RIGHTS 3:10 @ PREMIUM RS 440/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,10.0,,,1,False,False,UNCHANGED,,NSE_499FFD70F55B,ACTIVE_DATE_MATCH,True
ASAHISONG,Asahi Songwon Colors Limited,EQ,10.0,Demerger,2015-02-02,2015-02-03,,,,,corporate_actions_20150201_20150228.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_49C4EC222EAD,ACTIVE_DATE_MATCH,False
SBT,State Bank of Travancore,EQ,10.0,Rights 1:5 @ Premium Rs 390/- Per Share,2015-03-03,2015-03-04,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,RIGHTS 1:5 @ PREMIUM RS 390/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,5.0,,,1,False,False,UNCHANGED,,NSE_633BD53DAEC1,ACTIVE_DATE_MATCH,True
GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,1.0,Rights 3:14 @ Premium Rs 14/- Per Share,2015-03-11,2015-03-12,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,RIGHTS 3:14 @ PREMIUM RS 14/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,14.0,,,1,False,False,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
STAN,Standard Chartered PLC,DR,,Final Dividend,2015-03-12,2015-03-13,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,FINAL DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
ZEEMEDIA,Zee Media Corporation Limited,EQ,1.0,Rights 3:10 @ Premium Rs 17/- Per Share,2015-03-16,2015-03-17,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,RIGHTS 3:10 @ PREMIUM RS 17/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,10.0,,,1,False,False,UNCHANGED,,NSE_A6A079127B7A,ACTIVE_DATE_MATCH,False
TECHM,Tech Mahindra Limited,EQ,5.0,Bonus 1:1 / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share,2015-03-19,2015-03-20,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,BONUS 1:1 / FACE VALUE SPLIT - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_469BDD916F8C,ACTIVE_DATE_MATCH,True
NTPC,NTPC Limited,EQ,10.0,Scheme Of Arrangement - Bonus Debentures 1:1,2015-03-20,2015-03-23,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT - BONUS DEBENTURES 1:1,False,False,False,False,False,True,False,False,False,False,False,DEBENTURE_ENTITLEMENT,,1.0,1.0,,,1,False,True,RECLASSIFIED,A debenture entitlement is not an ordinary-equity bonus.,NSE_4FB8019524D0,ACTIVE_DATE_MATCH,True
GRANULES,Granules India Limited,EQ,1.0,Face Value Split Rs 10 To Rs 1,2015-03-23,2015-03-24,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,FACE VALUE SPLIT RS 10 TO RS 1,False,False,True,False,False,False,False,False,False,False,False,SPLIT,,,,,,1,False,True,UNCHANGED,,NSE_148E052CEC64,ACTIVE_DATE_MATCH,False
BALKRISIND,Balkrishna Industries Limited,EQ,2.0,Scheme Of Arrangement,2015-03-24,2015-03-25,,,,,corporate_actions_20150301_20150331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_DCA00C31EBFD,ACTIVE_DATE_MATCH,False
TATAMTRDVR,Tata Motors Limited,EQ,2.0,Rights 6:109 @ Premium Rs.269/- Per Share,2015-04-06,,2015-04-08,2015-04-08,,,corporate_actions_20150401_20150430.json,NSE corporate actions API,RIGHTS 6:109 @ PREMIUM RS.269/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,6.0,109.0,,,1,False,False,UNCHANGED,,NSE_D8A31493DD0A,ACTIVE_DATE_MATCH,False
TMPV,Tata Motors Passenger Vehicles Limited,EQ,2.0,Rights 6:109 @ Premium Rs. 448/- Per Share,2015-04-06,,2015-04-08,2015-04-08,,,corporate_actions_20150401_20150430.json,NSE corporate actions API,RIGHTS 6:109 @ PREMIUM RS. 448/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,6.0,109.0,,,1,False,False,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
SFCL,Star Ferro and Cement Limited,EQ,1.0,Demerger,2015-04-23,2015-04-24,,,,,corporate_actions_20150401_20150430.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D67F47161F2D,ACTIVE_DATE_MATCH,False
ARVIND,Arvind Limited,EQ,10.0,Scheme Of Arrangement,2015-05-28,2015-05-29,,,,,corporate_actions_20150501_20150531.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_C60D64EC58FE,ACTIVE_DATE_MATCH,False
ADANIENT,Adani Enterprises Limited,EQ,1.0,Scheme Of Arrangement,2015-06-03,2015-06-04,,,,,corporate_actions_20150601_20150630.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_42CD50DCCBD6,ACTIVE_DATE_MATCH,False
MASTEK,Mastek Limited,EQ,5.0,Scheme Of Arrangement,2015-06-12,2015-06-15,,,,,corporate_actions_20150601_20150630.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_71E0266D5F31,ACTIVE_DATE_MATCH,False
INFY,Infosys Limited,EQ,5.0,Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1,2015-06-15,,2015-06-17,2015-06-17,,,corporate_actions_20150601_20150630.json,NSE corporate actions API,ANNUAL GENERAL MEETING/ DIVIDEND - RS 29.50/- PER SHARE AND BONUS 1:1,True,True,False,False,False,False,False,False,True,False,False,BONUS,29.5,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_6A68B38036FB,ACTIVE_DATE_MATCH,True
VASCONEQ,Vascon Engineers Limited,EQ,10.0,Rights 14:19 @ Premium Rs 5/- Per Share,2015-06-23,2015-06-24,,,,,corporate_actions_20150601_20150630.json,NSE corporate actions API,RIGHTS 14:19 @ PREMIUM RS 5/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,14.0,19.0,,,1,False,False,UNCHANGED,,NSE_7694429671AE,ACTIVE_DATE_MATCH,False
MOTHERSON,Samvardhana Motherson International Limited,EQ,1.0,Annual General Meeting / Dividend - Rs 3/- Per Share / Bonus - 1:2,2015-07-23,,2015-07-25,2015-07-25,,,corporate_actions_20150701_20150731.json,NSE corporate actions API,ANNUAL GENERAL MEETING / DIVIDEND - RS 3/- PER SHARE / BONUS - 1:2,True,True,False,False,False,False,False,False,True,False,False,BONUS,3.0,1.0,2.0,,,2,True,True,UNCHANGED,,NSE_108254EF6AA4,UNIQUE_SYMBOL_HISTORY,True
BAYERCROP,Bayer Cropscience Limited,EQ,10.0,Buyback Of Shares,2015-08-03,2015-08-04,,,,,corporate_actions_20150801_20150831.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_EC27C1265F27,ACTIVE_DATE_MATCH,False
STAN,Standard Chartered PLC,DR,,Interim Dividend,2015-08-13,2015-08-14,,,,,corporate_actions_20150801_20150831.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
GOKUL,Gokul Refoils and Solvent Limited,EQ,2.0,Annual General Meeting/Scheme Of Arrangement,2015-09-16,,2015-09-19,2015-09-26,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,ANNUAL GENERAL MEETING/SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,True,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_087AF3D48E4F,ACTIVE_DATE_MATCH,False
UNIVCABLES,Universal Cables Limited,EQ,10.0,Rights 1:2 @ Premium Rs.41/- Per Share,2015-09-16,2015-09-18,,,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,RIGHTS 1:2 @ PREMIUM RS.41/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,2.0,,,1,False,False,UNCHANGED,,NSE_09DBE29FB4C7,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,HA,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,HB,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,HC,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,HD,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,HE,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H1,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H9,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H3,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H4,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H5,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H6,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H7,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H8,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,H2,5000.0,Demerger,2015-09-29,,2015-10-01,2015-10-08,,,corporate_actions_20150901_20150930.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IDFC,IDFC Limited,EQ,10.0,Demerger,2015-10-01,2015-10-05,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1671B749B56F,ACTIVE_DATE_MATCH,False
IL&FSTRANS,IL&FS Transportation Networks Limited,EQ,10.0,Rights 1:3 @ Premium Rs.80/- Per Share,2015-10-07,2015-10-08,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,RIGHTS 1:3 @ PREMIUM RS.80/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,3.0,,,1,False,False,UNCHANGED,,NSE_938AB0376CFC,ACTIVE_DATE_MATCH,True
SEAMECLTD,Seamec Limited,EQ,10.0,Buyback,2015-10-08,2015-10-09,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_6953ECF93C79,ACTIVE_DATE_MATCH,False
IDFCFIRSTB,IDFC First Bank Limited,H3,5000.0,Payment Of Amount Of Buyback To Bondholders,2015-10-29,2015-10-30,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,PAYMENT OF AMOUNT OF BUYBACK TO BONDHOLDERS,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
IDFCFIRSTB,IDFC First Bank Limited,H4,5000.0,Payment Of Amount Of Buyback To Bondholders,2015-10-29,2015-10-30,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,PAYMENT OF AMOUNT OF BUYBACK TO BONDHOLDERS,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
ASHIMASYN,Ashima Limited,EQ,10.0,Rights : 24:10 At Par,2015-10-30,2015-11-02,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,RIGHTS : 24:10 AT PAR,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,24.0,10.0,,,1,False,False,UNCHANGED,,NSE_91716524CDD0,ACTIVE_DATE_MATCH,False
JSL,Jindal Stainless Limited,EQ,2.0,Composite Scheme Of Arrangement,2015-11-19,2015-11-21,,,,,corporate_actions_20151101_20151130.json,NSE corporate actions API,COMPOSITE SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_329ABD1F5CCD,ACTIVE_DATE_MATCH,False
JUSTDIAL,Just Dial Limited,EQ,10.0,Buyback Of Shares,2015-12-03,2015-12-04,,,,,corporate_actions_20151201_20151231.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_855E4F920F23,ACTIVE_DATE_MATCH,True
TIIL,Technocraft Industries (India) Limited,EQ,10.0,Buyback Of Shares,2016-01-07,2016-01-08,,,,,corporate_actions_20160101_20160131.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_3D90FA1937EF,ACTIVE_DATE_MATCH,False
JMCPROJECT,JMC Projects (India)  Limited,EQ,2.0,Rights 2:7,2016-01-11,2016-01-12,,,,,corporate_actions_20160101_20160131.json,NSE corporate actions API,RIGHTS 2:7,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,2.0,7.0,,,1,False,False,UNCHANGED,,NSE_9AC5B931DCFD,ACTIVE_DATE_MATCH,False
ABIRLANUVO,Aditya Birla Nuvo Limited,EQ,10.0,Scheme Of Arrangement,2016-01-20,2016-01-21,,,,,corporate_actions_20160101_20160131.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D9A959B5F435,ACTIVE_DATE_MATCH,False
MFSL,Max Financial Services Limited,EQ,2.0,Scheme Of Arrangement,2016-01-27,2016-01-28,,,,,corporate_actions_20160101_20160131.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_98CBA18954BD,UNIQUE_SYMBOL_HISTORY,False
IDFCFIRSTB,IDFC First Bank Limited,H6,5000.0,Buyback Of Bonds,2016-02-04,2016-02-05,,,,,corporate_actions_20160201_20160229.json,NSE corporate actions API,BUYBACK OF BONDS,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
IDFCFIRSTB,IDFC First Bank Limited,H5,5000.0,Payment Of Interest & Buyback Amount To Bondholders,2016-02-04,2016-02-05,,,,,corporate_actions_20160201_20160229.json,NSE corporate actions API,PAYMENT OF INTEREST & BUYBACK AMOUNT TO BONDHOLDERS,False,False,False,False,False,False,True,False,False,True,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,False
