symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review,repair_status,repair_reason,security_id,identity_match_method,is_nifty500_member_on_ex_date
MENONBE,Menon Bearings Limited,EQ,1.0,Interim Dividend,2017-07-31,2017-08-01,,,,,corporate_actions_20170701_20170731.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,NSE_B3B67D41D782,ACTIVE_DATE_MATCH,False
DWARKESH,Dwarikesh Sugar Industries Limited,EQ,1.0,Annual General Meeting/Dividend - Rs 10 Per Share/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share (Purpose Revised),2017-08-10,,2017-08-12,2017-08-19,,,corporate_actions_20170801_20170831.json,NSE corporate actions API,ANNUAL GENERAL MEETING/DIVIDEND - RS 10 PER SHARE/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE (PURPOSE REVISED),True,False,True,False,False,False,False,False,True,False,False,SPLIT,10.0,,,10.0,1.0,2,True,True,UNCHANGED,,NSE_D0F45BD3D912,ACTIVE_DATE_MATCH,False
SRF,SRF Limited,EQ,10.0,Interim Dividend,2017-08-16,2017-08-18,,,,,corporate_actions_20170801_20170831.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,NSE_984031314A32,ACTIVE_DATE_MATCH,True
SOBHA,Sobha Limited,EQ,10.0,Buyback,2017-08-24,2017-08-28,,,,,corporate_actions_20170801_20170831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_EB6FFADD9772,ACTIVE_DATE_MATCH,True
VINATIORGA,Vinati Organics Limited,EQ,1.0,Buyback,2017-08-31,2017-09-01,,,,,corporate_actions_20170801_20170831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_FD70F2989DA1,ACTIVE_DATE_MATCH,True
RELCAPITAL,Reliance Capital Limited,EQ,10.0,Scheme Of Arrangement,2017-09-05,2017-09-06,,,,,corporate_actions_20170901_20170930.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_2B12B6998928,ACTIVE_DATE_MATCH,False
IFGLREFRAC,IFGL Refractories Limited,EQ,10.0,Scheme Of Amalgamation,2017-09-14,2017-09-15,,,,,corporate_actions_20170901_20170930.json,NSE corporate actions API,SCHEME OF AMALGAMATION,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_AC2B89FDF2B0,UNIQUE_SYMBOL_HISTORY,False
WIPRO,Wipro Limited,EQ,2.0,Buyback,2017-09-14,2017-09-15,,,,,corporate_actions_20170901_20170930.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_060294DF8B9D,ACTIVE_DATE_MATCH,True
INDHOTEL,The Indian Hotels Company Limited,EQ,1.0,Rights 1:5 @ Premium Rs 74/-,2017-10-04,2017-10-05,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,RIGHTS 1:5 @ PREMIUM RS 74/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,5.0,,,1,False,False,UNCHANGED,,NSE_981D18E0A068,ACTIVE_DATE_MATCH,True
ZEEMEDIA,Zee Media Corporation Limited,EQ,1.0,Scheme Of Arrangement,2017-10-05,2017-10-06,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_A6A079127B7A,ACTIVE_DATE_MATCH,False
KARURVYSYA,Karur Vysya Bank Limited,EQ,2.0,Rights 1:6 @ Premium Rs 74/-,2017-10-12,2017-10-13,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,RIGHTS 1:6 @ PREMIUM RS 74/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,6.0,,,1,False,False,UNCHANGED,,NSE_2F2EB4A88F22,ACTIVE_DATE_MATCH,True
HIRECT,Hirect Limited,EQ,2.0,Rights 1:10 @ Premium Rs 78/-,2017-10-17,2017-10-18,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,RIGHTS 1:10 @ PREMIUM RS 78/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,10.0,,,1,False,False,UNCHANGED,,NSE_95EA867C87C4,ACTIVE_DATE_MATCH,False
IIFL,IIFL Finance Limited,EQ,2.0,Scheme Of Arrangement,2017-10-17,2017-10-18,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_F96D3907BEE7,ACTIVE_DATE_MATCH,False
HCL-INSYS,HCL Infosystems Limited,EQ,2.0,Rights 10:21 @ Premium Rs 45/-,2017-10-31,2017-11-01,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,RIGHTS 10:21 @ PREMIUM RS 45/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,10.0,21.0,,,1,False,False,UNCHANGED,,NSE_AB585951AF9C,ACTIVE_DATE_MATCH,True
INFY,Infosys Limited,EQ,5.0,Buyback,2017-10-31,2017-11-01,,,,,corporate_actions_20171001_20171031.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_6A68B38036FB,ACTIVE_DATE_MATCH,True
SHIVTEX,Shiva Texyarn Limited,EQ,10.0,Scheme Of Arrangement,2017-11-03,2017-11-06,,,,,corporate_actions_20171101_20171130.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_2ED3E99F65D0,UNIQUE_SYMBOL_HISTORY,False
VIPCLOTHNG,VIP Clothing Limited,EQ,2.0,Rights 1:4 @ Premium Rs 24/-,2017-11-17,2017-11-20,,,,,corporate_actions_20171101_20171130.json,NSE corporate actions API,RIGHTS 1:4 @ PREMIUM RS 24/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,4.0,,,1,False,False,UNCHANGED,,NSE_69BBABD3853C,ACTIVE_DATE_MATCH,False
FRETAIL,Future Retail Limited,EQ,2.0,Scheme Of Arrangement,2017-11-29,2017-11-30,,,,,corporate_actions_20171101_20171130.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_E987DDA51421,ACTIVE_DATE_MATCH,False
MAYURUNIQ,Mayur Uniquoters Ltd,EQ,5.0,Buyback,2017-11-29,2017-12-02,,,,,corporate_actions_20171101_20171130.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_E8494F35C12B,ACTIVE_DATE_MATCH,False
LAKSHVILAS,Lakshmi Vilas Bank Limited,EQ,10.0,Rights 1:3 @ Premium Rs 112/-,2017-12-05,2017-12-06,,,,,corporate_actions_20171201_20171231.json,NSE corporate actions API,RIGHTS 1:3 @ PREMIUM RS 112/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,3.0,,,1,False,False,UNCHANGED,,NSE_0E88CB8DDD57,ACTIVE_DATE_MATCH,True
LOVABLE,Lovable Lingerie Limited,EQ,10.0,Buyback,2017-12-07,2017-12-08,,,,,corporate_actions_20171201_20171231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_7CDA5DAD8C0C,ACTIVE_DATE_MATCH,False
SUMEETINDS,Sumeet Industries Limited,EQ,2.0,Rights 3:7 @ Premium Rs 14/-,2017-12-15,2017-12-18,,,,,corporate_actions_20171201_20171231.json,NSE corporate actions API,RIGHTS 3:7 @ PREMIUM RS 14/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,7.0,,,1,False,False,UNCHANGED,,NSE_6940E3565041,ACTIVE_DATE_MATCH,False
SHALPAINTS,Shalimar Paints Limited,EQ,2.0,Rights 6:32 @ Premium Rs 138/-,2017-12-28,2017-12-29,,,,,corporate_actions_20171201_20171231.json,NSE corporate actions API,RIGHTS 6:32 @ PREMIUM RS 138/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,6.0,32.0,,,1,False,False,UNCHANGED,,NSE_716B25C5D035,ACTIVE_DATE_MATCH,False
AARTIIND,Aarti Industries Limited,EQ,5.0,Buyback,2018-01-04,2018-01-05,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_81E1BA306A07,ACTIVE_DATE_MATCH,True
ORIENTPPR,Orient Paper & Industries Limited,EQ,1.0,Scheme Of Arrangement,2018-01-11,2018-01-12,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D264BCACFEAD,ACTIVE_DATE_MATCH,False
SWARAJENG,Swaraj Engines Limited,EQ,10.0,Buyback,2018-01-11,2018-01-12,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_7A24E610012A,ACTIVE_DATE_MATCH,False
TIIL,Technocraft Industries (India) Limited,EQ,10.0,Buyback,2018-01-11,2018-01-12,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_3D90FA1937EF,ACTIVE_DATE_MATCH,False
SJVN,SJVN Limited,EQ,10.0,Buyback,2018-01-17,2018-01-18,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_7127DE38999E,ACTIVE_DATE_MATCH,True
AARTIDRUGS,Aarti Drugs Limited,EQ,10.0,Buyback,2018-01-18,2018-01-19,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_6B14B0471978,ACTIVE_DATE_MATCH,False
ORBTEXP,Orbit Exports Limited,EQ,10.0,Buyback,2018-01-18,2018-01-19,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_133842A898AC,ACTIVE_DATE_MATCH,False
GAYAPROJ,Gayatri Projects Limited,EQ,2.0,Scheme Of Arrangement,2018-01-30,2018-01-31,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_1EDC5AB6BDE5,ACTIVE_DATE_MATCH,False
PEL,Piramal Enterprises Limited,EQ,2.0,Rights 1:23 @ Premium Rs 2378/-,2018-01-31,2018-02-01,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,RIGHTS 1:23 @ PREMIUM RS 2378/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,23.0,,,1,False,False,UNCHANGED,,NSE_A4B76A210E61,ACTIVE_DATE_MATCH,True
TATASTEEL,Tata Steel Limited,EQ,1.0,Rights - 4:25 Fully Paid Up Shares @ Premium Rs 500/- Per Share / 2:25 Partly Paid Up Shares @ Premium Rs 605/- Per Share,2018-01-31,2018-02-01,,,,,corporate_actions_20180101_20180131.json,NSE corporate actions API,RIGHTS - 4:25 FULLY PAID UP SHARES @ PREMIUM RS 500/- PER SHARE / 2:25 PARTLY PAID UP SHARES @ PREMIUM RS 605/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,4.0,25.0,,,1,False,False,UNCHANGED,,NSE_8D39D27D1A12,ACTIVE_DATE_MATCH,True
SUNDARMFIN,Sundaram Finance Limited,EQ,10.0,Scheme Of Arrangement,2018-02-01,2018-02-02,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_D33E443DE34A,ACTIVE_DATE_MATCH,False
ECLERX,eClerx Services Limited,EQ,10.0,Buyback,2018-02-02,2018-02-05,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2F62FAA6E00D,ACTIVE_DATE_MATCH,True
BEL,Bharat Electronics Limited,EQ,1.0,Buyback,2018-02-08,2018-02-09,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_64F9D3F9FC06,ACTIVE_DATE_MATCH,True
GANDHITUBE,Gandhi Special Tubes Limited,EQ,5.0,Buyback,2018-02-08,2018-02-09,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_849F12483618,ACTIVE_DATE_MATCH,False
SOTL,Savita Oil Technologies Limited,EQ,2.0,Buyback,2018-02-08,2018-02-09,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_65C212D15FAC,ACTIVE_DATE_MATCH,False
DHANI,Dhani Services Limited,EQ,2.0,Rights 3:16 @ Premium Rs 238/-,2018-02-09,2018-02-12,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,RIGHTS 3:16 @ PREMIUM RS 238/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,3.0,16.0,,,1,False,False,UNCHANGED,,NSE_B0F020774F39,UNIQUE_SYMBOL_HISTORY,True
PIDILITIND,Pidilite Industries Limited,EQ,1.0,Buyback,2018-02-09,2018-02-12,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_755A5F4A31A8,ACTIVE_DATE_MATCH,True
UNICHEMLAB,Unichem Laboratories Limited,EQ,2.0,Buyback,2018-02-15,2018-02-16,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_11D6411F8FF1,ACTIVE_DATE_MATCH,True
MOIL,MOIL Limited,EQ,10.0,Buyback,2018-02-16,2018-02-20,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D9F56642B79E,ACTIVE_DATE_MATCH,True
FDC,FDC Limited,EQ,1.0,Buyback,2018-02-26,2018-02-27,,,,,corporate_actions_20180201_20180228.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_F0C8DB46A2B5,ACTIVE_DATE_MATCH,False
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,1.0,Buyback,2018-03-05,2018-03-06,,,,,corporate_actions_20180301_20180331.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D7CAF5D174A7,ACTIVE_DATE_MATCH,True
KPRMILL,K.P.R. Mill Limited,EQ,1.0,Buyback,2018-03-06,2018-03-07,,,,,corporate_actions_20180301_20180331.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_03C46C5018D2,ACTIVE_DATE_MATCH,True
STAN,Standard Chartered PLC,DR,,Dividend,2018-03-08,2018-03-09,,,,,corporate_actions_20180301_20180331.json,NSE corporate actions API,DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
ALEMBICLTD,Alembic Limited,EQ,2.0,Buyback,2018-03-22,2018-03-23,,,,,corporate_actions_20180301_20180331.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_C9C5A501D2C2,ACTIVE_DATE_MATCH,False
TALWALKARS,Talwalkars Better Value Fitness Limited,EQ,10.0,Scheme Of Arrangement,2018-03-27,2018-03-28,,,,,corporate_actions_20180301_20180331.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_6597B043CE40,ACTIVE_DATE_MATCH,False
ADANIENT,Adani Enterprises Limited,EQ,1.0,Scheme Of Arrangement,2018-04-05,2018-04-06,,,,,corporate_actions_20180401_20180430.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_42CD50DCCBD6,ACTIVE_DATE_MATCH,False
STAR,Strides Pharma Science Limited,EQ,10.0,Scheme Of Arrangement,2018-04-06,2018-04-09,,,,,corporate_actions_20180401_20180430.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_72AFBEE07E5D,ACTIVE_DATE_MATCH,False
VIYASH,Viyash Scientific Limited,EQ,2.0,Scheme Of Arrangement,2018-04-06,2018-04-09,,,,,corporate_actions_20180401_20180430.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
SMARTLINK,Smartlink Holdings Limited,EQ,2.0,Buyback,2018-05-17,2018-05-18,,,,,corporate_actions_20180501_20180531.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2FFC24565555,ACTIVE_DATE_MATCH,False
HATSUN,Hatsun Agro Product Limited,EQ,1.0,Interim Dividend- Rs 3 Per Share / Rights 1:16 @ Premium Rs 554 Per Share,2018-05-31,2018-06-01,,,,,corporate_actions_20180501_20180531.json,NSE corporate actions API,INTERIM DIVIDEND- RS 3 PER SHARE / RIGHTS 1:16 @ PREMIUM RS 554 PER SHARE,True,False,False,False,True,False,False,False,False,False,False,RIGHTS,3.0,1.0,16.0,,,2,True,True,UNCHANGED,,NSE_AF4B789C4B78,ACTIVE_DATE_MATCH,True
TCS,Tata Consultancy Services Limited,EQ,1.0,Bonus 1:1 /Dividend- Rs 29 Per Share,2018-05-31,2018-06-02,,,,,corporate_actions_20180501_20180531.json,NSE corporate actions API,BONUS 1:1 /DIVIDEND- RS 29 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,29.0,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_DBD0EB2724E0,ACTIVE_DATE_MATCH,True
JSWDULUX,JSW Dulux Limited,EQ,10.0,Buyback,2018-06-06,2018-06-07,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
JAGRAN,Jagran Prakashan Limited,EQ,2.0,Buyback,2018-06-14,2018-06-15,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_5E4B839E941A,ACTIVE_DATE_MATCH,True
NILAINFRA,Nila Infrastructures Limited,EQ,1.0,Scheme Of Arrangement,2018-06-14,2018-06-15,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_8CDE78C40B57,ACTIVE_DATE_MATCH,False
EMAMILTD,Emami Limited,EQ,1.0,Bonus 1:1/Dividend- Rs 7 Per Share,2018-06-21,2018-06-22,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,BONUS 1:1/DIVIDEND- RS 7 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,7.0,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_AF3172BFD228,ACTIVE_DATE_MATCH,True
MAXVIL,Max Ventures and Industries Limited,EQ,10.0,Rights 67:66 @ Premium Rs 51/-,2018-06-21,2018-06-22,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,RIGHTS 67:66 @ PREMIUM RS 51/-,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,67.0,66.0,,,1,False,False,UNCHANGED,,NSE_9143345D84CD,ACTIVE_DATE_MATCH,False
AVANTIFEED,Avanti Feeds Limited,EQ,1.0,Bonus 1:2/Face Value Split (Sub-Division) From Rs 2/- Per Share To Re 1/- Per Share,2018-06-26,2018-06-27,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,BONUS 1:2/FACE VALUE SPLIT (SUB-DIVISION) FROM RS 2/- PER SHARE TO RE 1/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,2.0,2.0,1.0,2,True,True,UNCHANGED,,NSE_985104D9ABBA,ACTIVE_DATE_MATCH,True
NIACL,The New India Assurance Company Limited,EQ,5.0,Bonus 1:1/ Dividend- Rs 5 Per Share,2018-06-27,2018-06-28,,,,,corporate_actions_20180601_20180630.json,NSE corporate actions API,BONUS 1:1/ DIVIDEND- RS 5 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,5.0,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_4885044E479D,ACTIVE_DATE_MATCH,False
UNOMINDA,UNO Minda Limited,EQ,2.0,Bonus 2:1/Dividend- Rs 1.60 Per Share,2018-07-11,2018-07-12,,,,,corporate_actions_20180701_20180731.json,NSE corporate actions API,BONUS 2:1/DIVIDEND- RS 1.60 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,1.6,2.0,1.0,,,2,True,True,UNCHANGED,,NSE_48390A9F12CC,UNIQUE_SYMBOL_HISTORY,True
GICRE,General Insurance Corporation of India,EQ,5.0,Bonus 1:1/Dividend- Rs 13.5 Per Share,2018-07-12,2018-07-14,,,,,corporate_actions_20180701_20180731.json,NSE corporate actions API,BONUS 1:1/DIVIDEND- RS 13.5 PER SHARE,True,True,False,False,False,False,False,False,False,False,False,BONUS,13.5,1.0,1.0,,,2,True,True,UNCHANGED,,NSE_5700B54677A9,ACTIVE_DATE_MATCH,True
DBCORP,D.B.Corp Limited,EQ,10.0,Buyback,2018-07-17,2018-07-18,,,,,corporate_actions_20180701_20180731.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_2562C82A6AA3,ACTIVE_DATE_MATCH,True
KSCL,Kaveri Seed Company Limited,EQ,2.0,Buyback,2018-08-02,2018-08-03,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_8B27DC002544,ACTIVE_DATE_MATCH,True
STAN,Standard Chartered PLC,DR,,Interim Dividend,2018-08-09,2018-08-10,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,INTERIM DIVIDEND,True,False,False,False,False,False,False,False,False,False,False,DIVIDEND,,,,,,1,False,True,UNCHANGED,,,NO_OBSERVED_SYMBOL,False
AURIONPRO,Aurionpro Solutions Limited,EQ,10.0,Scheme Of Demerger,2018-08-14,2018-08-17,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,SCHEME OF DEMERGER,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_6D5043E2E561,ACTIVE_DATE_MATCH,False
DELPHIFX,DELPHI WORLD MONEY LIMITED,EQ,2.0,Buyback,2018-08-14,2018-08-16,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_4A9DFFB8EF40,UNIQUE_SYMBOL_HISTORY,False
TCS,Tata Consultancy Services Limited,EQ,1.0,Buyback,2018-08-14,2018-08-18,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_DBD0EB2724E0,ACTIVE_DATE_MATCH,True
MONNETISPA,Monnet Ispat and Energy Limited,EQ,10.0,Capital Reduction Rs 10 To Rs 3.30 / Consolidation Rs 3.30 To Rs.10,2018-08-29,2018-08-30,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,CAPITAL REDUCTION RS 10 TO RS 3.30 / CONSOLIDATION RS 3.30 TO RS.10,False,False,False,True,False,False,False,True,False,False,False,CAPITAL_REDUCTION,,,,,,2,True,True,UNCHANGED,,NSE_244EC4566860,UNIQUE_SYMBOL_HISTORY,False
HCLTECH,HCL Technologies Limited,EQ,2.0,Buyback,2018-08-30,2018-08-31,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_E50226C18398,ACTIVE_DATE_MATCH,True
NAVNETEDUL,Navneet Education Limited,EQ,2.0,Buyback,2018-08-30,2018-08-31,,,,,corporate_actions_20180801_20180831.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_851A827BCF83,ACTIVE_DATE_MATCH,False
ADANIENT,Adani Enterprises Limited,EQ,1.0,Scheme Of Arrangement,2018-09-06,2018-09-07,,,,,corporate_actions_20180901_20180930.json,NSE corporate actions API,SCHEME OF ARRANGEMENT,False,False,False,False,False,True,False,False,False,False,False,STRUCTURAL,,,,,,1,False,True,UNCHANGED,,NSE_42CD50DCCBD6,ACTIVE_DATE_MATCH,False
