as_of_date,symbol,security_name,industry,source_file,source_page,security_id,identity_match_method,identity_candidate_count
2014-08-28,BAJFINANCE,Bajaj Finance Ltd.,FINANCE,cnx500_Aug2014.pdf,2,NSE_509E811DE5D8,ACTIVE_DATE_MATCH,1
2014-08-28,BALKRISIND,Balkrishna Industries Ltd.,TYRES,cnx500_Aug2014.pdf,2,NSE_DCA00C31EBFD,ACTIVE_DATE_MATCH,1
2014-08-28,BALLARPUR,Ballarpur Industries Ltd.,PAPER AND PAPER PRODUCTS,cnx500_Aug2014.pdf,2,NSE_CA3DF13D56B2,ACTIVE_DATE_MATCH,1
2014-08-28,BALMLAWRIE,Balmer Lawrie & Co. Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,2,NSE_269D4C57C57C,ACTIVE_DATE_MATCH,1
2014-08-28,BALRAMCHIN,Balrampur Chini Mills Ltd.,SUGAR,cnx500_Aug2014.pdf,2,NSE_D7CAF5D174A7,ACTIVE_DATE_MATCH,1
2014-08-28,BANKBARODA,Bank of Baroda,BANKS,cnx500_Aug2014.pdf,2,NSE_20307E93F24D,ACTIVE_DATE_MATCH,1
2014-08-28,BANKINDIA,Bank of India,BANKS,cnx500_Aug2014.pdf,2,NSE_9D7CF58927D5,ACTIVE_DATE_MATCH,1
2014-08-28,BASF,BASF India Ltd.,CHEMICALS - SPECIALITY,cnx500_Aug2014.pdf,2,NSE_8D712C1A2B42,ACTIVE_DATE_MATCH,1
2014-08-28,BATAINDIA,Bata India Ltd.,LEATHER AND LEATHER PRODUCTS,cnx500_Aug2014.pdf,2,NSE_31BF757C2F9E,ACTIVE_DATE_MATCH,1
2014-08-28,BBTC,Bombay Burmah Trading Corporation Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,2,NSE_2E60454DAC8D,ACTIVE_DATE_MATCH,1
2014-08-28,BEL,Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,cnx500_Aug2014.pdf,3,NSE_64F9D3F9FC06,ACTIVE_DATE_MATCH,1
2014-08-28,BEML,BEML Ltd.,ENGINEERING,cnx500_Aug2014.pdf,3,NSE_873E06A5291B,ACTIVE_DATE_MATCH,1
2014-08-28,BERGEPAINT,Berger Paints India Ltd.,PAINTS,cnx500_Aug2014.pdf,3,NSE_047E313EDDCF,ACTIVE_DATE_MATCH,1
2014-08-28,BFUTILITIE,BF Utilities Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,3,NSE_568BEFC20200,ACTIVE_DATE_MATCH,1
2014-08-28,BGRENERGY,BGR Energy Systems Ltd,ENGINEERING,cnx500_Aug2014.pdf,3,NSE_D0ABB9249124,ACTIVE_DATE_MATCH,1
2014-08-28,BHARATFORG,Bharat Forge Ltd.,CASTINGS/FORGINGS,cnx500_Aug2014.pdf,3,NSE_669FD3BA064F,ACTIVE_DATE_MATCH,1
2014-08-28,BHARTIARTL,Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,cnx500_Aug2014.pdf,3,NSE_BD4742D366FC,ACTIVE_DATE_MATCH,1
2014-08-28,BHEL,Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,3,NSE_F24EF99FB1C3,ACTIVE_DATE_MATCH,1
2014-08-28,BHUSANSTL,Bhushan Steel Ltd.,STEEL AND STEEL PRODUCTS,cnx500_Aug2014.pdf,3,NSE_8212B1829EDC,ACTIVE_DATE_MATCH,1
2014-08-28,BINDALAGRO,Oswal Chemicals & Fertilizers Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,3,NSE_E5B9AB42956F,ACTIVE_DATE_MATCH,1
2014-08-28,BIOCON,Biocon Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,3,NSE_9DA2E7FA6B2C,ACTIVE_DATE_MATCH,1
2014-08-28,BIRLACORPN,Birla Corporation Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,3,NSE_AA76C16C46C5,ACTIVE_DATE_MATCH,1
2014-08-28,BLUEDART,Blue Dart Express Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,3,NSE_1789CF98709C,ACTIVE_DATE_MATCH,1
2014-08-28,BLUESTARCO,Blue Star Ltd.,AIRCONDITIONERS,cnx500_Aug2014.pdf,3,NSE_325DD296C68D,ACTIVE_DATE_MATCH,1
2014-08-28,BOMDYEING,Bombay Dyeing & Manufacturing Co. Ltd.,TEXTILES - SYNTHETIC,cnx500_Aug2014.pdf,3,NSE_305DE6D13FA6,ACTIVE_DATE_MATCH,1
2014-08-28,BOSCHLTD,Bosch Ltd.,AUTO ANCILLARIES,cnx500_Aug2014.pdf,3,NSE_78D31F8AF004,ACTIVE_DATE_MATCH,1
2014-08-28,BPCL,Bharat Petroleum Corporation Ltd.,REFINERIES,cnx500_Aug2014.pdf,3,NSE_655E7477BB5E,ACTIVE_DATE_MATCH,1
2014-08-28,BRIGADE,Brigade Enterprises Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,3,NSE_70B7FE697D9F,ACTIVE_DATE_MATCH,1
2014-08-28,BRITANNIA,Britannia Industries Ltd.,FOOD AND FOOD PROCESSING,cnx500_Aug2014.pdf,3,NSE_444C594AB9B7,ACTIVE_DATE_MATCH,1
2014-08-28,CADILAHC,Cadila Healthcare Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,3,NSE_04884AF9E2CC,ACTIVE_DATE_MATCH,1
2014-08-28,CAIRN,Cairn India Ltd.,OIL EXPLORATION/PRODUCTION,cnx500_Aug2014.pdf,3,NSE_C4988FC46272,ACTIVE_DATE_MATCH,1
2014-08-28,CANBK,Canara Bank,BANKS,cnx500_Aug2014.pdf,3,NSE_A08F17915A97,ACTIVE_DATE_MATCH,1
2014-08-28,CANFINHOME,Can Fin Homes Ltd.,FINANCE - HOUSING,cnx500_Aug2014.pdf,3,NSE_499FFD70F55B,ACTIVE_DATE_MATCH,1
2014-08-28,CAPF,Capital First Ltd.,FINANCE,cnx500_Aug2014.pdf,3,NSE_5584AA4A2119,ACTIVE_DATE_MATCH,1
2014-08-28,CARBORUNIV,Carborundum Universal Ltd.,ABRASIVES,cnx500_Aug2014.pdf,3,NSE_46FD1DEB761F,ACTIVE_DATE_MATCH,1
2014-08-28,CARERATING,CARE Ltd.,FINANCE,cnx500_Aug2014.pdf,3,NSE_C900A7D9B807,ACTIVE_DATE_MATCH,1
2014-08-28,CASTROLIND,Castrol India Ltd.,PETROCHEMICALS,cnx500_Aug2014.pdf,3,NSE_0A3EDCE50A32,ACTIVE_DATE_MATCH,1
2014-08-28,CENTENKA,Century Enka Ltd.,TEXTILES - SYNTHETIC,cnx500_Aug2014.pdf,4,NSE_5602EE99E050,ACTIVE_DATE_MATCH,1
2014-08-28,CENTRALBK,Central Bank of India,BANKS,cnx500_Aug2014.pdf,4,NSE_770696720F08,ACTIVE_DATE_MATCH,1
2014-08-28,CENTURYTEX,Century Textile & Industries Ltd.,CEMENT AND CEMENT PRODUCTS,cnx500_Aug2014.pdf,4,NSE_F0AC6C0DF830,ACTIVE_DATE_MATCH,1
2014-08-28,CESC,CESC Ltd.,POWER,cnx500_Aug2014.pdf,4,NSE_9FB7052822E7,ACTIVE_DATE_MATCH,1
2014-08-28,CHAMBLFERT,Chambal Fertilizers & Chemicals Ltd.,FERTILISERS,cnx500_Aug2014.pdf,4,NSE_7837C48D3CC6,ACTIVE_DATE_MATCH,1
2014-08-28,CHENNPETRO,Chennai Petroleum Corporation Ltd.,REFINERIES,cnx500_Aug2014.pdf,4,NSE_3F1961BC2E0E,ACTIVE_DATE_MATCH,1
2014-08-28,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd.,FINANCE,cnx500_Aug2014.pdf,4,NSE_0624EEB65D30,ACTIVE_DATE_MATCH,1
2014-08-28,CIPLA,Cipla Ltd.,PHARMACEUTICALS,cnx500_Aug2014.pdf,4,NSE_72F0963BC75F,ACTIVE_DATE_MATCH,1
2014-08-28,CLNINDIA,Clariant Chemicals (India) Ltd.,DYES AND PIGMENTS,cnx500_Aug2014.pdf,4,NSE_C558FE982959,ACTIVE_DATE_MATCH,1
2014-08-28,CMC,CMC Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,4,NSE_FC570F474E2F,ACTIVE_DATE_MATCH,1
2014-08-28,COALINDIA,Coal India Ltd.,MINING,cnx500_Aug2014.pdf,4,NSE_D532036F191F,ACTIVE_DATE_MATCH,1
2014-08-28,COLPAL,Colgate Palmolive (India) Ltd.,PERSONAL CARE,cnx500_Aug2014.pdf,4,NSE_23D9B582F892,ACTIVE_DATE_MATCH,1
2014-08-28,CONCOR,Container Corporation of India Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,4,NSE_43B066CA6C77,ACTIVE_DATE_MATCH,1
2014-08-28,COREEDUTEC,CORE Education & Technologies Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,4,NSE_1C6C6783C7E2,ACTIVE_DATE_MATCH,1
2014-08-28,COROMANDEL,Coromandel International Ltd.,FERTILISERS,cnx500_Aug2014.pdf,4,NSE_A5F41D94549C,ACTIVE_DATE_MATCH,1
2014-08-28,CORPBANK,Corporation Bank,BANKS,cnx500_Aug2014.pdf,4,NSE_4BB20422BB5F,ACTIVE_DATE_MATCH,1
2014-08-28,COX&KINGS,Cox & Kings Ltd.,TRAVEL AND TRANSPORT,cnx500_Aug2014.pdf,4,NSE_F10717A1FD65,ACTIVE_DATE_MATCH,1
2014-08-28,CRISIL,CRISIL Ltd.,FINANCE,cnx500_Aug2014.pdf,4,NSE_C0979F2D6F8D,ACTIVE_DATE_MATCH,1
2014-08-28,CROMPGREAV,Crompton Greaves Ltd.,ELECTRICAL EQUIPMENT,cnx500_Aug2014.pdf,4,NSE_812A4A064978,ACTIVE_DATE_MATCH,1
2014-08-28,CUB,City Union Bank Ltd.,BANKS,cnx500_Aug2014.pdf,4,NSE_AC3D2D310E00,ACTIVE_DATE_MATCH,1
2014-08-28,CUMMINSIND,Cummins India Ltd.,DIESEL ENGINES,cnx500_Aug2014.pdf,4,NSE_BAEF1893624D,ACTIVE_DATE_MATCH,1
2014-08-28,CYIENT,Cyient Ltd.,COMPUTERS - SOFTWARE,cnx500_Aug2014.pdf,4,NSE_145A8828E1E4,ACTIVE_DATE_MATCH,1
2014-08-28,DABUR,Dabur India Ltd.,PERSONAL CARE,cnx500_Aug2014.pdf,4,NSE_63EF66037F73,ACTIVE_DATE_MATCH,1
2014-08-28,DBCORP,D.B.Corp Ltd.,PRINTING AND PUBLISHING,cnx500_Aug2014.pdf,4,NSE_2562C82A6AA3,ACTIVE_DATE_MATCH,1
2014-08-28,DBREALTY,D B Realty Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,4,NSE_3BA10F0A3FEB,ACTIVE_DATE_MATCH,1
2014-08-28,DCBBANK,DCB Bank Ltd,BANKS,cnx500_Aug2014.pdf,4,NSE_D1B8254AD933,ACTIVE_DATE_MATCH,1
2014-08-28,DCMSHRIRAM,DCM Shriram Ltd.,DIVERSIFIED,cnx500_Aug2014.pdf,4,NSE_A8A9E5C75DCE,ACTIVE_DATE_MATCH,1
2014-08-28,DCW,DCW Ltd.,CHEMICALS - INORGANIC,cnx500_Aug2014.pdf,5,NSE_76C1B622359D,ACTIVE_DATE_MATCH,1
2014-08-28,DEEPAKFERT,Deepak Fertilisers & Petrochemicals Corp. Ltd.,CHEMICALS - INORGANIC,cnx500_Aug2014.pdf,5,NSE_9EF7F390DA4E,ACTIVE_DATE_MATCH,1
2014-08-28,DELTACORP,Delta Corp Ltd.,CONSTRUCTION,cnx500_Aug2014.pdf,5,NSE_852A23390A56,ACTIVE_DATE_MATCH,1
2014-08-28,DEN,Den Networks Ltd.,MEDIA & ENTERTAINMENT,cnx500_Aug2014.pdf,5,NSE_AA8359966309,ACTIVE_DATE_MATCH,1
