security_id,published_symbol,membership_from,membership_to,listing_or_first_observed_date,date_evidence,days_membership_precedes_reference,status
NSE_3C7096E039C1,MHRIL,2014-08-28,,2009-07-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3C830EF00D9B,MONSANTO,2014-08-28,2018-04-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_3C830EF00D9B,MONSANTO,2018-09-28,2019-06-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_3CC9204EE206,GEOMETRIC,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_3CD1CF512D16,AHLUCONT,2016-04-01,2018-04-02,2009-12-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3CFB46E142F9,SCHNEIDER,2016-01-18,2018-04-02,2012-03-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3CFB46E142F9,SCHNEIDER,2020-06-26,2022-03-31,2012-03-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3D6C785A9060,TECHNO,2014-08-28,2018-08-08,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_3D974B209599,HINDUNILVR,2014-08-28,,1995-07-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3E4C170F0F10,RAYMOND,2014-08-28,2021-09-30,1995-10-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3E4C170F0F10,RAYMOND,2022-09-30,,1995-10-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3E5680388E4E,JINDALPOLY,2016-04-01,2018-09-28,2002-01-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3E94CB7D547E,ANANTRAJ,2014-08-28,2017-09-29,2006-09-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F1961BC2E0E,CHENNPETRO,2014-08-28,2021-03-31,2000-06-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F39E4C95613,FLFL,2015-09-28,2017-03-31,2013-10-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F39E4C95613,FLFL,2017-09-29,2020-06-26,2013-10-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F3FCC28A216,WOCKPHARMA,2014-08-28,2023-03-31,2000-02-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F703015A8A4,ICICIGI,2018-04-02,,2017-09-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3F905739D72F,IRCON,2019-03-29,2022-09-30,2018-09-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3FA872F937F6,MARICO,2014-08-28,,1996-05-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_3FEBC275AA7F,JBCHEPHARM,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_400E6C0FE473,PRAKASH,2014-08-28,2016-04-01,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_403ED77BEF36,TREEHOUSE,2014-08-28,2016-09-30,2011-08-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_406ADDA47C2B,GLS,2022-03-31,2022-09-30,2021-08-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_40AA7F3995D1,INDIGO,2016-09-30,,2015-11-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_40D69010D57B,JKLAKSHMI,2014-08-28,,2006-06-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_40F417DAB497,MBLINFRA,2015-02-02,2016-04-01,2010-01-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_418B7FB30526,TATASPONGE,2014-08-28,2019-03-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_418B7FB30526,TATASTLLP,2021-09-30,2022-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_41D6658A86E3,ICIL,2016-04-01,2019-03-29,2005-09-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_41D6658A86E3,ICIL,2021-03-31,2022-09-30,2005-09-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_421D2CAC1A97,BSE,2017-09-29,,2017-02-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_42389EFA283C,RHFL,2018-04-02,2019-09-27,2017-09-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_42CD50DCCBD6,ADANIENT,2014-08-28,2015-05-29,1997-06-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_42CD50DCCBD6,ADANIENT,2016-04-01,2018-04-02,1997-06-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_42CD50DCCBD6,ADANIENT,2020-09-25,,1997-06-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_42FEBF5D9ADF,CERA,2016-04-01,,2007-11-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4343189A6F18,RAILTEL,2021-09-30,2022-09-30,2021-02-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_435FD71DA02A,TIMETECHNO,2017-09-29,2020-09-25,2007-06-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_436838D37F74,GUJRATGAS,2014-08-28,2015-02-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_43B066CA6C77,CONCOR,2014-08-28,,1997-05-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_444C594AB9B7,BRITANNIA,2014-08-28,,1998-11-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4495A778EB6C,GALAXYSURF,2018-09-28,,2018-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_454B05422EF3,GPPL,2014-08-28,,2010-09-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_469926D3FD6A,TIMKEN,2016-04-01,,2007-02-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_469BDD916F8C,TECHM,2014-08-28,,2006-08-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_46A3EC428CE2,GUJGASLTD,2016-04-01,,2015-09-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_46A4593AF05A,AMBER,2019-09-27,,2018-01-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_46F638E1FDD9,CSBBANK,2020-06-26,,2019-12-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_46FD1DEB761F,CARBORUNIV,2014-08-28,2016-04-01,1996-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_46FD1DEB761F,CARBORUNIV,2016-09-30,,1996-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4723627B4BA6,KESORAMIND,2014-08-28,2015-09-28,1995-09-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4723627B4BA6,KESORAMIND,2016-04-01,2018-09-28,1995-09-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_474C5DED9C63,BCG,2022-03-31,,2015-05-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_48390A9F12CC,MINDAIND,2017-03-31,,2007-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4885044E479D,NIACL,2018-09-28,,2017-11-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_49220DD0F0D1,MANGCHEFER,2014-08-28,2015-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_49538A6C1520,GMMPFAUDLR,2020-06-26,,2018-03-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_499FFD70F55B,CANFINHOME,2014-08-28,,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4ADB73672A72,DEVYANI,2022-03-31,,2021-08-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4AE28DB56B68,SHILPI,2017-03-31,2017-11-13,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4AFBC5E81D2E,LEMONTREE,2018-09-28,2022-03-31,2018-04-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4AFBC5E81D2E,LEMONTREE,2022-12-30,,2018-04-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4B14EC12037B,PERSISTENT,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4B53EB5E333F,SYNGENE,2016-04-01,,2015-08-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4BAE2C6D9653,JBFIND,2014-08-28,2018-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4BB20422BB5F,CORPBANK,2014-08-28,2018-04-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4BB20422BB5F,CORPBANK,2019-01-28,2019-12-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4BCDA2331B3B,EDUCOMP,2014-08-28,2015-03-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4C0AC873F083,VRLLOG,2015-09-28,2021-03-31,2015-04-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4C12111E25F6,WONDERLA,2016-04-01,2017-09-29,2014-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4C7DD340FFE0,OPTOCIRCUI,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4CBB5F1B54B4,ADLABS,2015-09-28,2016-04-01,2015-04-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4CD9919938EF,CCL,2016-04-01,,2004-06-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4D6B580AA864,APLLTD,2014-09-19,,2011-09-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4E27A558622E,8KMILES,2016-04-01,2019-03-29,2014-01-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4E64EBA18B02,REDINGTON,2014-08-28,,2007-02-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4E77BECACEC5,OBEROIRLTY,2014-08-28,,2010-10-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4F03492E4C4E,SSLT,2014-08-28,2020-07-31,1998-05-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4F03492E4C4E,VEDL,2021-03-31,,1998-05-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4F096D93F0F3,EASEMYTRIP,2022-03-31,,2021-03-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4F2FFAFFC4C4,IFCI,2014-08-28,2020-09-25,1995-04-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4F668EBBDC55,UNITEDBNK,2017-09-29,2018-04-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_4FB8019524D0,NTPC,2014-08-28,,2004-11-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_4FD30BCE01EE,TVSMOTOR,2014-08-28,,2000-08-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_502982CDBAAD,ASAHIINDIA,2014-08-28,2016-04-01,1998-03-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_502982CDBAAD,ASAHIINDIA,2017-01-23,2017-09-29,1998-03-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_502982CDBAAD,ASAHIINDIA,2018-04-02,2018-09-28,1998-03-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_502982CDBAAD,ASAHIINDIA,2019-12-27,2020-09-14,1998-03-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_502982CDBAAD,ASAHIINDIA,2021-03-31,,1998-03-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_50647847C4A3,LGBBROSLTD,2015-03-27,2016-04-01,2010-03-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_509E811DE5D8,BAJFINANCE,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_50BAFA3326BE,ENDURANCE,2017-03-31,,2016-10-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_50C6EFC6FCC4,TCIEXP,2019-09-27,,2016-12-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_50ECD2EB14F1,HFCL,2014-08-28,,2011-03-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5115B10A6732,ALBK,2014-08-28,2019-12-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_5148BFCB96FF,POLYPLEX,2020-09-25,,2003-04-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_51509B72C100,HUBTOWN,2014-08-28,2015-03-27,2007-02-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5150A3790D49,OLECTRA,2022-09-30,,2002-03-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5150BE098E03,MAGMA,2014-08-28,2020-06-26,2004-04-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5150BE098E03,POONAWALLA,2021-09-30,,2004-04-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_519BAA4E7230,COCHINSHIP,2018-02-05,,2017-08-11,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_51A975E4F5EC,CAMLINFINE,2015-09-28,2016-04-01,2015-01-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_52038FB4C8D8,FACT,2021-09-30,,1995-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_52C720CDD175,GSFC,2014-08-28,,1995-09-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_52D80E55D653,MRF,2014-08-28,,1996-09-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_53A37C11E6D9,TATAPOWER,2014-08-28,,1996-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5405849154DD,GRINDWELL,2016-04-01,2017-09-29,2006-09-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5405849154DD,GRINDWELL,2018-09-28,,2006-09-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_54AEFF95FAC0,ASHOKLEY,2014-08-28,,1995-05-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5584AA4A2119,CAPF,2014-08-28,2018-12-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_55FFE606B7E2,RATNAMANI,2014-09-19,2016-09-30,2006-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_55FFE606B7E2,RATNAMANI,2017-03-31,2017-09-29,2006-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_55FFE606B7E2,RATNAMANI,2019-09-27,,2006-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5602EE99E050,CENTENKA,2014-08-28,2016-04-01,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_568BEFC20200,BFUTILITIE,2014-08-28,2018-09-28,2007-05-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5700B54677A9,GICRE,2018-04-02,,2017-10-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_57304F91501D,MAHLIFE,2014-08-28,2017-03-31,2000-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_57304F91501D,MAHLIFE,2022-09-30,,2000-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5746654C1D62,EROSMEDIA,2014-08-28,2019-03-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_57BC5308EED3,GREAVESCOT,2014-08-28,2022-03-31,2004-09-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_57BCD151AF77,M&MFIN,2014-08-28,,2006-03-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5813C47C6758,HEXAWARE,2014-08-28,2020-09-25,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_594968069C9C,DIXON,2018-04-02,,2017-09-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5A7F81BD0EAE,ATUL,2014-08-28,,1998-05-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5BF7C734A16F,WSTCSTPAPR,2014-08-28,2014-09-19,2001-01-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5C11B50967B3,LAOPALA,2015-02-02,2017-03-31,2007-03-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5C11B50967B3,LAOPALA,2020-06-26,2022-03-31,2007-03-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5C9D4FE8FB14,BAJAJHIND,2014-08-28,2018-09-28,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5CBAF7C90A41,GLENMARK,2014-08-28,,2000-02-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5D0160460CD9,GHCL,2014-08-28,2016-04-01,2003-07-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5D0160460CD9,GHCL,2017-03-31,2021-04-29,2003-07-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5D9BA58A585C,GODFRYPHLP,2014-08-28,,1996-07-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5E0EA36A1031,VTL,2014-08-28,,2003-01-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5E3364EF921A,NESTLEIND,2019-09-27,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_5E4B839E941A,JAGRAN,2014-08-28,2021-03-31,2006-02-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5E4BFA7651A2,GAMMNINFRA,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_5FC304B0807C,HONAUT,2014-08-28,2017-09-29,2003-07-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_5FC304B0807C,HONAUT,2018-04-02,,2003-07-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6139CAE11930,IOC,2014-08-28,,1996-07-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_617F173B98ED,ADVENZYMES,2017-01-23,2022-09-30,2016-08-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_62370E1BA80E,ORIENTREF,2019-09-27,,2012-03-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6246AD197B0E,SHANKARA,2018-04-02,2019-09-27,2017-04-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_62907813BC36,TIDEWATER,2016-04-01,2017-09-29,2007-01-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6309D9A8CFF2,JINDALSTEL,2014-08-28,,1999-12-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_633BD53DAEC1,SBT,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_633BD53DAEC1,SBT,2016-09-30,2017-03-16,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_639260FA287A,EXIDEIND,2014-08-28,,2003-06-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_63A4328EDA2F,IOB,2014-08-28,,2000-12-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_63AB3F8FE7C5,MERCATOR,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_63BFA94D0485,ICICIBANK,2014-08-28,,1997-09-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_63D6527C95C7,ANSALAPI,2014-08-28,2015-09-28,2006-01-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_63EB9280D90F,TEXRAIL,2016-04-01,2019-03-29,2011-03-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_63EF66037F73,DABUR,2014-08-28,,1999-04-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6486648C9FB1,ESSDEE,2014-08-28,2016-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_64BF9F3DBA41,KPIT,2014-08-28,2018-09-28,1999-11-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_64BF9F3DBA41,BSOFT,2019-09-27,,1999-11-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_64F9D3F9FC06,BEL,2014-08-28,,2000-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_64FA5F3DB129,SBILIFE,2018-04-02,,2017-10-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_652D0FF5C575,INDIAGLYCO,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_655E7477BB5E,BPCL,2014-08-28,,1995-09-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_659E411DCE22,NH,2016-09-30,,2016-01-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_65DD43BDBE2D,AMTEKINDIA,2014-08-28,2016-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_65E465B618B4,HINDCOPPER,2014-08-28,,2010-09-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_65EC163FC41A,JPPOWER,2014-08-28,2017-03-31,2005-04-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_65EC163FC41A,JPPOWER,2017-09-29,2019-03-29,2005-04-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_662663CCD5A1,WHIRLPOOL,2014-08-28,,2010-04-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_66717A9BCB34,NETWORK18,2014-08-28,2020-06-26,2007-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_66717A9BCB34,NETWORK18,2020-11-02,,2007-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6693136E8F8D,NMDC,2014-08-28,2022-08-08,2008-03-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6693136E8F8D,NMDC,2023-03-31,,2008-03-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_669FD3BA064F,BHARATFORG,2014-08-28,,2003-04-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_66EF9E74F5E3,SHILPAMED,2016-04-01,2018-04-02,2009-12-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_66EF9E74F5E3,SHILPAMED,2018-09-28,2020-06-26,2009-12-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_66EF9E74F5E3,SHILPAMED,2020-09-25,2023-03-31,2009-12-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_675CFCEE5D02,GABRIEL,2014-08-28,2016-04-01,2005-04-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_680430C14CBF,GDL,2014-08-28,2019-09-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_68320B29C9C6,EQUITASBNK,2021-09-30,,2020-11-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6835A4E7227D,GUJFLUORO,2014-08-28,2019-06-28,1995-05-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_68382625CD29,PFC,2014-08-28,,2007-02-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_684233BD76FF,ANDHRABANK,2014-08-28,2019-12-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_6868DC7450A6,PSPPROJECT,2020-09-25,2021-03-31,2017-05-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_68E3F7F5879F,IPAPPM,2016-04-01,2017-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_68FE82B93EA1,PGHH,2014-08-28,,2004-07-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_693A363A5FF4,DISHMAN,2014-08-28,2017-01-23,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_694F8FC81FFD,ORIENTBANK,2014-08-28,2019-12-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_69654D8C1E99,CLEAN,2022-03-31,,2021-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_697267629832,IFBIND,2015-03-27,2015-09-28,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_697267629832,IFBIND,2016-04-01,2016-09-30,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_697267629832,IFBIND,2017-09-29,,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_69D8A25A8131,ALKEM,2016-09-30,,2015-12-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_69E0B868E91B,MFL,2023-03-31,,2021-08-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6A28838A7863,JINDWORLD,2023-03-31,,2010-11-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6A68B38036FB,INFY,2014-08-28,,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6ADCE5AAF1F7,MIDHANI,2019-12-26,2022-03-31,2018-04-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6B14B0471978,AARTIDRUGS,2016-04-01,2016-09-30,2003-09-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6B14B0471978,AARTIDRUGS,2020-09-25,,2003-09-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6BCEC6E04CC0,KPITTECH,2019-09-27,2020-09-25,2019-04-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6BCEC6E04CC0,KPITTECH,2021-03-31,,2019-04-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6C4CBD6F12EE,RELAXO,2016-04-01,2017-09-29,2011-06-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6C4CBD6F12EE,RELAXO,2017-11-13,,2011-06-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E05591D6516,THERMAX,2014-08-28,,1995-08-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E0CB7353991,LALPATHLAB,2016-09-30,,2015-12-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E385AB3FF62,SIEMENS,2014-08-28,,1995-09-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E5D69F7F69D,NYKAA,2022-03-31,,2021-11-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E6D5B2EA704,NAUKRI,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_6E8A4A1EA4BA,ALLCARGO,2014-08-28,2020-11-02,2006-06-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6E8A4A1EA4BA,ALLCARGO,2022-03-31,2022-12-30,2006-06-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6ED25D40CAF7,CAMS,2021-03-31,,2020-10-05,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_6F0680684ED9,PATANJALI,2022-09-30,,2020-01-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6F61D6CF659B,UJJIVAN,2017-01-23,2022-03-31,2016-05-10,FIRST_OBSERVED_PRICE_PROXY,0,PASS
