security_id,published_symbol,membership_from,membership_to,listing_or_first_observed_date,date_evidence,days_membership_precedes_reference,status
NSE_6F9A1FD4047C,SANOFI,2014-08-28,,2003-05-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6FAC06CB1C73,FAGBEARING,2014-08-28,,2000-11-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_6FD1FA25B4D5,JSWHL,2014-08-28,2017-03-31,2005-06-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_70031FDFB6EF,FLEXITUFF,2014-08-28,2016-04-01,2011-10-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_700DCF5139DE,TITAN,2014-08-28,,2004-09-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_702CAC2EC1DE,UJJIVANSFB,2020-06-26,2022-03-31,2019-12-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_702EB7CF8434,OFSS,2014-08-28,,2002-06-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_70B7FE697D9F,BRIGADE,2014-08-28,2017-03-31,2007-12-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_70B7FE697D9F,BRIGADE,2017-09-29,,2007-12-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_70BDB629EB71,RICOAUTO,2015-09-28,2016-04-01,2003-05-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_70CEEC6EEF1C,MYSOREBANK,2016-09-30,2017-03-16,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7110B3E95EA1,RASOYPR,2014-08-28,2015-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7127DE38999E,SJVN,2016-04-01,,2010-05-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7155254152AB,APOLLOHOSP,2014-08-28,,1996-01-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7175E22198C4,DRREDDY,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_71C08F9DEEE2,POWERINDIA,2020-09-25,,2020-03-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_71E0266D5F31,MASTEK,2014-08-28,2015-03-27,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_71E0266D5F31,MASTEK,2021-09-30,,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72140149E6B1,PAGEIND,2014-08-28,,2007-03-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72441487C6F0,SBIN,2014-08-28,,1995-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7271BD099C26,ASHOKA,2014-09-19,2022-03-31,2010-10-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72A66325D884,HAVELLS,2014-08-28,,2001-03-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72AFBEE07E5D,STAR,2014-08-28,2018-02-05,2000-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72AFBEE07E5D,STAR,2018-09-28,2022-09-30,2000-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72BEDE1400BF,AKZOINDIA,2014-08-28,2021-09-30,2001-06-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72C836734F97,SUNCLAYLTD,2019-04-15,2020-06-26,2012-10-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72C836734F97,SUNCLAYLTD,2021-03-31,2021-09-30,2012-10-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_72F0963BC75F,CIPLA,2014-08-28,,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7336A438D402,ELECTCAST,2014-08-28,2016-09-30,2003-06-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_73D805F2042F,HDFC,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_740B7EE9CB08,SOLARINDS,2016-04-01,,2006-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7451BDA5B83F,AEGISCHEM,2016-04-01,,1996-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_74560139A228,MAXHEALTH,2021-03-31,,2020-08-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_74623765623B,SYNDIBANK,2014-08-28,2019-12-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_74672BDAB0C4,TINPLATE,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7468CCFC85B1,ENGINERSIN,2014-08-28,,1997-08-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_75554DD3FC15,GRSE,2020-06-26,2021-09-30,2018-10-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_75590993F4D0,OMAXE,2014-08-28,2021-03-31,2007-08-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_755A5F4A31A8,PIDILITIND,2014-08-28,,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_759F0BD4CDE1,SADBHIN,2016-04-01,2016-09-30,2015-09-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_759F0BD4CDE1,SADBHIN,2018-04-02,2019-03-29,2015-09-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_75A1EC6089B7,NILKAMAL,2016-09-30,2022-03-31,1995-11-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_75C877F93A95,LXCHEM,2021-09-30,,2021-03-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_761D2E63ACC0,KOTAKBANK,2014-08-28,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7663F81C7334,HDFCLIFE,2018-09-28,,2017-11-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_76C1B622359D,DCW,2014-08-28,2015-03-27,1995-05-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_77034359872C,MAHABANK,2019-03-29,,2004-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_770696720F08,CENTRALBK,2014-08-28,,2007-08-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_77B10DEB942C,MAPMYINDIA,2022-03-31,,2021-12-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_77D1AF649A35,MCX,2019-09-27,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_77D3BA4F489C,DHFL,2014-08-28,2020-06-26,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7837C48D3CC6,CHAMBLFERT,2014-08-28,,1995-06-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_784515CC1BE6,JISLJALEQS,2014-08-28,2020-06-26,2001-08-13,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_78493707FA85,ENIL,2014-08-28,2016-04-01,2006-02-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_78930426173B,RCF,2014-08-28,,1998-01-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_78D31F8AF004,BOSCHLTD,2014-08-28,,2003-05-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_78E18EB5DA28,MGL,2017-03-16,,2016-07-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_790EA781FCF2,AJANTPHARM,2014-09-19,,2000-05-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_795647D3BCB5,PUNJLLOYD,2014-08-28,2017-09-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_79E6C5F02193,MANINFRA,2014-08-28,2014-09-19,2010-03-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7A24E610012A,SWARAJENG,2014-08-28,2016-04-01,1995-12-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7A24E610012A,SWARAJENG,2020-09-25,2021-03-31,1995-12-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7A5F58E72CA0,AMBUJACEM,2014-08-28,,1998-02-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7AD0C8434979,NFL,2017-09-29,2022-03-31,2006-12-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7ADB1BE970F4,KSBPUMPS,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7ADB1BE970F4,KSBPUMPS,2016-09-30,2017-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7ADB1BE970F4,KSB,2020-06-26,2022-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7ADB1BE970F4,KSB,2023-03-31,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7BD208D47A49,MCDOWELL-N,2014-08-28,2014-09-19,2001-09-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7BD208D47A49,MCDOWELL-N,2015-03-27,,2001-09-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7C0DF1AA648B,VALIANTORG,2021-03-31,2022-03-31,2020-10-05,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7C3715E512A4,VMART,2018-09-28,,2013-02-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7C4FEA1D8913,ACI,2023-03-31,,2022-11-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7C88EBE4B68A,SONACOMS,2021-10-29,,2021-06-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7CDA5DAD8C0C,LOVABLE,2014-08-28,2015-03-27,2011-03-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7D44EE89941C,BLISSGVS,2016-04-01,2021-09-30,2010-07-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7E6BEA8882F4,MUNJALSHOW,2015-03-27,2016-04-01,2003-05-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7E9F9084BD7D,JUBILANT,2014-08-28,2020-09-25,2003-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7E9F9084BD7D,JUBLPHARMA,2021-09-30,,2003-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7ED501BBAD4A,UBL,2014-08-28,,2008-07-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7EEBEDF17992,ALSTOMT&D,2014-08-28,2020-09-25,2008-06-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7F1FE9599769,SINTEX,2014-08-28,2017-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_7F648FED7CF8,VAKRANGEE,2014-08-28,2022-09-30,2006-04-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7F8B1EBDE62B,PATELENG,2014-08-28,2016-04-01,2005-02-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7F8DECDBEDC8,ITDCEM,2015-03-24,2016-04-01,1999-02-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_7F8DECDBEDC8,ITDCEM,2016-09-30,2020-06-26,1999-02-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8049A5479EB1,HINDZINC,2014-08-28,,2006-11-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_806A916D3197,ARVINDFASN,2019-09-27,2020-09-25,2019-03-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_806E57D11FFC,TATACHEM,2014-08-28,2019-12-27,1999-04-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_806E57D11FFC,TATACHEM,2020-09-25,,1999-04-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_80AB9D46A211,IDEA,2014-08-28,,2007-03-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_80C803A57277,EIHOTEL,2014-08-28,,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_80CC5FD61589,DENABANK,2014-08-28,2019-01-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_80E6BAAF27E1,HEMIPROP,2021-03-31,2022-09-30,2020-10-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_812A4A064978,CROMPGREAV,2014-08-28,2015-09-28,1995-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_812A4A064978,CROMPGREAV,2016-09-30,2019-12-26,1995-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_812A4A064978,CGPOWER,2021-09-30,,1995-03-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_814CFF18D3B4,LAXMIMACH,2014-08-28,,1995-03-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_819804B1DB7D,PPLPHARMA,2023-02-17,,2022-10-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_81E1BA306A07,AARTIIND,2014-08-28,2019-03-29,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_81E1BA306A07,AARTIIND,2019-12-27,2022-05-04,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_81E1BA306A07,AARTIIND,2023-03-31,,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_81E6A1C5A552,VESUVIUS,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_81E6A1C5A552,VESUVIUS,2017-09-29,2018-04-02,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_81E6A1C5A552,VESUVIUS,2020-06-26,2020-09-25,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_82022647EC12,GUJNRECOKE,2014-08-28,2015-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_8212B1829EDC,BHUSANSTL,2014-08-28,2018-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_8212B1829EDC,TATASTLBSL,2020-01-16,2021-04-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_824143CEF952,RIIL,2014-08-28,2017-09-29,1995-11-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_824DBB53889B,SKUMARSYNF,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_82E1D1C5880E,ORCHIDCHEM,2014-08-28,2015-09-28,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_82EB3C3636F3,LAURUSLABS,2017-05-26,,2016-12-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_833D2F2B9358,KTKBANK,2014-08-28,2021-03-31,2000-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_83619AFD46DA,IRB,2014-08-28,,2008-02-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_83A9DF85F983,ABBOTINDIA,2019-09-27,,2010-01-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_83E296865792,ATFL,2014-08-28,2016-04-01,2002-12-06,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8407496D15F8,SUDARSCHEM,2017-03-31,2023-03-31,1995-05-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8493E8962DCF,MAZDOCK,2021-03-31,,2020-10-12,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_851A827BCF83,NAVNETEDUL,2014-08-28,2016-04-01,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_851A827BCF83,NAVNETEDUL,2017-03-31,2018-04-02,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_851A827BCF83,NAVNETEDUL,2020-09-25,2021-03-31,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_852A23390A56,DELTACORP,2014-08-28,,2007-11-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_855E4F920F23,JUSTDIAL,2014-08-28,,2013-06-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_85A771F24921,HITACHIHOM,2016-04-01,2019-03-29,2000-01-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_85A771F24921,JCHAC,2019-09-27,2022-03-31,2000-01-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_85D928902B89,SUNDRMFAST,2014-08-28,,2000-06-07,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8669D581A541,RAMCOCEM,2014-08-28,,1997-04-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_86A0724D9861,SUMICHEM,2020-06-26,,2020-01-27,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_86BBF1CA90A8,RAJESHEXPO,2014-08-28,,2000-02-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_86E36E8E07A0,SHASUNPHAR,2014-08-28,2015-03-27,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_870926D02A20,HSCL,2018-04-02,2021-09-30,2007-03-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_873E06A5291B,BEML,2014-08-28,2022-04-12,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_873E06A5291B,BEML,2022-12-30,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_87489588C163,SPICEJET,2019-12-27,2022-09-30,2019-08-19,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_87A3B8CF43DE,RAINBOW,2022-12-30,,2022-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_87F5D0D8658E,HOMEFIRST,2021-09-30,,2021-02-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_87FFF2928495,AUBANK,2017-11-13,,2017-07-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_88F316E09646,RITES,2018-12-28,,2018-07-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_892691D726B4,CREDITACC,2019-01-28,,2018-08-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_896195354D53,ESSELPACK,2014-08-28,2018-04-02,2002-02-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_896195354D53,ESSELPACK,2019-03-29,,2002-02-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_896B828BC329,METROBRAND,2022-03-31,,2021-12-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_89A9E52A0919,RADICO,2014-08-28,,2003-06-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8A358CA8F00D,DEEPAKNTR,2019-03-29,,2010-09-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8A58397586E6,GRINFRA,2022-03-31,,2021-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8ADC58AB4A5B,JPINFRATEC,2014-08-28,2017-03-31,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_8B1A9BBDE5E6,PRISMCEM,2014-08-28,,2003-08-20,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8B27DC002544,KSCL,2014-08-28,2022-03-31,2007-10-04,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8BBC0680BDBA,NBVENTURES,2014-08-28,2016-04-01,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_8BBC0680BDBA,NBVENTURES,2017-03-31,2020-09-25,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_8BF6891072D1,JKTYRE,2014-08-28,2022-03-31,2007-03-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8CDF4E326200,ERIS,2018-03-13,2022-09-30,2017-06-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8D39D27D1A12,TATASTEEL,2014-08-28,,1998-11-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8D41A8008DA2,RKFORGE,2016-04-01,2019-09-27,2004-05-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8D712C1A2B42,BASF,2014-08-28,,1995-05-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8D903D63E255,ABCAPITAL,2018-04-02,,2017-09-01,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8E2A665067A2,PENINLAND,2014-08-28,2016-04-01,1995-02-08,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8E6BA07D1F0E,PRINCEPIPE,2021-03-31,,2019-12-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8EB3CD5CB5AD,VIJAYA,2022-03-31,,2021-09-14,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8EB4140F9B6D,ZOMATO,2022-03-31,,2021-07-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8EE3E878FAE5,SONATSOFTW,2014-08-28,,1999-07-28,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_8FD1C183DE7B,APTUS,2022-03-31,,2021-08-24,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9050AA71D782,PIPAVAVDOC,2014-08-28,2019-03-29,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_914B18D01343,HMVL,2016-04-01,2017-09-29,2010-07-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_91BD03BB23F6,RENUKA,2014-08-28,2020-09-25,2005-10-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_91BD03BB23F6,RENUKA,2022-03-31,,2005-10-31,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_91CA1F1DFE78,ALKYLAMINE,2020-06-26,,2007-11-26,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_938AB0376CFC,IL&FSTRANS,2014-08-28,2019-03-29,2010-03-30,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_93EDFD9CD697,INDIGOPNTS,2021-09-30,,2021-02-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_94DBF4CE7AC2,MTEDUCARE,2014-08-28,2016-04-01,2012-04-12,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_951F0DE091F9,GRASIM,2014-08-28,2017-05-26,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_951F0DE091F9,GRASIM,2018-04-02,,1995-05-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_955CB9307A3C,TASTYBITE,2019-12-27,2022-03-31,2017-03-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9600713819EE,JUBLINGREA,2021-09-30,,2021-03-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9604A80AB7B1,KEC,2014-08-28,,2006-03-10,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_961E02880D58,ADANIPOWER,2014-08-28,2014-09-19,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_961E02880D58,ADANIPOWER,2015-09-28,2020-09-25,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_961E02880D58,ADANIPOWER,2023-03-31,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_96586AD2DEEB,TBZ,2014-08-28,2016-09-30,2012-05-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_967CA74C4479,J&KBANK,2014-08-28,2021-03-31,1998-07-22,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_969AA315029E,ADANIGAS,2019-09-27,,2018-11-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_96E91CE539E6,DMART,2017-09-29,,2017-03-21,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_97220E5E8C0A,PHOENIXLTD,2014-08-28,,2007-04-23,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_974D64708E19,AUROPHARMA,2014-08-28,,2000-07-19,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_978A4180C4F3,SUPREMEINF,2014-08-28,2016-04-01,2007-10-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_981D18E0A068,INDHOTEL,2014-08-28,,1996-07-03,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9832B5E11081,SYMPHONY,2015-09-28,2023-03-31,2011-06-15,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_984031314A32,SRF,2014-08-28,,2003-08-18,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_985104D9ABBA,AVANTIFEED,2016-04-01,,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_9891A0739E64,DHANUKA,2016-04-01,2018-04-02,2011-06-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9891A0739E64,DHANUKA,2020-06-26,2022-03-31,2011-06-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_989FE84D8C37,HAL,2018-09-28,,2018-03-28,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_98B5AF24A80B,INOXWIND,2015-09-28,2019-09-27,2015-04-09,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98B70630B94C,LINDEINDIA,2014-08-28,2016-04-01,1999-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98B70630B94C,LINDEINDIA,2016-09-30,2017-03-31,1999-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98B70630B94C,LINDEINDIA,2017-09-29,2018-04-02,1999-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98B70630B94C,LINDEINDIA,2018-09-28,,1999-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98CBA18954BD,MAX,2014-08-28,2015-09-28,2000-05-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98CBA18954BD,MFSL,2016-09-30,2017-01-23,2000-05-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_98CBA18954BD,MFSL,2017-09-05,,2000-05-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9967D614421D,GLOBOFFS,2016-04-01,2016-09-30,2013-01-01,FIRST_OBSERVED_PRICE_PROXY,0,PASS
NSE_9A051282CA4A,KITEX,2014-09-19,2018-09-28,2012-09-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9A2A839DC6BD,TANLA,2021-03-31,,2007-01-05,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9A67203EFED3,USHAMART,2014-08-28,2016-04-01,2000-10-11,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9A7AED6E5E33,IRFC,2021-09-30,,2021-01-29,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9ABAD18182CF,STARCEMENT,2017-11-20,2022-03-31,2017-06-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9AD9F6D272D7,LICI,2022-08-08,,2022-05-17,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9AE82A200CBD,NIITLTD,2014-08-28,2016-04-01,2004-08-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9AE82A200CBD,NIITLTD,2022-09-30,2022-12-30,2004-08-16,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9B0B508C6670,TORNTPHARM,2014-08-28,,2002-11-25,CURRENT_NSE_EQUITY_MASTER,0,PASS
NSE_9B0BB2C2D564,TIINDIA,2018-06-29,,2017-11-02,CURRENT_NSE_EQUITY_MASTER,0,PASS
