effective_date,action,symbol,security_id,application_status,source_file
2018-04-02,INCLUDE,RHFL,NSE_42389EFA283C,APPLIED,ind_prs21022018.pdf
2018-04-02,INCLUDE,SADBHIN,NSE_759F0BD4CDE1,APPLIED,ind_prs21022018.pdf
2018-04-02,INCLUDE,SBILIFE,NSE_64FA5F3DB129,APPLIED,ind_prs21022018.pdf
2018-04-02,INCLUDE,SHANKARA,NSE_6246AD197B0E,APPLIED,ind_prs21022018.pdf
2018-04-02,INCLUDE,SIS,NSE_C457B5E6B67B,APPLIED,ind_prs21022018.pdf
2018-04-02,INCLUDE,SPTL,NSE_C07DB11DA201,APPLIED,ind_prs21022018.pdf
2018-06-29,EXCLUDE,ARVIND,NSE_C60D64EC58FE,APPLIED,ind_prs24052018.pdf
2018-06-29,EXCLUDE,COX&KINGS,NSE_F10717A1FD65,APPLIED,ind_prs24052018.pdf
2018-06-29,EXCLUDE,HTMEDIA,NSE_D5ACCFD1139D,APPLIED,ind_prs20062018.pdf
2018-06-29,EXCLUDE,TATACOMM,NSE_C941893EE311,APPLIED,ind_prs24052018.pdf
2018-06-29,INCLUDE,ASTERDM,NSE_CA1A054ED475,APPLIED,ind_prs20062018.pdf
2018-06-29,INCLUDE,FRETAIL,NSE_E987DDA51421,APPLIED,ind_prs24052018.pdf
2018-06-29,INCLUDE,KIOCL,NSE_AE4994F757D1,APPLIED,ind_prs24052018.pdf
2018-06-29,INCLUDE,TIINDIA,NSE_9B0BB2C2D564,APPLIED,ind_prs24052018.pdf
2018-08-08,EXCLUDE,TECHNO,NSE_3D6C785A9060,APPLIED,ind_prs01082018.pdf
2018-08-08,INCLUDE,BDL,NSE_E8595461AB42,APPLIED,ind_prs01082018.pdf
2018-09-28,EXCLUDE,ABAN,NSE_0B222906F7FD,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,ASAHIINDIA,NSE_502982CDBAAD,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BAJAJHIND,NSE_5C9D4FE8FB14,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BALLARPUR,NSE_CA3DF13D56B2,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BFUTILITIE,NSE_568BEFC20200,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BGRENERGY,NSE_D0ABB9249124,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BHUSANSTL,NSE_8212B1829EDC,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,BRFL,NSE_FBA9C5E2CF53,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,DBREALTY,NSE_3BA10F0A3FEB,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,GATI,NSE_364D63478B99,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,HDIL,NSE_0359BC4768A2,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,JBFIND,NSE_4BAE2C6D9653,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,JINDALPOLY,NSE_3E5680388E4E,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,KESORAMIND,NSE_4723627B4BA6,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,KITEX,NSE_9A051282CA4A,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,KPIT,NSE_64BF9F3DBA41,APPLIED,ind_prs31082018.pdf
2018-09-28,EXCLUDE,KWALITY,NSE_08FB9B51264C,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,MARKSANS,NSE_ED601A410747,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,MTNL,NSE_D10A18C00D0B,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,RAMCOSYS,NSE_D701BCB8CF79,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,RELIGARE,NSE_DE21F68BED21,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,RTNPOWER,NSE_D8E4AC26C341,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,SFL,NSE_BDA35C5DEB61,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,SMLISUZU,NSE_F2B25E44F3E5,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,UNITECH,NSE_3A0DDDDAEB27,APPLIED,ind_prs28082018.pdf
2018-09-28,EXCLUDE,ZEELEARN,NSE_D0658C86F917,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,BANDHANBNK,NSE_AFFB9705212D,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,ELGIEQUIP,NSE_B88435B10855,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,EXCELCROP,NSE_E6EF857CE112,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,FDC,NSE_F0C8DB46A2B5,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,GALAXYSURF,NSE_4495A778EB6C,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,GAYAPROJ,NSE_1EDC5AB6BDE5,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,GRINDWELL,NSE_5405849154DD,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,HAL,NSE_989FE84D8C37,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,HDFCLIFE,NSE_7663F81C7334,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,ISEC,NSE_38B591471B4F,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,LEMONTREE,NSE_4AFBC5E81D2E,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,LINDEINDIA,NSE_98B70630B94C,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,LUXIND,NSE_9E9C47A8D1E8,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,MAHLOG,NSE_E17095DD806F,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,MONSANTO,NSE_3C830EF00D9B,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,NIACL,NSE_4885044E479D,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,PHILIPCARB,NSE_D63E80751915,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,RNAM,NSE_16BD845CA93B,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,SHILPAMED,NSE_66EF9E74F5E3,APPLIED,ind_prs31082018.pdf
2018-09-28,INCLUDE,STAR,NSE_72AFBEE07E5D,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,SUNDARMFIN,NSE_D33E443DE34A,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,TEAMLEASE,NSE_EB29D1E33DD1,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,VENKEYS,NSE_F6D9EDF646AC,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,VMART,NSE_7C3715E512A4,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,ZENSARTECH,NSE_328A23F1543C,APPLIED,ind_prs28082018.pdf
2018-09-28,INCLUDE,ZYDUSWELL,NSE_EFCAC85BC356,APPLIED,ind_prs28082018.pdf
2018-12-28,EXCLUDE,BHARATFIN,NSE_276B655CD1C9,APPLIED,ind_prs14122018.pdf
2018-12-28,EXCLUDE,CAPF,NSE_5584AA4A2119,APPLIED,ind_prs14122018.pdf
2018-12-28,EXCLUDE,CENTURYTEX,NSE_F0AC6C0DF830,APPLIED,ind_prs14122018.pdf
2018-12-28,EXCLUDE,HSIL,NSE_CBDF2B22A73F,APPLIED,ind_prs14122018.pdf
2018-12-28,EXCLUDE,IIFL,NSE_F96D3907BEE7,APPLIED,ind_prs14122018.pdf
2018-12-28,INCLUDE,ADANIGREEN,NSE_14A636C8E6CC,APPLIED,ind_prs14122018.pdf
2018-12-28,INCLUDE,FORTIS,NSE_AD5A80C76970,APPLIED,ind_prs14122018.pdf
2018-12-28,INCLUDE,RITES,NSE_88F316E09646,APPLIED,ind_prs14122018.pdf
2018-12-28,INCLUDE,SFL,NSE_BDA35C5DEB61,APPLIED,ind_prs14122018.pdf
2018-12-28,INCLUDE,VARROC,NSE_38CADF4DAE15,APPLIED,ind_prs14122018.pdf
2019-01-28,EXCLUDE,DENABANK,NSE_80CC5FD61589,APPLIED,ind_prs21012019.pdf
2019-01-28,EXCLUDE,VIJAYABANK,NSE_297F6BD649A1,APPLIED,ind_prs21012019.pdf
2019-01-28,INCLUDE,CORPBANK,NSE_4BB20422BB5F,APPLIED,ind_prs21012019.pdf
2019-01-28,INCLUDE,CREDITACC,NSE_892691D726B4,APPLIED,ind_prs21012019.pdf
2019-03-29,EXCLUDE,8KMILES,NSE_4E27A558622E,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,AARTIIND,NSE_81E1BA306A07,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,DEN,NSE_AA8359966309,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,DREDGECORP,NSE_04670D8A7F6D,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,EROSMEDIA,NSE_5746654C1D62,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,EVEREADY,NSE_305BA34187E0,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,GREENPLY,NSE_E33BF28052EC,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,GVKPIL,NSE_24552B404E28,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,HCC,NSE_B3012E7D6C4A,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,HCL-INSYS,NSE_AB585951AF9C,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,ICIL,NSE_41D6658A86E3,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,IL&FSTRANS,NSE_938AB0376CFC,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,JCHAC,NSE_85A771F24921,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,JKIL,NSE_EB5B1EE4D766,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,JPPOWER,NSE_65EC163FC41A,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,MANPASAND,NSE_D4F3ADAA19EE,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,MCLEODRUSS,NSE_BCFDB4A1DA40,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,NAVKARCORP,NSE_E7C0FAEE3336,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,PFS,NSE_3066C4DD5B47,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,RNAVAL,NSE_9050AA71D782,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,SADBHIN,NSE_759F0BD4CDE1,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,TATASPONGE,NSE_418B7FB30526,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,TEXRAIL,NSE_63EB9280D90F,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,TVSSRICHAK,NSE_AD4461AE56EF,APPLIED,ind_prs25022019.pdf
2019-03-29,EXCLUDE,UNICHEMLAB,NSE_11D6411F8FF1,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,AAVAS,NSE_0F5D12813238,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,ASTRAZEN,NSE_B6937CCD326A,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,CESC,NSE_9FB7052822E7,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,COX&KINGS,NSE_F10717A1FD65,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,DEEPAKNTR,NSE_8A358CA8F00D,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,ESSELPACK,NSE_896195354D53,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,FINEORG,NSE_B1D2A8B04E95,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,HDFCAMC,NSE_B41F7AA07AC7,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,IBULISL,NSE_B585B7685364,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,ICRA,NSE_23C7CF9A3EAE,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,INDOSTAR,NSE_1B43303A9FAD,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,IRCON,NSE_3F905739D72F,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,JAMNAAUTO,NSE_BE2FF8182DD5,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,JKPAPER,NSE_396C5E0A148B,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,KEI,NSE_C27A7287553C,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,KIRLOSENG,NSE_9B9A5379FE9C,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,MAHABANK,NSE_77034359872C,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,MAHSCOOTER,NSE_E9CD94ECB13B,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,MAHSEAMLES,NSE_D45E2178880F,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,ORIENTELEC,NSE_2A0ECB1CAF9E,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,SHARDACROP,NSE_AE697C87E3F3,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,SUPRAJIT,NSE_3B598B9F02C0,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,TCNSBRANDS,NSE_F07C9B82EB42,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,TRITURBINE,NSE_9CD0408E0E4C,APPLIED,ind_prs25022019.pdf
2019-03-29,INCLUDE,VSTIND,NSE_BB53E120FC24,APPLIED,ind_prs25022019.pdf
2019-04-15,EXCLUDE,EXCELCROP,NSE_E6EF857CE112,APPLIED,ind_prs08042019.pdf
2019-04-15,INCLUDE,SUNCLAYLTD,NSE_72C836734F97,APPLIED,ind_prs08042019.pdf
2019-06-28,EXCLUDE,GUJFLUORO,NSE_6835A4E7227D,APPLIED,ind_prs13062019.pdf
2019-06-28,EXCLUDE,MONSANTO,NSE_3C830EF00D9B,APPLIED,ind_prs13062019.pdf
2019-06-28,INCLUDE,CHALET,NSE_C617F8AD6C46,APPLIED,ind_prs13062019.pdf
2019-06-28,INCLUDE,DALBHARAT,NSE_CE1B55B0FE79,APPLIED,ind_prs13062019.pdf
2019-09-24,EXCLUDE,JETAIRWAYS,NSE_A7A22C73AF33,APPLIED,ind_prs17092019_1.pdf
2019-09-24,INCLUDE,VAIBHAVGBL,NSE_BBC622D344B2,APPLIED,ind_prs17092019_1.pdf
2019-09-27,EXCLUDE,ABB,NSE_FE37750EBD83,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,DEEPAKFERT,NSE_9EF7F390DA4E,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,GDL,NSE_680430C14CBF,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,GRUH,NSE_E102D7DE4C2C,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,GSKCONS,NSE_FED8B098DEA5,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,INDOCO,NSE_1957FAB1366F,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,INOXWIND,NSE_98B5AF24A80B,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,JPASSOCIAT,NSE_2DA8AA828257,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,KIOCL,NSE_AE4994F757D1,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,RCOM,NSE_A935B8CC4714,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,RHFL,NSE_42389EFA283C,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,RKFORGE,NSE_8D41A8008DA2,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,RUPA,NSE_9B4AC7DEFB0B,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,SCI,NSE_FECEC1EAA0A3,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,SHANKARA,NSE_6246AD197B0E,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,SHARDACROP,NSE_AE697C87E3F3,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,SPTL,NSE_C07DB11DA201,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,SREINFRA,NSE_CEF9C41C45DE,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,TATACOFFEE,NSE_13CDBE86B707,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,THOMASCOOK,NSE_AA256B638694,APPLIED,ind_prs17092019.pdf
2019-09-27,EXCLUDE,TNPL,NSE_E7F329485D3D,APPLIED,ind_prs28082019.pdf
2019-09-27,EXCLUDE,TRITURBINE,NSE_9CD0408E0E4C,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,ABBOTINDIA,NSE_83A9DF85F983,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,ADANIGAS,NSE_969AA315029E,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,AMBER,NSE_46A4593AF05A,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,ARVINDFASN,NSE_806A916D3197,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,BAYERCROP,NSE_EC27C1265F27,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,BSOFT,NSE_64BF9F3DBA41,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,CGCL,NSE_E7891F352261,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,DEN,NSE_AA8359966309,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,FMGOETZE,NSE_EFD7B6E7FD96,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,GARFIBRES,NSE_11DA18056321,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,IIFL,NSE_F96D3907BEE7,APPLIED,ind_prs17092019.pdf
2019-09-27,INCLUDE,JCHAC,NSE_85A771F24921,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,KPITTECH,NSE_6BCEC6E04CC0,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,MCX,NSE_77D1AF649A35,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,METROPOLIS,NSE_D49044EAC01A,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,NESTLEIND,NSE_5E3364EF921A,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,ORIENTREF,NSE_62370E1BA80E,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,POLYCAB,NSE_2E6044362252,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,RATNAMANI,NSE_55FFE606B7E2,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,RVNL,NSE_E3E1AC8435EA,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,TCIEXP,NSE_50C6EFC6FCC4,APPLIED,ind_prs28082019.pdf
2019-09-27,INCLUDE,TECHNOE,NSE_C91869243FA4,APPLIED,ind_prs28082019.pdf
2019-12-26,EXCLUDE,CGPOWER,NSE_812A4A064978,APPLIED,ind_prs18122019.pdf
2019-12-26,EXCLUDE,COFFEEDAY,NSE_EBB02BC0F381,APPLIED,ind_prs18122019.pdf
2019-12-26,EXCLUDE,COX&KINGS,NSE_F10717A1FD65,APPLIED,ind_prs18122019.pdf
2019-12-26,INCLUDE,AFFLE,NSE_03BC3A91CD0A,APPLIED,ind_prs18122019.pdf
2019-12-26,INCLUDE,MIDHANI,NSE_6ADCE5AAF1F7,APPLIED,ind_prs18122019.pdf
2019-12-26,INCLUDE,RESPONIND,NSE_D47F04514F84,APPLIED,ind_prs18122019.pdf
2019-12-27,EXCLUDE,ALBK,NSE_5115B10A6732,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,ANDHRABANK,NSE_684233BD76FF,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,CORPBANK,NSE_4BB20422BB5F,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,DEN,NSE_AA8359966309,APPLIED,ind_prs19122019.pdf
2019-12-27,EXCLUDE,HATHWAY,NSE_BC781E1A1FE3,APPLIED,ind_prs19122019.pdf
2019-12-27,EXCLUDE,MAXINDIA,NSE_1469848A6218,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,ORIENTBANK,NSE_694F8FC81FFD,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,SYNDIBANK,NSE_74623765623B,APPLIED,ind_prs16122019.pdf
2019-12-27,EXCLUDE,TATACHEM,NSE_806E57D11FFC,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,AARTIIND,NSE_81E1BA306A07,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,ASAHIINDIA,NSE_502982CDBAAD,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,INDIAMART,NSE_EF6D6D99A518,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,KENNAMET,NSE_A8C822E94F3E,APPLIED,ind_prs19122019.pdf
2019-12-27,INCLUDE,SPANDANA,NSE_EFA321C47A4C,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,SPICEJET,NSE_87489588C163,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,TASTYBITE,NSE_955CB9307A3C,APPLIED,ind_prs19122019.pdf
2019-12-27,INCLUDE,TRITURBINE,NSE_9CD0408E0E4C,APPLIED,ind_prs16122019.pdf
2019-12-27,INCLUDE,WESTLIFE,NSE_E8D23E6BAAFB,APPLIED,ind_prs16122019.pdf
2020-01-16,EXCLUDE,SUVEN,NSE_3BC23EE3CDD9,APPLIED,ind_prs09012020.pdf
2020-01-16,INCLUDE,TATASTLBSL,NSE_8212B1829EDC,APPLIED,ind_prs09012020.pdf
2020-03-19,EXCLUDE,YESBANK,NSE_BF514F1F2D5F,APPLIED,ind_prs19032020.pdf
2020-03-19,INCLUDE,SWSOLAR,NSE_D5D3F5346E0E,APPLIED,ind_prs19032020.pdf
2020-06-26,EXCLUDE,CHALET,NSE_C617F8AD6C46,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,DHFL,NSE_77D3BA4F489C,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,FLFL,NSE_3F39E4C95613,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,FMGOETZE,NSE_EFD7B6E7FD96,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,GAYAPROJ,NSE_1EDC5AB6BDE5,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,IBULISL,NSE_B585B7685364,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,ITDCEM,NSE_7F8DECDBEDC8,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,JISLJALEQS,NSE_784515CC1BE6,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,KENNAMET,NSE_A8C822E94F3E,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,KIRLOSENG,NSE_9B9A5379FE9C,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,LAKSHVILAS,NSE_0E88CB8DDD57,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,MAGMA,NSE_5150BE098E03,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,NETWORK18,NSE_66717A9BCB34,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,PARAGMILK,NSE_1E720E0D76DE,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,PCJEWELLER,NSE_F0FD06753A0C,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,RELCAPITAL,NSE_2B12B6998928,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,RELINFRA,NSE_A8C2AF338260,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,RESPONIND,NSE_D47F04514F84,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,RPOWER,NSE_DDAD0193F2D5,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,SHILPAMED,NSE_66EF9E74F5E3,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,SHK,NSE_F8512C975E62,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,SUNCLAYLTD,NSE_72C836734F97,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,TECHNOE,NSE_C91869243FA4,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,TRITURBINE,NSE_9CD0408E0E4C,APPLIED,ind_prs10062020.pdf
2020-06-26,EXCLUDE,WABAG,NSE_0636AF8D6821,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,ABB,NSE_FE37750EBD83,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,ALKYLAMINE,NSE_91CA1F1DFE78,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,BHARATRAS,NSE_351109872146,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,CENTURYTEX,NSE_F0AC6C0DF830,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,CSBBANK,NSE_46F638E1FDD9,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,DHANUKA,NSE_9891A0739E64,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,ESABINDIA,NSE_C0628B35007C,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,FLUOROCHEM,NSE_CD8EB44B80FD,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,GMMPFAUDLR,NSE_49538A6C1520,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,GRSE,NSE_75554DD3FC15,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,HATHWAY,NSE_BC781E1A1FE3,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,IIFLWAM,NSE_D40F53D9B283,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,INDOCO,NSE_1957FAB1366F,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,INGERRAND,NSE_B34554B04EA8,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,IRCTC,NSE_A06E3D43B46B,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,KSB,NSE_7ADB1BE970F4,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,LAOPALA,NSE_5C11B50967B3,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,POLYMED,NSE_2D9667E60569,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,SCHNEIDER,NSE_3CFB46E142F9,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,SCI,NSE_FECEC1EAA0A3,APPLIED,ind_prs10062020.pdf
2020-06-26,INCLUDE,SEQUENT,NSE_F7B46E5369C2,APPLIED,ind_prs10062020.pdf
